kind,amount,dt,msg,fee,balance,category
Salg,1500,12.03.2018 13:22,,75,7900,Buffet
Salg,1000,12.03.2018 13:27,Toast,75,8900,Buffet
Salg,150,12.03.2018 13:34,Brød,75,9050,Buffet
Salg,1200,12.03.2018 14:52,,75,10250,Buffet
Salg,1500,12.03.2018 17:01,3x mælkesnitter,75,11750,Buffet
Gebyr,675,13.03.2018 03:06,Gebyr,,11075,Gebyrer
Overførsel,11075,13.03.2018 03:06,Udbetaling til konto,675,0,Overførsel
Salg,400,13.03.2018 20:04,,75,400,Buffet
Salg,1000,13.03.2018 20:11,Tåååååst,75,1400,Buffet
Salg,400,13.03.2018 20:42,,75,1800,Buffet
Gebyr,225,14.03.2018 03:07,Gebyr,,1575,Gebyrer
Overførsel,1575,14.03.2018 03:07,Udbetaling til konto,225,0,Overførsel
Salg,2400,14.03.2018 03:36,,75,2400,Buffet
Salg,1200,14.03.2018 13:09,,75,3600,Buffet
Salg,1600,14.03.2018 15:14,Ritter,75,5200,Buffet
Salg,2000,14.03.2018 15:40,,75,7200,Buffet
Salg,500,14.03.2018 16:53,,75,7700,Buffet
Salg,1200,14.03.2018 17:28,,75,8900,Buffet
Salg,400,14.03.2018 18:03,,75,9300,Buffet
Salg,1500,14.03.2018 19:23,,75,10800,Buffet
Gebyr,600,15.03.2018 03:05,Gebyr,,10200,Gebyrer
Overførsel,10200,15.03.2018 03:05,Udbetaling til konto,600,0,Overførsel
Salg,1400,15.03.2018 09:34,,75,1400,Buffet
Salg,2000,15.03.2018 10:01,,75,3400,Buffet
Salg,1400,15.03.2018 16:52,,75,4800,Buffet
Salg,1000,15.03.2018 17:07,,75,5800,Buffet
Salg,500,15.03.2018 17:17,,75,6300,Buffet
Salg,1000,15.03.2018 17:21,Yoggi,75,7300,Buffet
Salg,900,15.03.2018 18:10,,75,8200,Buffet
Salg,1400,15.03.2018 18:42,,75,9600,Buffet
Salg,1000,15.03.2018 19:36,,75,10600,Buffet
Salg,500,16.03.2018 01:17,,75,11100,Buffet
Gebyr,750,16.03.2018 03:05,Gebyr,,10350,Gebyrer
Overførsel,10350,16.03.2018 03:05,Udbetaling til konto,750,0,Overførsel
Salg,1400,16.03.2018 03:17,Risifrutti,75,1400,Buffet
Salg,1400,16.03.2018 03:49,Fis i rutti,75,2800,Buffet
Salg,600,16.03.2018 11:35,,75,3400,Buffet
Salg,1000,16.03.2018 17:20,,75,4400,Buffet
Salg,1400,16.03.2018 18:19,,75,5800,Buffet
Gebyr,375,17.03.2018 03:07,Gebyr,,5425,Gebyrer
Overførsel,5425,17.03.2018 03:07,Udbetaling til konto,375,0,Overførsel
Salg,1500,18.03.2018 12:23,,75,1500,Buffet
Gebyr,75,19.03.2018 03:06,Gebyr,,1425,Gebyrer
Overførsel,1425,19.03.2018 03:06,Udbetaling til konto,75,0,Overførsel
Salg,1400,19.03.2018 15:43,,75,1400,Buffet
Salg,1000,19.03.2018 16:15,,75,2400,Buffet
Salg,1000,19.03.2018 16:22,,75,3400,Buffet
Gebyr,225,20.03.2018 03:06,Gebyr,,3175,Gebyrer
Overførsel,3175,20.03.2018 03:06,Udbetaling til konto,225,0,Overførsel
Salg,1400,20.03.2018 10:29,,75,1400,Buffet
Salg,1000,20.03.2018 15:11,,75,2400,Buffet
Salg,1000,20.03.2018 15:12,,75,3400,Buffet
Salg,1000,20.03.2018 16:28,,75,4400,Buffet
Salg,1000,20.03.2018 20:02,,75,5400,Buffet
Gebyr,375,21.03.2018 03:07,Gebyr,,5025,Gebyrer
Overførsel,5025,21.03.2018 03:07,Udbetaling til konto,375,0,Overførsel
Salg,1200,21.03.2018 10:01,,75,1200,Buffet
Salg,1000,21.03.2018 12:01,,75,2200,Buffet
Salg,1000,21.03.2018 13:22,,75,3200,Buffet
Salg,900,21.03.2018 15:33,,75,4100,Buffet
Salg,500,21.03.2018 17:34,,75,4600,Buffet
Salg,500,21.03.2018 17:46,,75,5100,Buffet
Salg,1000,21.03.2018 18:15,,75,6100,Buffet
Salg,1400,21.03.2018 19:30,,75,7500,Buffet
Salg,1900,21.03.2018 20:45,,75,9400,Buffet
Salg,1900,21.03.2018 20:49,,75,11300,Buffet
Gebyr,750,22.03.2018 03:05,Gebyr,,10550,Gebyrer
Overførsel,10550,22.03.2018 03:05,Udbetaling til konto,750,0,Overførsel
Salg,1400,22.03.2018 15:31,,75,1400,Buffet
Salg,2000,22.03.2018 16:08,,75,3400,Buffet
Salg,500,22.03.2018 16:54,,75,3900,Buffet
Salg,500,22.03.2018 16:54,,75,4400,Buffet
Salg,2000,22.03.2018 17:30,,75,6400,Buffet
Salg,1000,22.03.2018 18:12,Toast,75,7400,Buffet
Salg,500,22.03.2018 18:42,,75,7900,Buffet
Salg,2400,22.03.2018 20:57,,75,10300,Buffet
Gebyr,600,23.03.2018 03:08,Gebyr,,9700,Gebyrer
Overførsel,9700,23.03.2018 03:08,Udbetaling til konto,600,0,Overførsel
Salg,1000,23.03.2018 10:05,,75,1000,Påskeevent
Salg,1000,23.03.2018 10:58,,75,2000,Påskeevent
Salg,2400,23.03.2018 12:16,,75,4400,Påskeevent
Salg,2500,23.03.2018 12:49,,75,6900,Påskeevent
Salg,1000,23.03.2018 13:24,,75,7900,Påskeevent
Salg,1000,23.03.2018 15:38,,75,8900,Påskeevent
Salg,1400,23.03.2018 16:33,,75,10300,Påskeevent
Salg,4500,23.03.2018 17:56,,75,14800,Påskeevent
Salg,1000,23.03.2018 17:58,,75,15800,Påskeevent
Salg,1500,23.03.2018 17:59,,75,17300,Påskeevent
Salg,1000,23.03.2018 18:00,,75,18300,Påskeevent
Salg,1500,23.03.2018 18:06,,75,19800,Påskeevent
Salg,1500,23.03.2018 18:09,,75,21300,Påskeevent
Salg,1500,23.03.2018 18:13,,75,22800,Påskeevent
Salg,1500,23.03.2018 18:15,,75,24300,Påskeevent
Salg,1500,23.03.2018 18:17,,75,25800,Påskeevent
Salg,1500,23.03.2018 18:22,,75,27300,Påskeevent
Salg,1500,23.03.2018 18:23,,75,28800,Påskeevent
Salg,1500,23.03.2018 18:23,,75,30300,Påskeevent
Salg,1000,23.03.2018 18:24,,75,31300,Påskeevent
Salg,4500,23.03.2018 18:25,,75,35800,Påskeevent
Salg,1500,23.03.2018 18:29,,75,37300,Påskeevent
Salg,1500,23.03.2018 18:38,,75,38800,Påskeevent
Salg,1000,23.03.2018 18:39,,75,39800,Påskeevent
Salg,500,23.03.2018 18:40,,75,40300,Påskeevent
Salg,2000,23.03.2018 18:42,,75,42300,Påskeevent
Salg,2000,23.03.2018 18:43,,75,44300,Påskeevent
Salg,500,23.03.2018 18:43,,75,44800,Påskeevent
Salg,1500,23.03.2018 18:43,,75,46300,Påskeevent
Salg,500,23.03.2018 18:43,,75,46800,Påskeevent
Salg,2000,23.03.2018 18:45,,75,48800,Påskeevent
Salg,1500,23.03.2018 18:54,,75,50300,Påskeevent
Salg,500,23.03.2018 18:56,,75,50800,Påskeevent
Salg,1000,23.03.2018 18:58,,75,51800,Påskeevent
Salg,3000,23.03.2018 19:01,,75,54800,Påskeevent
Salg,1000,23.03.2018 19:06,,75,55800,Påskeevent
Salg,1500,23.03.2018 19:10,,75,57300,Påskeevent
Salg,2000,23.03.2018 19:10,,75,59300,Påskeevent
Salg,3000,23.03.2018 19:11,,75,62300,Påskeevent
Salg,500,23.03.2018 19:13,,75,62800,Påskeevent
Salg,1500,23.03.2018 19:14,,75,64300,Påskeevent
Salg,1500,23.03.2018 19:15,,75,65800,Påskeevent
Salg,6000,23.03.2018 19:16,,75,71800,Påskeevent
Salg,1000,23.03.2018 19:25,,75,72800,Påskeevent
Salg,2500,23.03.2018 19:25,Eric Hotdog,75,75300,Påskeevent
Salg,1000,23.03.2018 19:26,,75,76300,Påskeevent
Salg,3000,23.03.2018 19:27,,75,79300,Påskeevent
Salg,1500,23.03.2018 19:31,,75,80800,Påskeevent
Salg,1500,23.03.2018 19:34,,75,82300,Påskeevent
Salg,1500,23.03.2018 19:42,,75,83800,Påskeevent
Salg,1500,23.03.2018 19:43,,75,85300,Påskeevent
Salg,1500,23.03.2018 19:44,,75,86800,Påskeevent
Salg,2000,23.03.2018 19:46,,75,88800,Påskeevent
Salg,1500,23.03.2018 19:47,,75,90300,Påskeevent
Salg,2000,23.03.2018 19:50,,75,92300,Påskeevent
Salg,1500,23.03.2018 19:54,Drikkedrikke,75,93800,Påskeevent
Salg,500,23.03.2018 20:00,,75,94300,Påskeevent
Salg,1500,23.03.2018 20:08,,75,95800,Påskeevent
Salg,500,23.03.2018 20:13,,75,96300,Påskeevent
Salg,1000,23.03.2018 20:14,,75,97300,Påskeevent
Salg,1500,23.03.2018 20:20,,75,98800,Påskeevent
Salg,1500,23.03.2018 20:22,,75,100300,Påskeevent
Salg,1500,23.03.2018 20:26,,75,101800,Påskeevent
Salg,1500,23.03.2018 20:27,,75,103300,Påskeevent
Salg,2000,23.03.2018 20:30,,75,105300,Påskeevent
Salg,1000,23.03.2018 20:36,,75,106300,Påskeevent
Salg,1500,23.03.2018 20:45,,75,107800,Påskeevent
Salg,500,23.03.2018 20:51,,75,108300,Påskeevent
Salg,3000,23.03.2018 21:00,,75,111300,Påskeevent
Salg,5500,23.03.2018 21:01,,75,116800,Påskeevent
Salg,3000,23.03.2018 21:01,,75,119800,Påskeevent
Salg,3000,23.03.2018 21:01,,75,122800,Påskeevent
Salg,3000,23.03.2018 21:02,,75,125800,Påskeevent
Salg,1500,23.03.2018 21:11,,75,127300,Påskeevent
Salg,1500,23.03.2018 21:13,,75,128800,Påskeevent
Salg,1000,23.03.2018 21:14,,75,129800,Påskeevent
Salg,1500,23.03.2018 21:15,,75,131300,Påskeevent
Salg,1500,23.03.2018 21:21,,75,132800,Påskeevent
Salg,500,23.03.2018 21:23,,75,133300,Påskeevent
Salg,500,23.03.2018 21:24,,75,133800,Påskeevent
Salg,500,23.03.2018 21:30,,75,134300,Påskeevent
Salg,2000,23.03.2018 21:32,,75,136300,Påskeevent
Salg,4000,23.03.2018 21:32,,75,140300,Påskeevent
Salg,1500,23.03.2018 21:32,,75,141800,Påskeevent
Salg,500,23.03.2018 21:36,,75,142300,Påskeevent
Salg,500,23.03.2018 21:38,,75,142800,Påskeevent
Salg,500,23.03.2018 21:40,,75,143300,Påskeevent
Salg,2500,23.03.2018 21:42,,75,145800,Påskeevent
Salg,1500,23.03.2018 21:45,,75,147300,Påskeevent
Salg,1000,23.03.2018 21:54,,75,148300,Påskeevent
Salg,3000,23.03.2018 21:57,,75,151300,Påskeevent
Salg,1500,23.03.2018 21:59,,75,152800,Påskeevent
Salg,4000,23.03.2018 22:20,,75,156800,Påskeevent
Salg,2500,23.03.2018 22:33,,75,159300,Påskeevent
Salg,500,23.03.2018 22:36,,75,159800,Påskeevent
Salg,1000,23.03.2018 22:42,,75,160800,Påskeevent
Salg,1500,23.03.2018 22:53,,75,162300,Påskeevent
Salg,1000,23.03.2018 23:03,,75,163300,Påskeevent
Salg,2000,23.03.2018 23:06,,75,165300,Påskeevent
Salg,1000,23.03.2018 23:07,,75,166300,Påskeevent
Salg,1500,23.03.2018 23:08,,75,167800,Påskeevent
Salg,1500,23.03.2018 23:09,,75,169300,Påskeevent
Salg,1000,23.03.2018 23:13,,75,170300,Påskeevent
Salg,1000,23.03.2018 23:15,,75,171300,Påskeevent
Salg,1000,23.03.2018 23:16,,75,172300,Påskeevent
Salg,1000,23.03.2018 23:17,,75,173300,Påskeevent
Salg,1500,23.03.2018 23:40,,75,174800,Påskeevent
Salg,1000,23.03.2018 23:42,,75,175800,Påskeevent
Salg,500,23.03.2018 23:44,,75,176300,Påskeevent
Salg,1500,23.03.2018 23:45,,75,177800,Påskeevent
Salg,1500,23.03.2018 23:46,,75,179300,Påskeevent
Salg,2000,23.03.2018 23:50,,75,181300,Påskeevent
Salg,10000,23.03.2018 23:51,,75,191300,Påskeevent
Salg,3000,23.03.2018 23:52,,75,194300,Påskeevent
Salg,3500,24.03.2018 00:06,,75,197800,Påskeevent
Salg,500,24.03.2018 00:09,,75,198300,Påskeevent
Salg,1500,24.03.2018 00:17,,75,199800,Påskeevent
Salg,1500,24.03.2018 00:17,,75,201300,Påskeevent
Salg,1500,24.03.2018 00:32,,75,202800,Påskeevent
Salg,1500,24.03.2018 00:34,,75,204300,Påskeevent
Salg,3000,24.03.2018 00:34,,75,207300,Påskeevent
Salg,4500,24.03.2018 00:34,,75,211800,Påskeevent
Salg,1500,24.03.2018 00:34,,75,213300,Påskeevent
Salg,500,24.03.2018 00:46,PØLSE!,75,213800,Påskeevent
Salg,4000,24.03.2018 00:48,,75,217800,Påskeevent
Salg,2000,24.03.2018 00:50,,75,219800,Påskeevent
Salg,1000,24.03.2018 01:02,,75,220800,Påskeevent
Salg,3000,24.03.2018 01:11,,75,223800,Påskeevent
Salg,1500,24.03.2018 01:11,,75,225300,Påskeevent
Salg,3000,24.03.2018 01:13,,75,228300,Påskeevent
Salg,1500,24.03.2018 01:29,,75,229800,Påskeevent
Salg,1500,24.03.2018 01:36,,75,231300,Påskeevent
Salg,4000,24.03.2018 01:38,,75,235300,Påskeevent
Salg,1500,24.03.2018 01:40,,75,236800,Påskeevent
Salg,3000,24.03.2018 01:50,,75,239800,Påskeevent
Salg,4500,24.03.2018 02:03,,75,244300,Påskeevent
Salg,1500,24.03.2018 02:07,,75,245800,Påskeevent
Salg,1500,24.03.2018 02:21,,75,247300,Påskeevent
Salg,1000,24.03.2018 02:40,,75,248300,Påskeevent
Gebyr,10425,24.03.2018 03:05,Gebyr,,237875,Gebyrer
Overførsel,237875,24.03.2018 03:05,Udbetaling til konto,10425,0,Overførsel
Salg,1000,24.03.2018 03:19,,75,1000,Påskeevent
Salg,5000,24.03.2018 03:20,,75,6000,Påskeevent
Gebyr,150,25.03.2018 03:07,Gebyr,,5850,Gebyrer
Overførsel,5850,25.03.2018 03:07,Udbetaling til konto,150,0,Overførsel
Salg,1400,27.03.2018 14:38,,75,1400,Buffet
Salg,3200,27.03.2018 17:03,,75,4600,Buffet
Salg,4800,27.03.2018 17:13,,75,9400,Buffet
Salg,1600,27.03.2018 17:51,,75,11000,Buffet
Salg,1600,27.03.2018 18:20,,75,12600,Buffet
Salg,2000,27.03.2018 18:34,IPA,75,14600,Øl & Vand
Salg,1600,27.03.2018 18:59,,75,16200,Buffet
Salg,2000,27.03.2018 19:07,IPA,75,18200,Øl & Vand
Salg,2400,27.03.2018 19:14,,75,20600,Buffet
Salg,1600,27.03.2018 19:29,,75,22200,Buffet
Salg,1600,27.03.2018 19:41,,75,23800,Buffet
Salg,2400,27.03.2018 19:51,,75,26200,Buffet
Salg,600,27.03.2018 20:38,,75,26800,Buffet
Gebyr,975,28.03.2018 03:07,Gebyr,,25825,Gebyrer
Overførsel,25825,28.03.2018 03:07,Udbetaling til konto,975,0,Overførsel
Salg,500,28.03.2018 16:20,,75,500,Buffet
Salg,500,28.03.2018 16:20,,75,1000,Buffet
Gebyr,150,29.03.2018 03:06,Gebyr,,850,Gebyrer
Overførsel,850,29.03.2018 03:06,Udbetaling til konto,150,0,Overførsel
