"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";"Saldo"
"Salg";5,00;11-09-2018;10:57;"";0,75;28,00
"Salg";9,00;11-09-2018;10:57;"";0,75;37,00
"Salg";5,00;11-09-2018;10:59;"";0,75;42,00
"Salg";5,00;11-09-2018;12:06;"";0,75;47,00
"Salg";15,00;11-09-2018;12:14;"";0,75;62,00
"Salg";10,00;11-09-2018;12:14;"";0,75;72,00
"Salg";5,00;11-09-2018;12:17;"";0,75;77,00
"Salg";14,00;11-09-2018;12:18;"";0,75;91,00
"Salg";15,00;11-09-2018;12:18;"";0,75;106,00
"Salg";14,00;11-09-2018;12:29;"";0,75;120,00
"Salg";5,00;11-09-2018;13:03;"";0,75;125,00
"Salg";5,00;11-09-2018;13:17;"";0,75;130,00
"Salg";10,00;11-09-2018;13:29;"";0,75;140,00
"Salg";14,00;11-09-2018;15:06;"";0,75;154,00
"Salg";4,00;11-09-2018;15:27;"";0,75;158,00
"Salg";5,50;11-09-2018;15:40;"";0,75;163,50
"Salg";4,00;11-09-2018;16:05;"";0,75;167,50
"Salg";20,00;11-09-2018;17:08;"";0,75;187,50
"Salg";5,00;11-09-2018;17:24;"";0,75;192,50
"Salg";14,00;11-09-2018;18:51;"";0,75;206,50
"Salg";14,00;11-09-2018;19:16;"";0,75;220,50
"Salg";14,00;11-09-2018;19:20;"";0,75;234,50
"Salg";14,00;11-09-2018;20:25;"Redbull";0,75;248,50
"Salg";14,00;11-09-2018;21:52;"";0,75;262,50
"Gebyr";20,25;12-09-2018;03:10;"Gebyr";;242,25
"Overførsel";242,25;12-09-2018;03:10;"Udbetaling til konto";20,25;0,00
"Salg";5,00;12-09-2018;10:56;"";0,75;5,00
"Salg";5,00;12-09-2018;10:56;"";0,75;10,00
"Salg";14,00;12-09-2018;12:10;"";0,75;24,00
"Salg";19,00;12-09-2018;14:24;"";0,75;43,00
"Salg";5,00;12-09-2018;14:40;"Toast";0,75;48,00
"Salg";10,00;12-09-2018;17:51;"";0,75;58,00
"Salg";14,00;12-09-2018;17:54;"";0,75;72,00
"Gebyr";5,25;13-09-2018;03:09;"Gebyr";;66,75
"Overførsel";66,75;13-09-2018;03:09;"Udbetaling til konto";5,25;0,00
"Salg";5,00;13-09-2018;10:09;"";0,75;5,00
"Salg";14,00;13-09-2018;10:50;"";0,75;19,00
"Salg";5,00;13-09-2018;11:00;"";0,75;24,00
"Salg";14,00;13-09-2018;11:14;"";0,75;38,00
"Salg";14,00;13-09-2018;12:35;"";0,75;52,00
"Salg";14,00;13-09-2018;12:35;"";0,75;66,00
"Salg";5,00;13-09-2018;12:37;"";0,75;71,00
"Salg";15,00;13-09-2018;13:29;"";0,75;86,00
"Salg";14,00;13-09-2018;17:55;"";0,75;100,00
"Salg";14,00;13-09-2018;17:55;"";0,75;114,00
"Gebyr";7,50;14-09-2018;03:09;"Gebyr";;106,50
"Overførsel";106,50;14-09-2018;03:09;"Udbetaling til konto";7,50;0,00
"Salg";13,00;14-09-2018;10:11;"";0,75;13,00
"Salg";10,50;14-09-2018;13:09;"";0,75;23,50
"Salg";14,00;14-09-2018;21:58;"";0,75;37,50
"Gebyr";2,25;15-09-2018;03:11;"Gebyr";;35,25
"Overførsel";35,25;15-09-2018;03:11;"Udbetaling til konto";2,25;0,00
"Salg";28,00;15-09-2018;14:16;"";0,75;28,00
"Gebyr";0,75;16-09-2018;03:11;"Gebyr";;27,25
"Overførsel";27,25;16-09-2018;03:11;"Udbetaling til konto";0,75;0,00
"Salg";10,00;17-09-2018;07:57;"";0,75;10,00
"Salg";5,00;17-09-2018;10:13;"";0,75;15,00
"Salg";14,00;17-09-2018;10:32;"";0,75;29,00
"Salg";6,00;17-09-2018;12:07;"";0,75;35,00
"Salg";5,00;17-09-2018;12:15;"Toast";0,75;40,00
"Salg";5,50;17-09-2018;12:16;"";0,75;45,50
"Salg";10,00;17-09-2018;12:22;"";0,75;55,50
"Salg";20,00;17-09-2018;13:42;"";0,75;75,50
"Salg";3,00;17-09-2018;14:07;"";0,75;78,50
"Salg";3,00;17-09-2018;16:06;"";0,75;81,50
"Salg";7,00;17-09-2018;18:33;"";0,75;88,50
"Salg";8,00;17-09-2018;20:02;"";0,75;96,50
"Gebyr";9,00;18-09-2018;03:10;"Gebyr";;87,50
"Overførsel";87,50;18-09-2018;03:10;"Udbetaling til konto";9,00;0,00
"Salg";8,00;18-09-2018;10:10;"";0,75;8,00
"Salg";15,00;18-09-2018;10:45;"";0,75;23,00
"Salg";5,00;18-09-2018;11:03;"";0,75;28,00
"Salg";5,00;18-09-2018;11:04;"";0,75;33,00
"Salg";5,00;18-09-2018;11:04;"";0,75;38,00
"Salg";5,00;18-09-2018;11:04;"";0,75;43,00
"Salg";5,00;18-09-2018;11:05;"";0,75;48,00
"Salg";4,50;18-09-2018;12:23;"Toast";0,75;52,50
"Salg";8,00;18-09-2018;12:34;"";0,75;60,50
"Salg";14,00;18-09-2018;12:40;"";0,75;74,50
"Salg";5,00;18-09-2018;12:43;"";0,75;79,50
"Salg";5,00;18-09-2018;12:46;"";0,75;84,50
"Salg";5,00;18-09-2018;12:47;"";0,75;89,50
"Salg";10,00;18-09-2018;13:35;"";0,75;99,50
"Salg";8,00;18-09-2018;14:51;"Frugt";0,75;107,50
"Salg";14,00;18-09-2018;14:53;"Red bull";0,75;121,50
"Salg";14,00;18-09-2018;15:05;"";0,75;135,50
"Salg";14,00;18-09-2018;15:06;"";0,75;149,50
"Salg";8,00;18-09-2018;15:16;"";0,75;157,50
"Salg";8,00;18-09-2018;16:37;"";0,75;165,50
"Salg";10,00;18-09-2018;17:18;"";0,75;175,50
"Salg";50,00;18-09-2018;18:08;"";0,75;225,50
"Salg";36,00;18-09-2018;18:55;"øl";0,75;261,50
"Salg";24,00;18-09-2018;18:56;"";0,75;285,50
"Salg";12,00;18-09-2018;18:58;"";0,75;297,50
"Gebyr";18,75;19-09-2018;03:10;"Gebyr";;278,75
"Overførsel";278,75;19-09-2018;03:10;"Udbetaling til konto";18,75;0,00
"Salg";10,00;19-09-2018;09:49;"";0,75;10,00
"Salg";14,00;19-09-2018;09:53;"";0,75;24,00
"Salg";20,00;19-09-2018;12:14;"";0,75;44,00
"Salg";5,00;19-09-2018;12:58;"";0,75;49,00
"Salg";5,00;19-09-2018;15:07;"";0,75;54,00
"Salg";10,00;19-09-2018;15:22;"";0,75;64,00
"Salg";15,00;19-09-2018;15:27;"";0,75;79,00
"Salg";30,00;19-09-2018;15:27;"";0,75;109,00
"Salg";15,00;19-09-2018;15:29;"";0,75;124,00
"Salg";15,00;19-09-2018;15:29;"";0,75;139,00
"Salg";15,00;19-09-2018;15:29;"";0,75;154,00
"Salg";15,00;19-09-2018;15:32;"";0,75;169,00
"Salg";15,00;19-09-2018;15:32;"";0,75;184,00
"Salg";15,00;19-09-2018;15:32;"";0,75;199,00
"Salg";20,00;19-09-2018;15:58;"";0,75;219,00
"Salg";4,00;19-09-2018;17:55;"";0,75;223,00
"Salg";15,00;19-09-2018;19:54;"";0,75;238,00
"Salg";10,00;20-09-2018;01:17;"";0,75;248,00
"Gebyr";13,50;20-09-2018;03:11;"Gebyr";;234,50
"Overførsel";234,50;20-09-2018;03:11;"Udbetaling til konto";13,50;0,00
"Salg";5,00;20-09-2018;09:50;"";0,75;5,00
"Salg";14,00;20-09-2018;10:04;"";0,75;19,00
"Salg";14,00;20-09-2018;10:05;"";0,75;33,00
"Salg";5,00;20-09-2018;10:09;"";0,75;38,00
"Salg";9,00;20-09-2018;12:03;"";0,75;47,00
"Salg";6,00;20-09-2018;12:11;"";0,75;53,00
"Salg";8,00;20-09-2018;12:12;"";0,75;61,00
"Salg";15,00;20-09-2018;12:32;"";0,75;76,00
"Salg";15,00;20-09-2018;12:32;"";0,75;91,00
"Salg";15,00;20-09-2018;12:46;"";0,75;106,00
"Salg";15,00;20-09-2018;12:47;"Hehe min ven. Vil gerne komme i aften";0,75;121,00
"Salg";10,00;20-09-2018;12:55;"";0,75;131,00
"Salg";10,00;20-09-2018;12:56;"";0,75;141,00
"Salg";15,00;20-09-2018;13:22;"";0,75;156,00
"Salg";4,50;20-09-2018;13:41;"";0,75;160,50
"Salg";14,00;20-09-2018;14:09;"";0,75;174,50
"Salg";10,00;20-09-2018;14:10;"";0,75;184,50
"Salg";15,00;20-09-2018;14:23;"";0,75;199,50
"Salg";25,00;20-09-2018;15:02;"";0,75;224,50
"Salg";10,00;20-09-2018;15:06;"";0,75;234,50
"Salg";2,00;20-09-2018;15:09;"";0,75;236,50
"Salg";10,00;20-09-2018;15:24;"";0,75;246,50
"Salg";4,00;20-09-2018;15:25;"";0,75;250,50
"Salg";15,00;20-09-2018;15:40;"";0,75;265,50
"Salg";15,00;20-09-2018;17:48;"";0,75;280,50
"Salg";15,00;20-09-2018;17:48;"";0,75;295,50
"Salg";15,00;20-09-2018;17:48;"Mathias";0,75;310,50
"Salg";15,00;20-09-2018;17:49;"";0,75;325,50
"Salg";15,00;20-09-2018;17:49;"";0,75;340,50
"Salg";15,00;20-09-2018;18:01;"";0,75;355,50
"Salg";15,00;20-09-2018;18:01;"";0,75;370,50
"Salg";15,00;20-09-2018;18:01;"";0,75;385,50
"Salg";15,00;20-09-2018;18:01;"";0,75;400,50
"Salg";15,00;20-09-2018;18:10;"";0,75;415,50
"Salg";15,00;20-09-2018;18:19;"";0,75;430,50
"Salg";15,00;20-09-2018;18:19;"";0,75;445,50
"Salg";15,00;20-09-2018;18:19;"";0,75;460,50
"Salg";30,00;20-09-2018;18:19;"";0,75;490,50
"Salg";15,00;20-09-2018;18:20;"";0,75;505,50
"Gebyr";29,25;21-09-2018;03:11;"Gebyr";;476,25
"Overførsel";476,25;21-09-2018;03:11;"Udbetaling til konto";29,25;0,00
"Salg";3,00;21-09-2018;10:54;"";0,75;3,00
"Salg";5,00;21-09-2018;11:06;"";0,75;8,00
"Salg";10,00;21-09-2018;11:29;"";0,75;18,00
"Salg";10,00;21-09-2018;11:41;"";0,75;28,00
"Salg";3,00;21-09-2018;12:15;"";0,75;31,00
"Salg";16,50;21-09-2018;12:20;"";0,75;47,50
"Salg";3,00;21-09-2018;13:06;"";0,75;50,50
"Salg";6,00;21-09-2018;15:02;"";0,75;56,50
"Gebyr";6,00;22-09-2018;03:11;"Gebyr";;50,50
"Overførsel";50,50;22-09-2018;03:11;"Udbetaling til konto";6,00;0,00
"Salg";10,00;23-09-2018;12:41;"Tåååst";0,75;10,00
"Salg";14,00;23-09-2018;17:21;"";0,75;24,00
"Gebyr";1,50;24-09-2018;03:11;"Gebyr";;22,50
"Overførsel";22,50;24-09-2018;03:11;"Udbetaling til konto";1,50;0,00
"Salg";14,00;24-09-2018;09:53;"";0,75;14,00
"Salg";10,00;24-09-2018;09:55;"";0,75;24,00
"Salg";3,00;24-09-2018;10:14;"";0,75;27,00
"Salg";10,00;24-09-2018;12:03;"";0,75;37,00
"Salg";10,00;24-09-2018;12:03;"";0,75;47,00
"Salg";14,00;24-09-2018;12:04;"";0,75;61,00
"Salg";4,00;24-09-2018;12:16;"";0,75;65,00
"Salg";9,00;24-09-2018;12:28;"";0,75;74,00
"Salg";4,50;24-09-2018;12:50;"";0,75;78,50
"Salg";15,00;24-09-2018;13:17;"";0,75;93,50
"Salg";4,00;24-09-2018;13:40;"";0,75;97,50
"Salg";10,00;24-09-2018;14:39;"";0,75;107,50
"Salg";8,00;24-09-2018;15:05;"Frugt";0,75;115,50
"Salg";3,00;24-09-2018;15:20;"";0,75;118,50
"Salg";4,00;24-09-2018;16:12;"";0,75;122,50
"Salg";12,00;24-09-2018;17:10;"";0,75;134,50
"Salg";5,00;24-09-2018;17:41;"";0,75;139,50
"Salg";5,00;24-09-2018;17:59;"";0,75;144,50
"Salg";5,00;24-09-2018;18:00;"";0,75;149,50
"Salg";10,00;24-09-2018;19:03;"";0,75;159,50
"Gebyr";15,00;25-09-2018;03:12;"Gebyr";;144,50
"Overførsel";144,50;25-09-2018;03:12;"Udbetaling til konto";15,00;0,00
"Salg";14,00;25-09-2018;07:38;"";0,75;14,00
"Salg";15,00;25-09-2018;09:11;"";0,75;29,00
"Salg";15,00;25-09-2018;09:11;"";0,75;44,00
"Salg";3,00;25-09-2018;11:13;"";0,75;47,00
"Salg";10,00;25-09-2018;11:15;"";0,75;57,00
"Salg";19,00;25-09-2018;11:15;"";0,75;76,00
"Salg";9,00;25-09-2018;12:11;"";0,75;85,00
"Salg";14,00;25-09-2018;12:25;"";0,75;99,00
"Salg";10,00;25-09-2018;12:31;"";0,75;109,00
"Salg";5,00;25-09-2018;12:52;"";0,75;114,00
"Salg";5,00;25-09-2018;13:11;"";0,75;119,00
"Salg";4,50;25-09-2018;13:33;"";0,75;123,50
"Salg";15,00;25-09-2018;13:43;"";0,75;138,50
"Salg";5,00;25-09-2018;13:53;"Toast";0,75;143,50
"Salg";3,00;25-09-2018;15:09;"";0,75;146,50
"Salg";4,50;25-09-2018;15:11;"";0,75;151,00
"Salg";15,00;25-09-2018;16:16;"";0,75;166,00
"Salg";4,00;25-09-2018;17:13;"";0,75;170,00
"Salg";3,00;25-09-2018;17:51;"";0,75;173,00
"Salg";15,00;26-09-2018;01:21;"";0,75;188,00
"Gebyr";15,00;26-09-2018;03:12;"Gebyr";;173,00
"Overførsel";173,00;26-09-2018;03:12;"Udbetaling til konto";15,00;0,00
"Salg";14,00;26-09-2018;09:27;"";0,75;14,00
"Salg";3,00;26-09-2018;10:14;"";0,75;17,00
"Salg";5,00;26-09-2018;10:15;"Tåååååst";0,75;22,00
"Salg";10,00;26-09-2018;10:23;"";0,75;32,00
"Salg";5,00;26-09-2018;10:25;"";0,75;37,00
"Salg";10,00;26-09-2018;10:26;"";0,75;47,00
"Salg";50,00;26-09-2018;10:44;"";0,75;97,00
"Salg";5,00;26-09-2018;11:01;"";0,75;102,00
"Salg";3,00;26-09-2018;14:39;"";0,75;105,00
"Salg";3,00;26-09-2018;16:11;"";0,75;108,00
"Salg";10,00;26-09-2018;19:46;"Tåst";0,75;118,00
"Salg";5,00;26-09-2018;20:39;"Mere Tåst";0,75;123,00
"Gebyr";9,00;27-09-2018;03:11;"Gebyr";;114,00
"Overførsel";114,00;27-09-2018;03:11;"Udbetaling til konto";9,00;0,00
"Salg";14,00;27-09-2018;10:04;"Risiprutti";0,75;14,00
"Salg";14,00;27-09-2018;10:04;"Ritzifrutzi";0,75;28,00
"Salg";10,00;27-09-2018;10:05;"";0,75;38,00
"Salg";10,00;27-09-2018;10:08;"";0,75;48,00
"Salg";10,00;27-09-2018;10:29;"";0,75;58,00
"Salg";20,00;27-09-2018;10:41;"";0,75;78,00
"Salg";5,00;27-09-2018;10:47;"";0,75;83,00
"Salg";6,50;27-09-2018;10:59;"";0,75;89,50
"Salg";10,00;27-09-2018;11:24;"";0,75;99,50
"Salg";3,00;27-09-2018;11:26;"";0,75;102,50
"Salg";14,00;27-09-2018;11:48;"";0,75;116,50
"Salg";5,00;27-09-2018;11:53;"";0,75;121,50
"Salg";3,00;27-09-2018;12:03;"";0,75;124,50
"Salg";10,00;27-09-2018;12:18;"";0,75;134,50
"Salg";1,50;27-09-2018;12:57;"";0,75;136,00
"Salg";1,50;27-09-2018;13:03;"";0,75;137,50
"Salg";4,00;27-09-2018;16:15;"";0,75;141,50
"Salg";3,00;27-09-2018;17:11;"";0,75;144,50
"Salg";15,00;27-09-2018;17:36;"Kort";0,75;159,50
"Salg";15,00;27-09-2018;17:37;"Kort";0,75;174,50
"Salg";15,00;27-09-2018;17:40;"Kort";0,75;189,50
"Salg";15,00;27-09-2018;17:42;"Kort";0,75;204,50
"Salg";15,00;27-09-2018;17:43;"koooooooooooort";0,75;219,50
"Salg";15,00;27-09-2018;17:43;"Kort \ud83d\ude0d";0,75;234,50
"Salg";15,00;27-09-2018;23:24;"Kort";0,75;249,50
"Gebyr";18,75;28-09-2018;03:12;"Gebyr";;230,75
"Overførsel";230,75;28-09-2018;03:12;"Udbetaling til konto";18,75;0,00
"Salg";14,00;28-09-2018;10:10;"Rrizifruitzi";0,75;14,00
"Salg";10,00;28-09-2018;11:01;"";0,75;24,00
"Salg";14,00;28-09-2018;11:20;"";0,75;38,00
"Salg";9,00;28-09-2018;12:10;"";0,75;47,00
"Salg";5,00;28-09-2018;12:27;"";0,75;52,00
"Salg";9,00;28-09-2018;12:42;"";0,75;61,00
"Salg";10,00;28-09-2018;13:26;"";0,75;71,00
"Salg";14,00;28-09-2018;13:46;"";0,75;85,00
"Gebyr";6,00;29-09-2018;03:12;"Gebyr";;79,00
"Overførsel";79,00;29-09-2018;03:12;"Udbetaling til konto";6,00;0,00
"Salg";10,00;29-09-2018;16:43;"";0,75;10,00
"Gebyr";0,75;30-09-2018;03:12;"Gebyr";;9,25
"Overførsel";9,25;30-09-2018;03:12;"Udbetaling til konto";0,75;0,00
"Salg";10,00;30-09-2018;11:09;"";0,75;10,00
"Salg";6,00;30-09-2018;11:28;"";0,75;16,00
