kind,amount,dt,msg,fee,balance,category
Salg,500,11.05.2018 07:08,,75,500,Buffet
Salg,500,11.05.2018 09:40,,75,1000,Buffet
Salg,1000,11.05.2018 10:19,,75,2000,Buffet
Salg,1400,11.05.2018 10:40,,75,3400,Buffet
Salg,1400,11.05.2018 11:01,,75,4800,Buffet
Salg,1400,11.05.2018 11:02,,75,6200,Buffet
Salg,1500,11.05.2018 11:15,,75,7700,Buffet
Salg,300,11.05.2018 11:42,,75,8000,Buffet
Salg,1200,11.05.2018 12:55,,75,9200,Buffet
Gebyr,675,12.05.2018 03:05,Gebyr,,8525,Gebyrer
Overførsel,8525,12.05.2018 03:05,Udbetaling til konto,675,0,Overførsel
Salg,300,13.05.2018 20:57,Rugbrød,75,300,Buffet
Gebyr,75,14.05.2018 03:06,Gebyr,,225,Gebyrer
Overførsel,225,14.05.2018 03:06,Udbetaling til konto,75,0,Overførsel
Salg,1000,14.05.2018 08:25,,75,1000,Buffet
Salg,2000,14.05.2018 08:52,,75,3000,Buffet
Salg,1000,14.05.2018 12:39,,75,4000,Buffet
Salg,1500,14.05.2018 12:45,,75,5500,Buffet
Salg,500,14.05.2018 13:17,,75,6000,Buffet
Salg,1000,14.05.2018 13:46,2x toast,75,7000,Buffet
Salg,1000,14.05.2018 13:57,,75,8000,Buffet
Salg,900,14.05.2018 14:03,,75,8900,Buffet
Salg,1000,14.05.2018 14:30,,75,9900,Buffet
Salg,400,14.05.2018 15:38,,75,10300,Buffet
Salg,1000,14.05.2018 15:43,,75,11300,Buffet
Salg,1000,14.05.2018 17:04,,75,12300,Buffet
Salg,400,14.05.2018 17:52,,75,12700,Buffet
Salg,500,14.05.2018 17:53,,75,13200,Buffet
Salg,2000,14.05.2018 18:09,,75,15200,Buffet
Salg,1000,14.05.2018 18:14,,75,16200,Buffet
Gebyr,1200,15.05.2018 04:34,Gebyr,,15000,Gebyrer
Overførsel,15000,15.05.2018 04:34,Udbetaling til konto,1200,0,Overførsel
Salg,2000,15.05.2018 09:03,,75,2000,Buffet
Salg,1500,15.05.2018 12:12,Sodavand,75,3500,Øl & Vand
Salg,1400,15.05.2018 13:21,,75,4900,Buffet
Salg,1400,15.05.2018 14:25,,75,6300,Buffet
Salg,400,15.05.2018 15:06,Frugt,75,6700,Buffet
Salg,1000,15.05.2018 15:51,,75,7700,Buffet
Salg,500,15.05.2018 16:08,,75,8200,Buffet
Salg,1400,15.05.2018 16:45,,75,9600,Buffet
Salg,450,15.05.2018 17:03,,75,10050,Buffet
Salg,600,15.05.2018 22:11,,75,10650,Buffet
Salg,1000,16.05.2018 00:36,Yuggi,75,11650,Buffet
Gebyr,825,16.05.2018 03:06,Gebyr,,10825,Gebyrer
Overførsel,10825,16.05.2018 03:06,Udbetaling til konto,825,0,Overførsel
Salg,1000,16.05.2018 08:12,,75,1000,Buffet
Salg,1000,16.05.2018 08:17,,75,2000,Buffet
Salg,2000,16.05.2018 12:25,,75,4000,Buffet
Gebyr,225,17.05.2018 03:06,Gebyr,,3775,Gebyrer
Overførsel,3775,17.05.2018 03:06,Udbetaling til konto,225,0,Overførsel
Salg,1000,17.05.2018 11:02,,75,1000,Buffet
Salg,500,17.05.2018 11:41,,75,1500,Buffet
Salg,600,17.05.2018 12:07,,75,2100,Buffet
Salg,500,17.05.2018 12:31,Nudler,75,2600,Slik
Salg,2000,17.05.2018 13:44,,75,4600,Buffet
Salg,300,17.05.2018 16:04,,75,4900,Buffet
Gebyr,450,18.05.2018 03:06,Gebyr,,4450,Gebyrer
Overførsel,4450,18.05.2018 03:06,Udbetaling til konto,450,0,Overførsel
Salg,300,19.05.2018 00:03,,75,300,Buffet
Gebyr,75,19.05.2018 03:07,Gebyr,,225,Gebyrer
Overførsel,225,19.05.2018 03:07,Udbetaling til konto,75,0,Overførsel
Salg,1000,21.05.2018 09:02,,75,1000,Buffet
Salg,500,21.05.2018 11:27,,75,1500,Buffet
Salg,1000,21.05.2018 12:05,,75,2500,Buffet
Salg,500,21.05.2018 12:05,,75,3000,Buffet
Salg,600,21.05.2018 12:28,Toast,75,3600,Buffet
Salg,1300,21.05.2018 13:48,,75,4900,Buffet
Salg,1400,21.05.2018 17:15,,75,6300,Buffet
Gebyr,525,22.05.2018 03:05,Gebyr,,5775,Gebyrer
Overførsel,5775,22.05.2018 03:05,Udbetaling til konto,525,0,Overførsel
Salg,500,22.05.2018 11:45,,75,500,Buffet
Salg,500,22.05.2018 13:40,,75,1000,Buffet
Salg,1000,22.05.2018 15:49,,75,2000,Buffet
Salg,900,22.05.2018 16:48,Rugbrødsmadder,75,2900,Buffet
Salg,500,22.05.2018 18:54,,75,3400,Buffet
Salg,600,22.05.2018 20:03,,75,4000,Buffet
Gebyr,450,23.05.2018 03:06,Gebyr,,3550,Gebyrer
Overførsel,3550,23.05.2018 03:06,Udbetaling til konto,450,0,Overførsel
Salg,1000,23.05.2018 13:12,,75,1000,Buffet
Salg,300,23.05.2018 13:22,,75,1300,Buffet
Salg,500,23.05.2018 15:18,,75,1800,Buffet
Salg,1400,23.05.2018 15:20,,75,3200,Buffet
Salg,1000,23.05.2018 16:16,,75,4200,Buffet
Salg,1000,23.05.2018 17:04,,75,5200,Buffet
Gebyr,450,24.05.2018 03:06,Gebyr,,4750,Gebyrer
Overførsel,4750,24.05.2018 03:06,Udbetaling til konto,450,0,Overførsel
Salg,900,24.05.2018 11:49,,75,900,Buffet
Salg,900,24.05.2018 11:53,,75,1800,Buffet
Salg,1350,24.05.2018 12:07,,75,3150,Buffet
Salg,1000,24.05.2018 12:21,,75,4150,Buffet
Salg,300,24.05.2018 13:06,,75,4450,Buffet
Salg,1000,24.05.2018 14:10,,75,5450,Buffet
Salg,1000,24.05.2018 14:18,,75,6450,Buffet
Salg,1400,24.05.2018 15:05,,75,7850,Buffet
Salg,500,24.05.2018 15:05,,75,8350,Buffet
Salg,500,24.05.2018 15:31,Toast,75,8850,Buffet
Salg,1400,24.05.2018 15:45,,75,10250,Buffet
Salg,1000,24.05.2018 16:09,,75,11250,Buffet
Salg,1000,24.05.2018 16:31,,75,12250,Buffet
Salg,1400,24.05.2018 16:34,,75,13650,Buffet
Salg,1400,24.05.2018 16:38,,75,15050,Buffet
Salg,500,24.05.2018 17:09,,75,15550,Buffet
Salg,1400,24.05.2018 17:31,,75,16950,Buffet
Gebyr,1275,25.05.2018 03:06,Gebyr,,15675,Gebyrer
Overførsel,15675,25.05.2018 03:06,Udbetaling til konto,1275,0,Overførsel
Salg,1000,25.05.2018 08:32,,75,1000,Buffet
Salg,1400,25.05.2018 10:03,,75,2400,Buffet
Salg,1400,25.05.2018 10:14,,75,3800,Buffet
Salg,600,25.05.2018 14:32,,75,4400,Buffet
Salg,500,25.05.2018 14:47,,75,4900,Buffet
Salg,400,26.05.2018 01:14,,75,5300,Buffet
Gebyr,450,26.05.2018 03:06,Gebyr,,4850,Gebyrer
Overførsel,4850,26.05.2018 03:06,Udbetaling til konto,450,0,Overførsel
Salg,2000,26.05.2018 04:07,,75,2000,Buffet
Salg,1400,26.05.2018 13:07,,75,3400,Buffet
Salg,1400,26.05.2018 14:11,,75,4800,Buffet
Salg,1400,26.05.2018 14:25,,75,6200,Buffet
Salg,1000,26.05.2018 16:11,,75,7200,Buffet
Gebyr,375,27.05.2018 03:06,Gebyr,,6825,Gebyrer
Overførsel,6825,27.05.2018 03:06,Udbetaling til konto,375,0,Overførsel
Salg,1000,27.05.2018 15:51,,75,1000,Buffet
Gebyr,75,28.05.2018 03:06,Gebyr,,925,Gebyrer
Overførsel,925,28.05.2018 03:06,Udbetaling til konto,75,0,Overførsel
Salg,500,28.05.2018 08:02,,75,500,Buffet
Salg,1000,28.05.2018 10:53,,75,1500,Buffet
Salg,2000,28.05.2018 12:11,,75,3500,Buffet
Salg,400,28.05.2018 12:21,,75,3900,Buffet
Salg,600,28.05.2018 12:27,,75,4500,Buffet
Salg,800,28.05.2018 12:42,,75,5300,Buffet
Salg,400,28.05.2018 13:02,,75,5700,Buffet
Salg,1400,28.05.2018 14:12,,75,7100,Buffet
Salg,1400,28.05.2018 15:47,,75,8500,Buffet
Salg,1200,28.05.2018 16:42,,75,9700,Buffet
Salg,2900,29.05.2018 00:06,,75,12600,Buffet
Gebyr,825,29.05.2018 03:06,Gebyr,,11775,Gebyrer
Overførsel,11775,29.05.2018 03:06,Udbetaling til konto,825,0,Overførsel
Salg,1000,29.05.2018 09:05,,75,1000,Buffet
Salg,1000,29.05.2018 09:11,,75,2000,Buffet
Salg,500,29.05.2018 09:41,,75,2500,Buffet
Salg,900,29.05.2018 12:15,,75,3400,Buffet
Salg,2900,29.05.2018 12:22,,75,6300,Buffet
Salg,1600,29.05.2018 12:28,,75,7900,Buffet
Salg,1400,29.05.2018 13:06,,75,9300,Buffet
Salg,1000,29.05.2018 13:47,,75,10300,Buffet
Salg,1400,29.05.2018 14:32,,75,11700,Buffet
Salg,1000,29.05.2018 15:10,,75,12700,Buffet
Salg,500,29.05.2018 15:25,,75,13200,Buffet
Salg,600,29.05.2018 15:32,,75,13800,Buffet
Salg,500,29.05.2018 16:06,,75,14300,Buffet
Salg,500,29.05.2018 18:31,,75,14800,Buffet
Salg,1000,29.05.2018 20:01,,75,15800,Buffet
Salg,600,29.05.2018 21:46,,75,16400,Buffet
Salg,500,29.05.2018 21:50,,75,16900,Buffet
Salg,500,29.05.2018 23:33,,75,17400,Buffet
Salg,500,29.05.2018 23:34,,75,17900,Buffet
Gebyr,1425,30.05.2018 03:06,Gebyr,,16475,Gebyrer
Overførsel,16475,30.05.2018 03:06,Udbetaling til konto,1425,0,Overførsel
Salg,1500,30.05.2018 09:16,,75,1500,Buffet
Salg,500,30.05.2018 10:19,,75,2000,Buffet
Salg,1400,30.05.2018 10:25,,75,3400,Buffet
Salg,500,30.05.2018 12:25,,75,3900,Buffet
Salg,1500,30.05.2018 13:04,,75,5400,Buffet
Salg,500,30.05.2018 13:04,,75,5900,Buffet
Salg,600,30.05.2018 15:56,,75,6500,Buffet
Gebyr,525,31.05.2018 03:06,Gebyr,,5975,Gebyrer
Overførsel,5975,31.05.2018 03:06,Udbetaling til konto,525,0,Overførsel
Salg,2400,31.05.2018 09:49,,75,2400,Buffet
Salg,500,31.05.2018 11:32,,75,2900,Buffet
Salg,1000,31.05.2018 13:14,,75,3900,Buffet
Salg,1400,31.05.2018 14:29,,75,5300,Buffet
Salg,2000,31.05.2018 15:12,,75,7300,Buffet
Salg,1400,31.05.2018 20:24,,75,8700,Buffet
Salg,1400,31.05.2018 23:47,,75,10100,Buffet
