"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";"Saldo"
"Gebyr";0,75;20-12-2018;03:03;"Gebyr";;9,25
"Overførsel";9,25;20-12-2018;03:03;"Udbetaling til konto";0,75;0,00
"Salg";14,00;20-12-2018;12:51;"";0,75;14,00
"Salg";200,00;20-12-2018;22:27;"Billet :D";0,75;214,00
"Gebyr";1,50;21-12-2018;03:03;"Gebyr";;212,50
"Overførsel";212,50;21-12-2018;03:03;"Udbetaling til konto";1,50;0,00
"Salg";200,00;21-12-2018;15:46;"Julefrokost : Sebastian Bentley";0,75;200,00
"Salg";60,00;21-12-2018;19:34;"";0,75;260,00
"Salg";60,00;21-12-2018;19:34;"";0,75;320,00
"Salg";60,00;21-12-2018;19:36;"";0,75;380,00
"Salg";60,00;21-12-2018;19:58;"";0,75;440,00
"Salg";50,00;21-12-2018;20:02;"";0,75;490,00
"Salg";24,00;21-12-2018;20:05;"";0,75;514,00
"Salg";50,00;21-12-2018;20:06;"";0,75;564,00
"Salg";180,00;21-12-2018;20:20;"";0,75;744,00
"Salg";60,00;21-12-2018;20:21;"";0,75;804,00
"Salg";180,00;21-12-2018;20:21;"";0,75;984,00
"Salg";60,00;21-12-2018;20:22;"";0,75;1.044,00
"Salg";120,00;21-12-2018;20:23;"";0,75;1.164,00
"Salg";60,00;21-12-2018;20:23;"";0,75;1.224,00
"Salg";60,00;21-12-2018;20:24;"";0,75;1.284,00
"Salg";50,00;21-12-2018;20:24;"";0,75;1.334,00
"Salg";60,00;21-12-2018;20:24;"";0,75;1.394,00
"Salg";60,00;21-12-2018;20:25;"";0,75;1.454,00
"Salg";180,00;21-12-2018;20:25;"";0,75;1.634,00
"Salg";60,00;21-12-2018;20:26;"";0,75;1.694,00
"Salg";60,00;21-12-2018;20:26;"";0,75;1.754,00
"Salg";180,00;21-12-2018;20:27;"";0,75;1.934,00
"Salg";10,00;21-12-2018;20:27;"";0,75;1.944,00
"Salg";130,00;21-12-2018;20:27;"";0,75;2.074,00
"Salg";60,00;21-12-2018;20:27;"";0,75;2.134,00
"Salg";120,00;21-12-2018;20:28;"Haps haps haps";0,75;2.254,00
"Salg";60,00;21-12-2018;20:29;"";0,75;2.314,00
"Salg";200,00;21-12-2018;20:30;"";0,75;2.514,00
"Salg";200,00;21-12-2018;20:30;"";0,75;2.714,00
"Salg";60,00;21-12-2018;20:31;"";0,75;2.774,00
"Salg";15,00;21-12-2018;20:31;"";0,75;2.789,00
"Salg";60,00;21-12-2018;20:32;"";0,75;2.849,00
"Salg";60,00;21-12-2018;20:32;"";0,75;2.909,00
"Salg";60,00;21-12-2018;20:33;"";0,75;2.969,00
"Salg";15,00;21-12-2018;20:33;"";0,75;2.984,00
"Salg";60,00;21-12-2018;20:34;"";0,75;3.044,00
"Salg";60,00;21-12-2018;20:34;"";0,75;3.104,00
"Salg";60,00;21-12-2018;20:34;"";0,75;3.164,00
"Salg";60,00;21-12-2018;20:35;"";0,75;3.224,00
"Salg";25,00;21-12-2018;20:35;"";0,75;3.249,00
"Salg";60,00;21-12-2018;20:35;"";0,75;3.309,00
"Salg";60,00;21-12-2018;20:36;"";0,75;3.369,00
"Salg";60,00;21-12-2018;20:36;"";0,75;3.429,00
"Salg";120,00;21-12-2018;20:37;"";0,75;3.549,00
"Salg";80,00;21-12-2018;20:37;"";0,75;3.629,00
"Salg";60,00;21-12-2018;20:37;"";0,75;3.689,00
"Salg";60,00;21-12-2018;20:38;"";0,75;3.749,00
"Salg";60,00;21-12-2018;20:38;"";0,75;3.809,00
"Salg";15,00;21-12-2018;20:39;"";0,75;3.824,00
"Salg";60,00;21-12-2018;20:40;"";0,75;3.884,00
"Salg";15,00;21-12-2018;20:41;"";0,75;3.899,00
"Salg";30,00;21-12-2018;20:41;"";0,75;3.929,00
"Salg";60,00;21-12-2018;20:42;"";0,75;3.989,00
"Salg";60,00;21-12-2018;20:42;"";0,75;4.049,00
"Salg";30,00;21-12-2018;20:43;"";0,75;4.079,00
"Salg";60,00;21-12-2018;20:43;"";0,75;4.139,00
"Salg";60,00;21-12-2018;20:43;"";0,75;4.199,00
"Salg";60,00;21-12-2018;20:46;"Kasper klippekort";0,75;4.259,00
"Salg";30,00;21-12-2018;20:46;"";0,75;4.289,00
"Salg";120,00;21-12-2018;20:48;"";0,75;4.409,00
"Salg";15,00;21-12-2018;20:50;"IPA";0,75;4.424,00
"Salg";120,00;21-12-2018;20:50;"";0,75;4.544,00
"Salg";50,00;21-12-2018;20:52;"";0,75;4.594,00
"Salg";60,00;21-12-2018;20:55;"Øl!!!";0,75;4.654,00
"Salg";60,00;21-12-2018;20:57;"";0,75;4.714,00
"Salg";50,00;21-12-2018;20:57;"";0,75;4.764,00
"Salg";10,00;21-12-2018;20:58;"";0,75;4.774,00
"Salg";20,00;21-12-2018;20:59;"";0,75;4.794,00
"Salg";50,00;21-12-2018;21:00;"";0,75;4.844,00
"Salg";100,00;21-12-2018;21:01;"";0,75;4.944,00
"Salg";15,00;21-12-2018;21:12;"";0,75;4.959,00
"Salg";60,00;21-12-2018;21:13;"";0,75;5.019,00
"Salg";60,00;21-12-2018;21:14;"";0,75;5.079,00
"Salg";120,00;21-12-2018;21:15;"";0,75;5.199,00
"Salg";15,00;21-12-2018;21:15;"";0,75;5.214,00
"Salg";15,00;21-12-2018;21:16;"";0,75;5.229,00
"Salg";60,00;21-12-2018;21:18;"";0,75;5.289,00
"Salg";10,00;21-12-2018;21:20;"";0,75;5.299,00
"Salg";60,00;21-12-2018;21:20;"";0,75;5.359,00
"Salg";60,00;21-12-2018;21:21;"";0,75;5.419,00
"Salg";50,00;21-12-2018;21:51;"";0,75;5.469,00
"Salg";15,00;21-12-2018;21:53;"IPA";0,75;5.484,00
"Salg";50,00;21-12-2018;21:58;"";0,75;5.534,00
"Salg";60,00;21-12-2018;22:00;"";0,75;5.594,00
"Salg";40,00;21-12-2018;22:01;"";0,75;5.634,00
"Salg";30,00;21-12-2018;22:02;"";0,75;5.664,00
"Salg";50,00;21-12-2018;22:03;"";0,75;5.714,00
"Salg";45,00;21-12-2018;22:09;"";0,75;5.759,00
"Salg";60,00;21-12-2018;22:10;"";0,75;5.819,00
"Salg";10,00;21-12-2018;22:12;"";0,75;5.829,00
"Salg";100,00;21-12-2018;22:18;"Vin";0,75;5.929,00
"Salg";15,00;21-12-2018;22:23;"";0,75;5.944,00
"Salg";60,00;21-12-2018;22:24;"";0,75;6.004,00
"Salg";15,00;21-12-2018;22:33;"Ty for beer mr. SHREK";0,75;6.019,00
"Salg";15,00;21-12-2018;22:33;"";0,75;6.034,00
"Salg";150,00;21-12-2018;22:37;"";0,75;6.184,00
"Salg";100,00;21-12-2018;22:38;"";0,75;6.284,00
"Salg";100,00;21-12-2018;22:45;"";0,75;6.384,00
"Salg";25,00;21-12-2018;22:46;"";0,75;6.409,00
"Salg";15,00;21-12-2018;22:47;"";0,75;6.424,00
"Salg";10,00;21-12-2018;22:47;"";0,75;6.434,00
"Salg";10,00;21-12-2018;22:50;"";0,75;6.444,00
"Salg";30,00;21-12-2018;22:50;"";0,75;6.474,00
"Salg";90,00;21-12-2018;22:50;"";0,75;6.564,00
"Salg";15,00;21-12-2018;22:56;"";0,75;6.579,00
"Salg";60,00;21-12-2018;22:58;"";0,75;6.639,00
"Salg";5,00;21-12-2018;23:00;"";0,75;6.644,00
"Salg";60,00;21-12-2018;23:03;"";0,75;6.704,00
"Salg";60,00;21-12-2018;23:04;"";0,75;6.764,00
"Salg";15,00;21-12-2018;23:08;"";0,75;6.779,00
"Salg";100,00;21-12-2018;23:11;"";0,75;6.879,00
"Salg";60,00;21-12-2018;23:19;"";0,75;6.939,00
"Salg";60,00;21-12-2018;23:19;"";0,75;6.999,00
"Salg";60,00;21-12-2018;23:25;"";0,75;7.059,00
"Salg";50,00;21-12-2018;23:25;"";0,75;7.109,00
"Salg";30,00;21-12-2018;23:29;"";0,75;7.139,00
"Salg";15,00;21-12-2018;23:31;"";0,75;7.154,00
"Salg";35,00;21-12-2018;23:34;"Rom og cola og en øl";0,75;7.189,00
"Salg";15,00;21-12-2018;23:36;"";0,75;7.204,00
"Salg";60,00;21-12-2018;23:37;"";0,75;7.264,00
"Salg";15,00;21-12-2018;23:39;"";0,75;7.279,00
"Salg";15,00;21-12-2018;23:39;"Øl";0,75;7.294,00
"Salg";60,00;21-12-2018;23:41;"Klippekort";0,75;7.354,00
"Salg";10,00;21-12-2018;23:44;"";0,75;7.364,00
"Salg";30,00;21-12-2018;23:45;"";0,75;7.394,00
"Salg";15,00;21-12-2018;23:46;"";0,75;7.409,00
"Salg";60,00;21-12-2018;23:47;"";0,75;7.469,00
"Salg";30,00;21-12-2018;23:48;"";0,75;7.499,00
"Salg";20,00;21-12-2018;23:56;"";0,75;7.519,00
"Salg";60,00;21-12-2018;23:57;"";0,75;7.579,00
"Salg";60,00;21-12-2018;23:57;"";0,75;7.639,00
"Salg";15,00;22-12-2018;00:00;"";0,75;7.654,00
"Salg";30,00;22-12-2018;00:05;"";0,75;7.684,00
"Salg";25,00;22-12-2018;00:08;"";0,75;7.709,00
"Salg";15,00;22-12-2018;00:11;"";0,75;7.724,00
"Salg";20,00;22-12-2018;00:13;"";0,75;7.744,00
"Salg";50,00;22-12-2018;00:26;"";0,75;7.794,00
"Salg";10,00;22-12-2018;00:28;"";0,75;7.804,00
"Salg";60,00;22-12-2018;00:30;"";0,75;7.864,00
"Salg";60,00;22-12-2018;00:31;"";0,75;7.924,00
"Salg";120,00;22-12-2018;00:32;"";0,75;8.044,00
"Salg";15,00;22-12-2018;00:34;"";0,75;8.059,00
"Salg";60,00;22-12-2018;00:36;"";0,75;8.119,00
"Salg";20,00;22-12-2018;00:37;"";0,75;8.139,00
"Salg";30,00;22-12-2018;00:38;"";0,75;8.169,00
"Salg";15,00;22-12-2018;00:38;"";0,75;8.184,00
"Salg";15,00;22-12-2018;00:40;"";0,75;8.199,00
"Salg";15,00;22-12-2018;00:44;"";0,75;8.214,00
"Salg";20,00;22-12-2018;00:45;"";0,75;8.234,00
"Salg";15,00;22-12-2018;00:47;"";0,75;8.249,00
"Salg";20,00;22-12-2018;00:47;"";0,75;8.269,00
"Salg";15,00;22-12-2018;00:50;"";0,75;8.284,00
"Salg";15,00;22-12-2018;00:51;"";0,75;8.299,00
"Salg";30,00;22-12-2018;01:02;"";0,75;8.329,00
"Salg";60,00;22-12-2018;01:08;"";0,75;8.389,00
"Salg";15,00;22-12-2018;01:14;"";0,75;8.404,00
"Salg";20,00;22-12-2018;01:16;"";0,75;8.424,00
"Salg";60,00;22-12-2018;01:17;"";0,75;8.484,00
"Salg";15,00;22-12-2018;01:23;"";0,75;8.499,00
"Salg";15,00;22-12-2018;01:26;"";0,75;8.514,00
"Salg";15,00;22-12-2018;01:29;"";0,75;8.529,00
"Salg";30,00;22-12-2018;01:33;"";0,75;8.559,00
"Salg";60,00;22-12-2018;01:35;"";0,75;8.619,00
"Salg";15,00;22-12-2018;01:37;"";0,75;8.634,00
"Salg";45,00;22-12-2018;01:40;"";0,75;8.679,00
"Salg";120,00;22-12-2018;01:42;"";0,75;8.799,00
"Salg";30,00;22-12-2018;01:43;"";0,75;8.829,00
"Salg";60,00;22-12-2018;01:43;"";0,75;8.889,00
"Salg";15,00;22-12-2018;01:44;"";0,75;8.904,00
"Salg";5,00;22-12-2018;01:44;"Ekstra for tørstmesterens drinks";0,75;8.909,00
"Salg";60,00;22-12-2018;01:48;"";0,75;8.969,00
"Salg";10,00;22-12-2018;01:50;"Cola";0,75;8.979,00
"Salg";30,00;22-12-2018;01:52;"";0,75;9.009,00
"Salg";60,00;22-12-2018;01:54;"";0,75;9.069,00
"Salg";40,00;22-12-2018;01:55;"";0,75;9.109,00
"Salg";40,00;22-12-2018;01:56;"";0,75;9.149,00
"Salg";40,00;22-12-2018;02:01;"";0,75;9.189,00
"Salg";15,00;22-12-2018;02:08;"";0,75;9.204,00
"Salg";30,00;22-12-2018;02:13;"";0,75;9.234,00
"Salg";15,00;22-12-2018;02:23;"";0,75;9.249,00
"Salg";20,00;22-12-2018;02:23;"";0,75;9.269,00
"Salg";30,00;22-12-2018;02:24;"";0,75;9.299,00
"Salg";60,00;22-12-2018;02:28;"";0,75;9.359,00
"Salg";30,00;22-12-2018;02:36;"";0,75;9.389,00
"Salg";90,00;22-12-2018;02:37;"";0,75;9.479,00
"Salg";15,00;22-12-2018;02:37;"";0,75;9.494,00
"Salg";30,00;22-12-2018;02:44;"";0,75;9.524,00
"Salg";30,00;22-12-2018;02:45;"";0,75;9.554,00
"Salg";30,00;22-12-2018;02:48;"";0,75;9.584,00
"Salg";30,00;22-12-2018;02:55;"";0,75;9.614,00
"Salg";45,00;22-12-2018;02:58;"";0,75;9.659,00
"Salg";15,00;22-12-2018;02:59;"";0,75;9.674,00
"Salg";15,00;22-12-2018;03:03;"";0,75;9.689,00
"Gebyr";144,75;22-12-2018;03:03;"Gebyr";;9.544,25
"Overførsel";9.544,25;22-12-2018;03:03;"Udbetaling til konto";144,75;0,00
"Salg";15,00;22-12-2018;03:08;"";0,75;15,00
"Salg";15,00;22-12-2018;03:11;"";0,75;30,00
"Salg";30,00;22-12-2018;03:11;"";0,75;60,00
"Salg";60,00;22-12-2018;03:15;"";0,75;120,00
"Salg";100,00;22-12-2018;03:15;"";0,75;220,00
"Salg";30,00;22-12-2018;03:22;"";0,75;250,00
"Salg";33,00;22-12-2018;03:22;"";0,75;283,00
"Salg";15,00;22-12-2018;03:25;"";0,75;298,00
"Salg";30,00;22-12-2018;03:41;"";0,75;328,00
"Salg";59,00;22-12-2018;03:49;"";0,75;387,00
"Salg";15,00;22-12-2018;03:53;"";0,75;402,00
"Salg";30,00;22-12-2018;03:58;"";0,75;432,00
"Salg";150,00;22-12-2018;04:04;"";0,75;582,00
"Salg";30,00;22-12-2018;04:05;"";0,75;612,00
"Salg";14,00;22-12-2018;04:06;"";0,75;626,00
"Salg";30,00;22-12-2018;04:08;"";0,75;656,00
"Salg";15,00;22-12-2018;04:13;"";0,75;671,00
"Salg";20,00;22-12-2018;04:14;"";0,75;691,00
"Salg";40,00;22-12-2018;04:19;"";0,75;731,00
"Salg";40,00;22-12-2018;04:20;"";0,75;771,00
"Salg";70,00;22-12-2018;04:21;"";0,75;841,00
"Salg";15,00;22-12-2018;04:22;"";0,75;856,00
"Salg";30,00;22-12-2018;04:25;"";0,75;886,00
"Salg";30,00;22-12-2018;04:28;"";0,75;916,00
"Salg";30,00;22-12-2018;04:29;"";0,75;946,00
"Salg";15,00;22-12-2018;04:33;"";0,75;961,00
"Salg";30,00;22-12-2018;04:42;"";0,75;991,00
"Salg";30,00;22-12-2018;04:46;"";0,75;1.021,00
"Salg";20,00;22-12-2018;04:50;"";0,75;1.041,00
"Salg";25,00;22-12-2018;04:52;"";0,75;1.066,00
"Salg";609,00;22-12-2018;04:54;"";0,75;1.675,00
"Salg";30,00;22-12-2018;05:06;"";0,75;1.705,00
"Salg";60,00;22-12-2018;05:06;"";0,75;1.765,00
"Salg";14,00;22-12-2018;05:45;"";0,75;1.779,00
"Gebyr";25,50;23-12-2018;03:03;"Gebyr";;1.753,50
"Overførsel";1.753,50;23-12-2018;03:03;"Udbetaling til konto";25,50;0,00
