"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";"Saldo"
"Salg";3,00;19-11-2018;17:35;"";0,75;94,50
"Salg";8,00;19-11-2018;17:57;"";0,75;102,50
"Salg";5,00;19-11-2018;20:04;"";0,75;107,50
"Gebyr";12,00;20-11-2018;03:04;"Gebyr";;95,50
"Overførsel";95,50;20-11-2018;03:04;"Udbetaling til konto";12,00;0,00
"Salg";15,00;20-11-2018;08:52;"";0,75;15,00
"Salg";15,00;20-11-2018;08:53;"";0,75;30,00
"Salg";15,00;20-11-2018;10:51;"";0,75;45,00
"Salg";4,00;20-11-2018;12:36;"";0,75;49,00
"Salg";10,00;20-11-2018;12:41;"";0,75;59,00
"Salg";13,50;20-11-2018;12:56;"";0,75;72,50
"Salg";5,00;20-11-2018;12:59;"";0,75;77,50
"Salg";10,00;20-11-2018;13:01;"";0,75;87,50
"Salg";11,00;20-11-2018;13:06;"";0,75;98,50
"Salg";5,00;20-11-2018;13:10;"";0,75;103,50
"Salg";3,00;20-11-2018;13:23;"";0,75;106,50
"Salg";10,00;20-11-2018;13:48;"";0,75;116,50
"Salg";5,00;20-11-2018;15:51;"";0,75;121,50
"Salg";10,00;20-11-2018;18:43;"";0,75;131,50
"Salg";5,00;20-11-2018;19:31;"";0,75;136,50
"Salg";4,00;20-11-2018;19:41;"";0,75;140,50
"Salg";3,00;20-11-2018;20:13;"";0,75;143,50
"Gebyr";12,75;21-11-2018;03:03;"Gebyr";;130,75
"Overførsel";130,75;21-11-2018;03:03;"Udbetaling til konto";12,75;0,00
"Salg";10,00;21-11-2018;11:25;"";0,75;10,00
"Salg";5,00;21-11-2018;11:32;"";0,75;15,00
"Salg";10,00;21-11-2018;12:20;"";0,75;25,00
"Salg";14,00;21-11-2018;13:01;"";0,75;39,00
"Salg";10,00;21-11-2018;13:16;"";0,75;49,00
"Salg";10,00;21-11-2018;13:41;"";0,75;59,00
"Salg";5,00;21-11-2018;15:45;"";0,75;64,00
"Salg";14,00;21-11-2018;18:39;"";0,75;78,00
"Salg";14,00;21-11-2018;23:57;"";0,75;92,00
"Gebyr";6,75;22-11-2018;03:04;"Gebyr";;85,25
"Overførsel";85,25;22-11-2018;03:04;"Udbetaling til konto";6,75;0,00
"Salg";12,00;22-11-2018;10:43;"";0,75;12,00
"Salg";8,00;22-11-2018;10:44;"";0,75;20,00
"Salg";10,00;22-11-2018;11:02;"";0,75;30,00
"Salg";4,00;22-11-2018;11:11;"";0,75;34,00
"Salg";14,00;22-11-2018;12:03;"";0,75;48,00
"Salg";10,00;22-11-2018;12:08;"";0,75;58,00
"Salg";12,00;22-11-2018;13:18;"";0,75;70,00
"Salg";10,00;22-11-2018;13:20;"";0,75;80,00
"Salg";10,00;22-11-2018;13:56;"";0,75;90,00
"Salg";4,00;22-11-2018;15:53;"";0,75;94,00
"Salg";14,00;22-11-2018;16:02;"";0,75;108,00
"Salg";10,00;22-11-2018;19:49;"";0,75;118,00
"Salg";14,00;22-11-2018;21:25;"";0,75;132,00
"Gebyr";9,75;23-11-2018;03:05;"Gebyr";;122,25
"Overførsel";122,25;23-11-2018;03:05;"Udbetaling til konto";9,75;0,00
"Salg";10,00;23-11-2018;11:47;"";0,75;10,00
"Salg";10,00;23-11-2018;12:55;"";0,75;20,00
"Salg";8,00;23-11-2018;13:26;"";0,75;28,00
"Salg";4,50;23-11-2018;13:50;"";0,75;32,50
"Salg";20,00;23-11-2018;22:49;"";0,75;52,50
"Gebyr";3,75;24-11-2018;03:04;"Gebyr";;48,75
"Overførsel";48,75;24-11-2018;03:04;"Udbetaling til konto";3,75;0,00
"Salg";3,00;24-11-2018;16:56;"";0,75;3,00
"Gebyr";0,75;25-11-2018;03:04;"Gebyr";;2,25
"Overførsel";2,25;25-11-2018;03:04;"Udbetaling til konto";0,75;0,00
"Salg";14,00;25-11-2018;11:29;"";0,75;14,00
"Salg";14,00;25-11-2018;13:17;"";0,75;28,00
"Salg";20,00;25-11-2018;17:15;"Ice / øl";0,75;48,00
"Gebyr";2,25;26-11-2018;03:03;"Gebyr";;45,75
"Overførsel";45,75;26-11-2018;03:03;"Udbetaling til konto";2,25;0,00
"Salg";14,00;26-11-2018;11:28;"";0,75;14,00
"Salg";10,00;26-11-2018;17:11;"";0,75;24,00
"Salg";4,00;26-11-2018;17:21;"";0,75;28,00
"Gebyr";2,25;27-11-2018;03:04;"Gebyr";;25,75
"Overførsel";25,75;27-11-2018;03:04;"Udbetaling til konto";2,25;0,00
"Salg";5,00;27-11-2018;09:38;"";0,75;5,00
"Salg";10,00;27-11-2018;10:09;"";0,75;15,00
"Salg";5,00;27-11-2018;10:11;"";0,75;20,00
"Salg";14,00;27-11-2018;10:26;"";0,75;34,00
"Salg";15,00;27-11-2018;12:09;"";0,75;49,00
"Salg";10,00;27-11-2018;13:16;"";0,75;59,00
"Salg";5,00;27-11-2018;13:18;"";0,75;64,00
"Salg";4,00;27-11-2018;13:45;"";0,75;68,00
"Salg";10,00;27-11-2018;14:57;"";0,75;78,00
"Salg";10,00;27-11-2018;15:11;"";0,75;88,00
"Salg";5,00;27-11-2018;15:14;"";0,75;93,00
"Salg";14,00;27-11-2018;15:49;"";0,75;107,00
"Salg";5,00;27-11-2018;17:00;"";0,75;112,00
"Salg";10,00;27-11-2018;19:33;"";0,75;122,00
"Salg";10,00;27-11-2018;21:52;"";0,75;132,00
"Gebyr";11,25;28-11-2018;03:04;"Gebyr";;120,75
"Overførsel";120,75;28-11-2018;03:04;"Udbetaling til konto";11,25;0,00
"Salg";6,00;28-11-2018;11:54;"";0,75;6,00
"Salg";6,00;28-11-2018;12:06;"";0,75;12,00
"Salg";6,00;28-11-2018;12:06;"";0,75;18,00
"Salg";11,00;28-11-2018;12:08;"";0,75;29,00
"Salg";10,00;28-11-2018;13:22;"";0,75;39,00
"Salg";12,50;28-11-2018;13:44;"Eric pålæg";0,75;51,50
"Salg";5,00;28-11-2018;16:02;"";0,75;56,50
"Salg";14,00;28-11-2018;19:01;"\ud83d\udd34\ud83d\udc02";0,75;70,50
"Gebyr";6,00;29-11-2018;03:04;"Gebyr";;64,50
"Overførsel";64,50;29-11-2018;03:04;"Udbetaling til konto";6,00;0,00
"Salg";10,00;29-11-2018;10:13;"";0,75;10,00
"Salg";14,00;29-11-2018;11:07;"Risi";0,75;24,00
"Salg";14,00;29-11-2018;11:08;"";0,75;38,00
"Salg";5,00;29-11-2018;11:20;"";0,75;43,00
"Salg";4,00;29-11-2018;11:53;"";0,75;47,00
"Salg";6,00;29-11-2018;13:50;"";0,75;53,00
"Salg";23,00;29-11-2018;13:55;"";0,75;76,00
"Salg";10,00;29-11-2018;14:04;"";0,75;86,00
"Salg";15,00;29-11-2018;14:08;"";0,75;101,00
"Salg";15,00;29-11-2018;14:08;"";0,75;116,00
"Salg";5,00;29-11-2018;14:16;"";0,75;121,00
"Salg";12,00;29-11-2018;14:17;"";0,75;133,00
"Salg";14,00;29-11-2018;15:21;"";0,75;147,00
"Salg";200,00;29-11-2018;15:44;"Julefrokost";0,75;347,00
"Salg";200,00;29-11-2018;15:57;"";0,75;547,00
"Salg";14,00;29-11-2018;17:53;"";0,75;561,00
"Salg";200,00;29-11-2018;18:30;"Julefrokost";0,75;761,00
"Salg";200,00;29-11-2018;18:30;"Julefrokost";0,75;961,00
"Salg";200,00;29-11-2018;18:31;"Julefrokost";0,75;1.161,00
"Salg";400,00;29-11-2018;18:31;"Julefrokost";0,75;1.561,00
"Salg";200,00;29-11-2018;18:31;"Julefrokost :)\ud83e\udd84\ud83d\udd0c\ud83d\uddfb";0,75;1.761,00
"Salg";200,00;29-11-2018;18:31;"Julefrokost";0,75;1.961,00
"Salg";200,00;29-11-2018;18:31;"Julefrokost \ud83c\udf84\u2603\ufe0f\ud83c\udf85\ud83e\udd36";0,75;2.161,00
"Salg";200,00;29-11-2018;18:32;"Julefrokost";0,75;2.361,00
"Salg";400,00;29-11-2018;18:33;"Julefrokost";0,75;2.761,00
"Salg";200,00;29-11-2018;18:33;"";0,75;2.961,00
"Salg";200,00;29-11-2018;18:33;"Julefrokost";0,75;3.161,00
"Salg";200,00;29-11-2018;18:33;"Julefrokost i kommentar feltet";0,75;3.361,00
"Salg";200,00;29-11-2018;18:34;"JULEFROKOST";0,75;3.561,00
"Salg";200,00;29-11-2018;18:35;"";0,75;3.761,00
"Salg";200,00;29-11-2018;18:35;"JULEFROKOST";0,75;3.961,00
"Salg";200,00;29-11-2018;18:35;"JULEFROKOST";0,75;4.161,00
"Salg";200,00;29-11-2018;18:35;"Julefrokost";0,75;4.361,00
"Salg";200,00;29-11-2018;18:36;"Julefrokost";0,75;4.561,00
"Salg";200,00;29-11-2018;18:36;"Julefrokost";0,75;4.761,00
"Salg";200,00;29-11-2018;18:37;"Julefrokost";0,75;4.961,00
"Salg";200,00;29-11-2018;18:37;"Julefrokost";0,75;5.161,00
"Salg";200,00;29-11-2018;18:38;"Julefrokost";0,75;5.361,00
"Salg";200,00;29-11-2018;18:38;"";0,75;5.561,00
"Salg";200,00;29-11-2018;18:38;"";0,75;5.761,00
"Salg";200,00;29-11-2018;18:39;"Julefrokost";0,75;5.961,00
"Salg";1.600,00;29-11-2018;18:39;"";0,75;7.561,00
"Salg";200,00;29-11-2018;18:39;"Julefrokost";0,75;7.761,00
"Salg";200,00;29-11-2018;18:40;"Julefrokost";0,75;7.961,00
"Salg";200,00;29-11-2018;18:40;"Julefrokost";0,75;8.161,00
"Salg";200,00;29-11-2018;18:40;"Julefrokost";0,75;8.361,00
"Salg";200,00;29-11-2018;18:41;"";0,75;8.561,00
"Salg";200,00;29-11-2018;18:41;"Julefrokost";0,75;8.761,00
"Salg";200,00;29-11-2018;18:42;"JULEFROKOST";0,75;8.961,00
"Salg";200,00;29-11-2018;18:42;"Julefrokost";0,75;9.161,00
"Salg";200,00;29-11-2018;18:42;"Julefrokost";0,75;9.361,00
"Salg";200,00;29-11-2018;18:42;"";0,75;9.561,00
"Salg";200,00;29-11-2018;18:43;"Julefrokost";0,75;9.761,00
"Salg";200,00;29-11-2018;18:43;"Christmas dinner";0,75;9.961,00
"Salg";200,00;29-11-2018;18:44;"";0,75;10.161,00
"Salg";200,00;29-11-2018;18:44;"Julefrokost";0,75;10.361,00
"Salg";200,00;29-11-2018;18:45;"Julefrokost";0,75;10.561,00
"Salg";200,00;29-11-2018;18:45;"Julefrokost";0,75;10.761,00
"Salg";200,00;29-11-2018;18:45;"Julefrokost";0,75;10.961,00
"Salg";200,00;29-11-2018;18:46;"Julefrokost";0,75;11.161,00
"Salg";200,00;29-11-2018;18:46;"";0,75;11.361,00
"Salg";200,00;29-11-2018;18:46;"Julefrokost i kommentarfeltet";0,75;11.561,00
"Salg";200,00;29-11-2018;18:47;"";0,75;11.761,00
"Salg";200,00;29-11-2018;18:47;"Julefrokost";0,75;11.961,00
"Salg";200,00;29-11-2018;18:48;"Julefrokost";0,75;12.161,00
"Salg";200,00;29-11-2018;18:48;"";0,75;12.361,00
"Salg";200,00;29-11-2018;18:48;"Julefrokost";0,75;12.561,00
"Salg";200,00;29-11-2018;18:48;"Julefrokost";0,75;12.761,00
"Salg";200,00;29-11-2018;18:49;"Julefrokost";0,75;12.961,00
"Salg";200,00;29-11-2018;18:49;"Julefrokost";0,75;13.161,00
"Salg";200,00;29-11-2018;18:49;"Julefrokost";0,75;13.361,00
"Salg";200,00;29-11-2018;18:50;"";0,75;13.561,00
"Salg";200,00;29-11-2018;18:50;"JULEFROKOST";0,75;13.761,00
"Salg";200,00;29-11-2018;18:50;"Julefrokost";0,75;13.961,00
"Salg";200,00;29-11-2018;18:50;"Julefrokost";0,75;14.161,00
"Salg";200,00;29-11-2018;18:51;"Julefrokost";0,75;14.361,00
"Salg";400,00;29-11-2018;18:51;"";0,75;14.761,00
"Salg";200,00;29-11-2018;18:51;"";0,75;14.961,00
"Salg";200,00;29-11-2018;18:52;"Julefrokost";0,75;15.161,00
"Salg";200,00;29-11-2018;18:53;"Julefrokost";0,75;15.361,00
"Salg";200,00;29-11-2018;18:53;"Julefrokost";0,75;15.561,00
"Salg";200,00;29-11-2018;18:54;"Julefrokost";0,75;15.761,00
"Salg";200,00;29-11-2018;18:54;"";0,75;15.961,00
"Salg";200,00;29-11-2018;18:56;"";0,75;16.161,00
"Salg";200,00;29-11-2018;18:57;"Julefrokost";0,75;16.361,00
"Salg";200,00;29-11-2018;18:57;"Julefrokost";0,75;16.561,00
"Salg";200,00;29-11-2018;18:57;"";0,75;16.761,00
"Salg";200,00;29-11-2018;18:58;"JULEFROKOST";0,75;16.961,00
"Salg";200,00;29-11-2018;18:59;"Julefrokost";0,75;17.161,00
"Salg";200,00;29-11-2018;18:59;"";0,75;17.361,00
"Salg";200,00;29-11-2018;18:59;"";0,75;17.561,00
"Salg";30,00;29-11-2018;19:01;"";0,75;17.591,00
"Salg";400,00;29-11-2018;19:02;"Julefrokost";0,75;17.991,00
"Salg";200,00;29-11-2018;19:02;"";0,75;18.191,00
"Salg";200,00;29-11-2018;19:03;"Julefrokost";0,75;18.391,00
"Salg";200,00;29-11-2018;19:18;"Christmas dinner";0,75;18.591,00
"Salg";200,00;29-11-2018;19:20;"Julefrokost \ud83c\udf80";0,75;18.791,00
"Salg";14,00;29-11-2018;19:22;"";0,75;18.805,00
"Salg";200,00;29-11-2018;19:25;"";0,75;19.005,00
"Salg";200,00;29-11-2018;20:01;"Julefrokost";0,75;19.205,00
"Salg";200,00;29-11-2018;21:55;"Julefrokost Rober";0,75;19.405,00
"Gebyr";75,75;30-11-2018;03:04;"Gebyr";;19.329,25
"Overførsel";19.329,25;30-11-2018;03:04;"Udbetaling til konto";75,75;0,00
"Salg";14,00;30-11-2018;10:29;"";0,75;14,00
"Salg";14,00;30-11-2018;10:53;"";0,75;28,00
"Salg";10,00;30-11-2018;14:38;"";0,75;38,00
"Salg";14,00;30-11-2018;15:47;"";0,75;52,00
"Salg";200,00;30-11-2018;17:05;"Julefrokost";0,75;252,00
"Salg";200,00;30-11-2018;17:15;"Julefrokost";0,75;452,00
"Salg";6,00;30-11-2018;17:38;"";0,75;458,00
"Salg";12,00;30-11-2018;19:57;"";0,75;470,00
"Salg";5,00;30-11-2018;20:58;"";0,75;475,00
