"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";"Saldo"
"Salg";5,00;03-10-2018;20:40;"";0,75;64,50
"Salg";10,00;03-10-2018;22:28;"";0,75;74,50
"Salg";1,50;03-10-2018;22:31;"";0,75;76,00
"Gebyr";6,75;04-10-2018;03:11;"Gebyr";;69,25
"Overførsel";69,25;04-10-2018;03:11;"Udbetaling til konto";6,75;0,00
"Salg";10,00;04-10-2018;08:43;"";0,75;10,00
"Salg";9,00;04-10-2018;09:12;"";0,75;19,00
"Salg";5,00;04-10-2018;10:14;"";0,75;24,00
"Salg";3,00;04-10-2018;11:01;"";0,75;27,00
"Salg";4,00;04-10-2018;12:09;"";0,75;31,00
"Salg";10,00;04-10-2018;12:20;"";0,75;41,00
"Salg";10,00;04-10-2018;12:21;"Ka du ikke tyk momor?";0,75;51,00
"Salg";14,00;04-10-2018;15:03;"Risiprutti";0,75;65,00
"Salg";50,00;04-10-2018;16:43;"";0,75;115,00
"Salg";4,00;04-10-2018;17:01;"";0,75;119,00
"Salg";3,00;04-10-2018;20:41;"";0,75;122,00
"Gebyr";8,25;05-10-2018;03:13;"Gebyr";;113,75
"Overførsel";113,75;05-10-2018;03:13;"Udbetaling til konto";8,25;0,00
"Salg";10,00;05-10-2018;08:47;"";0,75;10,00
"Salg";10,00;05-10-2018;10:27;"";0,75;20,00
"Salg";5,00;05-10-2018;11:08;"";0,75;25,00
"Salg";14,00;05-10-2018;11:15;"";0,75;39,00
"Salg";15,00;05-10-2018;11:39;"";0,75;54,00
"Salg";12,00;05-10-2018;11:47;"8 skiver toast";0,75;66,00
"Salg";10,00;05-10-2018;12:09;"";0,75;76,00
"Salg";16,00;05-10-2018;12:36;"";0,75;92,00
"Salg";9,00;05-10-2018;13:09;"";0,75;101,00
"Gebyr";6,75;06-10-2018;03:11;"Gebyr";;94,25
"Overførsel";94,25;06-10-2018;03:11;"Udbetaling til konto";6,75;0,00
"Salg";10,00;06-10-2018;08:12;"";0,75;10,00
"Gebyr";0,75;07-10-2018;03:12;"Gebyr";;9,25
"Overførsel";9,25;07-10-2018;03:12;"Udbetaling til konto";0,75;0,00
"Salg";10,00;07-10-2018;14:22;"";0,75;10,00
"Salg";5,00;07-10-2018;14:22;"";0,75;15,00
"Salg";5,00;07-10-2018;15:06;"";0,75;20,00
"Salg";14,00;07-10-2018;15:57;"";0,75;34,00
"Salg";5,00;07-10-2018;18:01;"";0,75;39,00
"Gebyr";3,75;08-10-2018;03:12;"Gebyr";;35,25
"Overførsel";35,25;08-10-2018;03:12;"Udbetaling til konto";3,75;0,00
"Salg";14,00;08-10-2018;10:08;"";0,75;14,00
"Salg";14,00;08-10-2018;10:15;"Ritdifrutzi";0,75;28,00
"Salg";5,00;08-10-2018;11:16;"";0,75;33,00
"Salg";10,00;08-10-2018;12:14;"";0,75;43,00
"Salg";50,00;08-10-2018;12:53;"";0,75;93,00
"Salg";4,00;08-10-2018;13:45;"";0,75;97,00
"Salg";5,00;08-10-2018;13:57;"";0,75;102,00
"Salg";4,50;08-10-2018;13:58;"";0,75;106,50
"Salg";4,00;08-10-2018;14:10;"";0,75;110,50
"Salg";6,00;08-10-2018;14:49;"";0,75;116,50
"Salg";10,00;08-10-2018;14:55;"";0,75;126,50
"Salg";6,00;08-10-2018;14:55;"";0,75;132,50
"Salg";5,00;08-10-2018;15:18;"";0,75;137,50
"Salg";5,00;08-10-2018;15:48;"";0,75;142,50
"Salg";5,00;08-10-2018;16:02;"";0,75;147,50
"Salg";10,00;08-10-2018;16:08;"";0,75;157,50
"Salg";20,00;08-10-2018;16:21;"";0,75;177,50
"Salg";6,00;08-10-2018;16:25;"";0,75;183,50
"Salg";4,00;08-10-2018;20:23;"";0,75;187,50
"Gebyr";14,25;09-10-2018;03:12;"Gebyr";;173,25
"Overførsel";173,25;09-10-2018;03:12;"Udbetaling til konto";14,25;0,00
"Salg";23,00;09-10-2018;08:39;"";0,75;23,00
"Salg";15,00;09-10-2018;09:01;"Musli og toast";0,75;38,00
"Salg";5,00;09-10-2018;09:03;"";0,75;43,00
"Salg";18,00;09-10-2018;09:11;"";0,75;61,00
"Salg";16,00;09-10-2018;09:49;"";0,75;77,00
"Salg";6,00;09-10-2018;10:48;"";0,75;83,00
"Salg";10,00;09-10-2018;11:10;"";0,75;93,00
"Salg";5,00;09-10-2018;12:13;"";0,75;98,00
"Salg";9,00;09-10-2018;12:17;"";0,75;107,00
"Salg";8,00;09-10-2018;12:22;"";0,75;115,00
"Salg";5,00;09-10-2018;12:25;"";0,75;120,00
"Salg";8,00;09-10-2018;13:06;"";0,75;128,00
"Salg";5,00;09-10-2018;13:19;"";0,75;133,00
"Salg";4,00;09-10-2018;13:52;"";0,75;137,00
"Salg";5,00;09-10-2018;14:11;"";0,75;142,00
"Salg";14,00;09-10-2018;14:14;"";0,75;156,00
"Salg";14,00;09-10-2018;15:19;"";0,75;170,00
"Salg";14,00;09-10-2018;15:46;"";0,75;184,00
"Salg";5,00;09-10-2018;22:41;"";0,75;189,00
"Gebyr";14,25;10-10-2018;03:11;"Gebyr";;174,75
"Overførsel";174,75;10-10-2018;03:11;"Udbetaling til konto";14,25;0,00
"Salg";14,00;10-10-2018;07:19;"";0,75;14,00
"Salg";10,00;10-10-2018;09:19;"";0,75;24,00
"Salg";10,00;10-10-2018;11:50;"";0,75;34,00
"Salg";5,00;10-10-2018;13:41;"";0,75;39,00
"Salg";15,00;10-10-2018;14:42;"";0,75;54,00
"Salg";10,00;10-10-2018;15:37;"Tååååst";0,75;64,00
"Salg";18,00;10-10-2018;16:24;"";0,75;82,00
"Salg";15,00;10-10-2018;18:27;"Kantinekort";0,75;97,00
"Gebyr";6,00;11-10-2018;03:13;"Gebyr";;91,00
"Overførsel";91,00;11-10-2018;03:13;"Udbetaling til konto";6,00;0,00
"Salg";4,50;11-10-2018;10:11;"";0,75;4,50
"Salg";30,00;11-10-2018;12:51;"2x Kantinekort";0,75;34,50
"Salg";5,00;11-10-2018;13:09;"Toast";0,75;39,50
"Salg";2,00;11-10-2018;13:28;"";0,75;41,50
"Salg";5,00;11-10-2018;14:04;"";0,75;46,50
"Salg";10,00;11-10-2018;18:58;"";0,75;56,50
"Salg";10,00;11-10-2018;18:59;"";0,75;66,50
"Gebyr";5,25;12-10-2018;03:02;"Gebyr";;61,25
"Overførsel";61,25;12-10-2018;03:02;"Udbetaling til konto";5,25;0,00
"Salg";6,00;12-10-2018;12:14;"";0,75;6,00
"Salg";9,00;12-10-2018;13:57;"";0,75;15,00
"Gebyr";1,50;13-10-2018;03:05;"Gebyr";;13,50
"Overførsel";13,50;13-10-2018;03:05;"Udbetaling til konto";1,50;0,00
"Salg";14,00;16-10-2018;11:35;"";0,75;14,00
"Gebyr";0,75;17-10-2018;03:02;"Gebyr";;13,25
"Overførsel";13,25;17-10-2018;03:02;"Udbetaling til konto";0,75;0,00
"Salg";10,00;19-10-2018;11:09;"";0,75;10,00
"Salg";20,00;20-10-2018;00:11;"";0,75;30,00
"Gebyr";1,50;20-10-2018;03:02;"Gebyr";;28,50
"Overførsel";28,50;20-10-2018;03:02;"Udbetaling til konto";1,50;0,00
"Salg";15,00;23-10-2018;10:59;"";0,75;15,00
"Salg";10,00;23-10-2018;11:29;"";0,75;25,00
"Salg";10,00;23-10-2018;11:36;"";0,75;35,00
"Salg";5,00;23-10-2018;12:27;"";0,75;40,00
"Salg";9,00;23-10-2018;12:53;"";0,75;49,00
"Salg";5,00;23-10-2018;13:44;"";0,75;54,00
"Salg";5,00;23-10-2018;14:02;"";0,75;59,00
"Salg";4,00;23-10-2018;14:58;"";0,75;63,00
"Salg";10,00;23-10-2018;15:09;"";0,75;73,00
"Salg";10,00;23-10-2018;17:38;"";0,75;83,00
"Gebyr";7,50;24-10-2018;03:03;"Gebyr";;75,50
"Overførsel";75,50;24-10-2018;03:03;"Udbetaling til konto";7,50;0,00
"Salg";10,00;24-10-2018;10:05;"";0,75;10,00
"Salg";16,00;24-10-2018;12:02;"";0,75;26,00
"Salg";10,00;24-10-2018;12:26;"Toast!";0,75;36,00
"Salg";4,00;24-10-2018;13:03;"";0,75;40,00
"Salg";5,00;24-10-2018;15:07;"";0,75;45,00
"Salg";10,00;24-10-2018;15:18;"";0,75;55,00
"Salg";5,00;24-10-2018;15:32;"";0,75;60,00
"Salg";10,00;24-10-2018;16:02;"";0,75;70,00
"Salg";6,00;24-10-2018;16:15;"";0,75;76,00
"Salg";5,00;24-10-2018;16:24;"";0,75;81,00
"Salg";15,00;24-10-2018;17:01;"";0,75;96,00
"Gebyr";8,25;25-10-2018;03:13;"Gebyr";;87,75
"Overførsel";87,75;25-10-2018;03:13;"Udbetaling til konto";8,25;0,00
"Salg";5,00;25-10-2018;11:05;"";0,75;5,00
"Salg";5,00;25-10-2018;11:06;"";0,75;10,00
"Salg";4,00;25-10-2018;12:23;"";0,75;14,00
"Salg";10,00;25-10-2018;12:25;"";0,75;24,00
"Salg";15,00;25-10-2018;12:25;"Kort";0,75;39,00
"Salg";14,00;25-10-2018;13:35;"";0,75;53,00
"Salg";6,00;25-10-2018;14:12;"";0,75;59,00
"Salg";3,00;25-10-2018;14:19;"";0,75;62,00
"Salg";1,50;25-10-2018;14:38;"";0,75;63,50
"Salg";6,00;25-10-2018;14:51;"";0,75;69,50
"Salg";5,00;25-10-2018;14:58;"";0,75;74,50
"Salg";10,00;25-10-2018;15:28;"";0,75;84,50
"Salg";10,00;25-10-2018;17:04;"";0,75;94,50
"Gebyr";9,75;26-10-2018;03:13;"Gebyr";;84,75
"Overførsel";84,75;26-10-2018;03:13;"Udbetaling til konto";9,75;0,00
"Salg";3,00;26-10-2018;12:22;"";0,75;3,00
"Salg";24,00;26-10-2018;15:58;"";0,75;27,00
"Salg";10,00;26-10-2018;16:45;"";0,75;37,00
"Salg";10,00;26-10-2018;16:46;"";0,75;47,00
"Salg";12,00;26-10-2018;21:37;"";0,75;59,00
"Gebyr";3,75;27-10-2018;03:03;"Gebyr";;55,25
"Overførsel";55,25;27-10-2018;03:03;"Udbetaling til konto";3,75;0,00
"Salg";14,00;27-10-2018;19:11;"";0,75;14,00
"Salg";14,00;27-10-2018;19:12;"";0,75;28,00
"Gebyr";1,50;28-10-2018;03:02;"Gebyr";;26,50
"Overførsel";26,50;28-10-2018;03:02;"Udbetaling til konto";1,50;0,00
"Salg";10,00;29-10-2018;11:21;"";0,75;10,00
"Salg";20,00;29-10-2018;12:44;"";0,75;30,00
"Salg";10,00;29-10-2018;12:45;"";0,75;40,00
"Salg";10,00;29-10-2018;13:07;"";0,75;50,00
"Salg";14,00;29-10-2018;13:12;"";0,75;64,00
"Salg";16,00;29-10-2018;13:17;"";0,75;80,00
"Salg";5,00;29-10-2018;13:20;"";0,75;85,00
"Salg";9,00;29-10-2018;13:21;"";0,75;94,00
"Salg";18,00;29-10-2018;14:19;"";0,75;112,00
"Salg";6,00;29-10-2018;15:34;"";0,75;118,00
"Salg";6,00;29-10-2018;15:34;"";0,75;124,00
"Salg";10,00;29-10-2018;15:57;"";0,75;134,00
"Salg";12,00;29-10-2018;16:08;"";0,75;146,00
"Salg";9,00;29-10-2018;16:43;"";0,75;155,00
"Salg";50,00;29-10-2018;16:44;"";0,75;205,00
"Salg";5,00;29-10-2018;16:44;"";0,75;210,00
"Salg";15,00;29-10-2018;16:48;"";0,75;225,00
"Salg";15,00;29-10-2018;17:44;"";0,75;240,00
"Salg";5,00;30-10-2018;00:19;"";0,75;245,00
"Gebyr";14,25;30-10-2018;03:02;"Gebyr";;230,75
"Overførsel";230,75;30-10-2018;03:02;"Udbetaling til konto";14,25;0,00
"Salg";5,00;30-10-2018;07:58;"";0,75;5,00
"Salg";5,00;30-10-2018;10:15;"";0,75;10,00
"Salg";5,00;30-10-2018;10:37;"";0,75;15,00
"Salg";6,00;30-10-2018;11:31;"";0,75;21,00
"Salg";11,00;30-10-2018;11:40;"";0,75;32,00
"Salg";5,00;30-10-2018;13:02;"";0,75;37,00
"Salg";3,00;30-10-2018;13:10;"";0,75;40,00
"Salg";5,00;30-10-2018;13:20;"";0,75;45,00
"Salg";5,00;30-10-2018;13:30;"";0,75;50,00
"Salg";5,00;30-10-2018;14:16;"";0,75;55,00
"Salg";6,00;30-10-2018;14:40;"";0,75;61,00
"Salg";5,00;30-10-2018;15:04;"";0,75;66,00
"Salg";5,00;30-10-2018;15:15;"";0,75;71,00
"Salg";10,00;30-10-2018;15:41;"";0,75;81,00
"Salg";5,00;30-10-2018;16:02;"";0,75;86,00
"Salg";5,00;30-10-2018;16:18;"";0,75;91,00
"Salg";12,00;30-10-2018;16:25;"";0,75;103,00
"Salg";5,00;30-10-2018;16:37;"";0,75;108,00
"Salg";3,00;30-10-2018;17:02;"";0,75;111,00
"Salg";12,00;30-10-2018;18:16;"";0,75;123,00
"Gebyr";15,00;31-10-2018;03:02;"Gebyr";;108,00
"Overførsel";108,00;31-10-2018;03:02;"Udbetaling til konto";15,00;0,00
"Salg";15,00;31-10-2018;10:23;"";0,75;15,00
"Salg";10,00;31-10-2018;10:33;"";0,75;25,00
"Salg";5,00;31-10-2018;11:00;"";0,75;30,00
"Salg";5,00;31-10-2018;11:58;"";0,75;35,00
"Salg";10,00;31-10-2018;14:05;"";0,75;45,00
"Salg";5,00;31-10-2018;22:34;"";0,75;50,00
