kind,amount,dt,msg,fee,balance,category
Salg,500,02.10.2018 15:00,Toast,75,14750,Buffet
Salg,400,02.10.2018 15:07,,75,15150,Buffet
Salg,600,02.10.2018 15:53,,75,15750,Buffet
Salg,500,02.10.2018 16:14,,75,16250,Buffet
Salg,1800,02.10.2018 17:00,Tooooast,75,18050,Buffet
Salg,600,02.10.2018 17:17,,75,18650,Buffet
Salg,1400,02.10.2018 17:20,Risi,75,20050,Buffet
Salg,400,02.10.2018 18:05,,75,20450,Buffet
Salg,1500,02.10.2018 18:54,,75,21950,Buffet
Salg,3000,02.10.2018 18:58,,75,24950,Buffet
Salg,1500,02.10.2018 19:15,,75,26450,Buffet
Gebyr,1950,03.10.2018 03:12,Gebyr,,24500,Gebyrer
Overførsel,24500,03.10.2018 03:12,Udbetaling til konto,1950,0,Overførsel
Salg,1000,03.10.2018 09:11,,75,1000,Buffet
Salg,1000,03.10.2018 09:47,,75,2000,Buffet
Salg,1900,03.10.2018 11:07,,75,3900,Buffet
Salg,400,03.10.2018 17:17,,75,4300,Buffet
Salg,1200,03.10.2018 19:43,,75,5500,Buffet
Salg,450,03.10.2018 20:21,,75,5950,Buffet
Salg,500,03.10.2018 20:40,,75,6450,Buffet
Salg,1000,03.10.2018 22:28,,75,7450,Buffet
Salg,150,03.10.2018 22:31,,75,7600,Buffet
Gebyr,675,04.10.2018 03:11,Gebyr,,6925,Gebyrer
Overførsel,6925,04.10.2018 03:11,Udbetaling til konto,675,0,Overførsel
Salg,1000,04.10.2018 08:43,,75,1000,Buffet
Salg,900,04.10.2018 09:12,,75,1900,Buffet
Salg,500,04.10.2018 10:14,,75,2400,Buffet
Salg,300,04.10.2018 11:01,,75,2700,Buffet
Salg,400,04.10.2018 12:09,,75,3100,Buffet
Salg,1000,04.10.2018 12:20,,75,4100,Buffet
Salg,1000,04.10.2018 12:21,Ka du ikke tyk momor?,75,5100,Buffet
Salg,1400,04.10.2018 15:03,Risiprutti,75,6500,Buffet
Salg,5000,04.10.2018 16:43,,75,11500,Buffet
Salg,400,04.10.2018 17:01,,75,11900,Buffet
Salg,300,04.10.2018 20:41,,75,12200,Buffet
Gebyr,825,05.10.2018 03:13,Gebyr,,11375,Gebyrer
Overførsel,11375,05.10.2018 03:13,Udbetaling til konto,825,0,Overførsel
Salg,1000,05.10.2018 08:47,,75,1000,Buffet
Salg,1000,05.10.2018 10:27,,75,2000,Buffet
Salg,500,05.10.2018 11:08,,75,2500,Buffet
Salg,1400,05.10.2018 11:15,,75,3900,Buffet
Salg,1500,05.10.2018 11:39,,75,5400,Buffet
Salg,1200,05.10.2018 11:47,8 skiver toast,75,6600,Buffet
Salg,1000,05.10.2018 12:09,,75,7600,Buffet
Salg,1600,05.10.2018 12:36,,75,9200,Buffet
Salg,900,05.10.2018 13:09,,75,10100,Buffet
Gebyr,675,06.10.2018 03:11,Gebyr,,9425,Gebyrer
Overførsel,9425,06.10.2018 03:11,Udbetaling til konto,675,0,Overførsel
Salg,1000,06.10.2018 08:12,,75,1000,Buffet
Gebyr,75,07.10.2018 03:12,Gebyr,,925,Gebyrer
Overførsel,925,07.10.2018 03:12,Udbetaling til konto,75,0,Overførsel
Salg,1000,07.10.2018 14:22,,75,1000,Buffet
Salg,500,07.10.2018 14:22,,75,1500,Buffet
Salg,500,07.10.2018 15:06,,75,2000,Buffet
Salg,1400,07.10.2018 15:57,,75,3400,Buffet
Salg,500,07.10.2018 18:01,,75,3900,Buffet
Gebyr,375,08.10.2018 03:12,Gebyr,,3525,Gebyrer
Overførsel,3525,08.10.2018 03:12,Udbetaling til konto,375,0,Overførsel
Salg,1400,08.10.2018 10:08,,75,1400,Buffet
Salg,1400,08.10.2018 10:15,Ritdifrutzi,75,2800,Buffet
Salg,500,08.10.2018 11:16,,75,3300,Buffet
Salg,1000,08.10.2018 12:14,,75,4300,Buffet
Salg,5000,08.10.2018 12:53,,75,9300,Buffet
Salg,400,08.10.2018 13:45,,75,9700,Buffet
Salg,500,08.10.2018 13:57,,75,10200,Buffet
Salg,450,08.10.2018 13:58,,75,10650,Buffet
Salg,400,08.10.2018 14:10,,75,11050,Buffet
Salg,600,08.10.2018 14:49,,75,11650,Buffet
Salg,1000,08.10.2018 14:55,,75,12650,Buffet
Salg,600,08.10.2018 14:55,,75,13250,Buffet
Salg,500,08.10.2018 15:18,,75,13750,Buffet
Salg,500,08.10.2018 15:48,,75,14250,Buffet
Salg,500,08.10.2018 16:02,,75,14750,Buffet
Salg,1000,08.10.2018 16:08,,75,15750,Buffet
Salg,2000,08.10.2018 16:21,,75,17750,Buffet
Salg,600,08.10.2018 16:25,,75,18350,Buffet
Salg,400,08.10.2018 20:23,,75,18750,Buffet
Gebyr,1425,09.10.2018 03:12,Gebyr,,17325,Gebyrer
Overførsel,17325,09.10.2018 03:12,Udbetaling til konto,1425,0,Overførsel
Salg,2300,09.10.2018 08:39,,75,2300,Buffet
Salg,1500,09.10.2018 09:01,Musli og toast,75,3800,Buffet
Salg,500,09.10.2018 09:03,,75,4300,Buffet
Salg,1800,09.10.2018 09:11,,75,6100,Buffet
Salg,1600,09.10.2018 09:49,,75,7700,Buffet
Salg,600,09.10.2018 10:48,,75,8300,Buffet
Salg,1000,09.10.2018 11:10,,75,9300,Buffet
Salg,500,09.10.2018 12:13,,75,9800,Buffet
Salg,900,09.10.2018 12:17,,75,10700,Buffet
Salg,800,09.10.2018 12:22,,75,11500,Buffet
Salg,500,09.10.2018 12:25,,75,12000,Buffet
Salg,800,09.10.2018 13:06,,75,12800,Buffet
Salg,500,09.10.2018 13:19,,75,13300,Buffet
Salg,400,09.10.2018 13:52,,75,13700,Buffet
Salg,500,09.10.2018 14:11,,75,14200,Buffet
Salg,1400,09.10.2018 14:14,,75,15600,Buffet
Salg,1400,09.10.2018 15:19,,75,17000,Buffet
Salg,1400,09.10.2018 15:46,,75,18400,Buffet
Salg,500,09.10.2018 22:41,,75,18900,Buffet
Gebyr,1425,10.10.2018 03:11,Gebyr,,17475,Gebyrer
Overførsel,17475,10.10.2018 03:11,Udbetaling til konto,1425,0,Overførsel
Salg,1400,10.10.2018 07:19,,75,1400,Buffet
Salg,1000,10.10.2018 09:19,,75,2400,Buffet
Salg,1000,10.10.2018 11:50,,75,3400,Buffet
Salg,500,10.10.2018 13:41,,75,3900,Buffet
Salg,1500,10.10.2018 14:42,,75,5400,Buffet
Salg,1000,10.10.2018 15:37,Tååååst,75,6400,Buffet
Salg,1800,10.10.2018 16:24,,75,8200,Buffet
Salg,1500,10.10.2018 18:27,Kantinekort,75,9700,Kort
Gebyr,600,11.10.2018 03:13,Gebyr,,9100,Gebyrer
Overførsel,9100,11.10.2018 03:13,Udbetaling til konto,600,0,Overførsel
Salg,450,11.10.2018 10:11,,75,450,Buffet
Salg,3000,11.10.2018 12:51,2x Kantinekort,75,3450,Kort
Salg,500,11.10.2018 13:09,Toast,75,3950,Buffet
Salg,200,11.10.2018 13:28,,75,4150,Buffet
Salg,500,11.10.2018 14:04,,75,4650,Buffet
Salg,1000,11.10.2018 18:58,,75,5650,Buffet
Salg,1000,11.10.2018 18:59,,75,6650,Buffet
Gebyr,525,12.10.2018 03:02,Gebyr,,6125,Gebyrer
Overførsel,6125,12.10.2018 03:02,Udbetaling til konto,525,0,Overførsel
Salg,600,12.10.2018 12:14,,75,600,Buffet
Salg,900,12.10.2018 13:57,,75,1500,Buffet
Gebyr,150,13.10.2018 03:05,Gebyr,,1350,Gebyrer
Overførsel,1350,13.10.2018 03:05,Udbetaling til konto,150,0,Overførsel
Salg,1400,16.10.2018 11:35,,75,1400,Buffet
Gebyr,75,17.10.2018 03:02,Gebyr,,1325,Gebyrer
Overførsel,1325,17.10.2018 03:02,Udbetaling til konto,75,0,Overførsel
Salg,1000,19.10.2018 11:09,,75,1000,Buffet
Salg,2000,20.10.2018 00:11,,75,3000,Buffet
Gebyr,150,20.10.2018 03:02,Gebyr,,2850,Gebyrer
Overførsel,2850,20.10.2018 03:02,Udbetaling til konto,150,0,Overførsel
Salg,1500,23.10.2018 10:59,,75,1500,Buffet
Salg,1000,23.10.2018 11:29,,75,2500,Buffet
Salg,1000,23.10.2018 11:36,,75,3500,Buffet
Salg,500,23.10.2018 12:27,,75,4000,Buffet
Salg,900,23.10.2018 12:53,,75,4900,Buffet
Salg,500,23.10.2018 13:44,,75,5400,Buffet
Salg,500,23.10.2018 14:02,,75,5900,Buffet
Salg,400,23.10.2018 14:58,,75,6300,Buffet
Salg,1000,23.10.2018 15:09,,75,7300,Buffet
Salg,1000,23.10.2018 17:38,,75,8300,Buffet
Gebyr,750,24.10.2018 03:03,Gebyr,,7550,Gebyrer
Overførsel,7550,24.10.2018 03:03,Udbetaling til konto,750,0,Overførsel
Salg,1000,24.10.2018 10:05,,75,1000,Buffet
Salg,1600,24.10.2018 12:02,,75,2600,Buffet
Salg,1000,24.10.2018 12:26,Toast!,75,3600,Buffet
Salg,400,24.10.2018 13:03,,75,4000,Buffet
Salg,500,24.10.2018 15:07,,75,4500,Buffet
Salg,1000,24.10.2018 15:18,,75,5500,Buffet
Salg,500,24.10.2018 15:32,,75,6000,Buffet
Salg,1000,24.10.2018 16:02,,75,7000,Buffet
Salg,600,24.10.2018 16:15,,75,7600,Buffet
Salg,500,24.10.2018 16:24,,75,8100,Buffet
Salg,1500,24.10.2018 17:01,,75,9600,Buffet
Gebyr,825,25.10.2018 03:13,Gebyr,,8775,Gebyrer
Overførsel,8775,25.10.2018 03:13,Udbetaling til konto,825,0,Overførsel
Salg,500,25.10.2018 11:05,,75,500,Buffet
Salg,500,25.10.2018 11:06,,75,1000,Buffet
Salg,400,25.10.2018 12:23,,75,1400,Buffet
Salg,1000,25.10.2018 12:25,,75,2400,Buffet
Salg,1500,25.10.2018 12:25,Kort,75,3900,Kort
Salg,1400,25.10.2018 13:35,,75,5300,Buffet
Salg,600,25.10.2018 14:12,,75,5900,Buffet
Salg,300,25.10.2018 14:19,,75,6200,Buffet
Salg,150,25.10.2018 14:38,,75,6350,Buffet
Salg,600,25.10.2018 14:51,,75,6950,Buffet
Salg,500,25.10.2018 14:58,,75,7450,Buffet
Salg,1000,25.10.2018 15:28,,75,8450,Buffet
Salg,1000,25.10.2018 17:04,,75,9450,Buffet
Gebyr,975,26.10.2018 03:13,Gebyr,,8475,Gebyrer
Overførsel,8475,26.10.2018 03:13,Udbetaling til konto,975,0,Overførsel
Salg,300,26.10.2018 12:22,,75,300,Buffet
Salg,2400,26.10.2018 15:58,,75,2700,Buffet
Salg,1000,26.10.2018 16:45,,75,3700,Buffet
Salg,1000,26.10.2018 16:46,,75,4700,Buffet
Salg,1200,26.10.2018 21:37,,75,5900,Buffet
Gebyr,375,27.10.2018 03:03,Gebyr,,5525,Gebyrer
Overførsel,5525,27.10.2018 03:03,Udbetaling til konto,375,0,Overførsel
Salg,1400,27.10.2018 19:11,,75,1400,Buffet
Salg,1400,27.10.2018 19:12,,75,2800,Buffet
Gebyr,150,28.10.2018 03:02,Gebyr,,2650,Gebyrer
Overførsel,2650,28.10.2018 03:02,Udbetaling til konto,150,0,Overførsel
Salg,1000,29.10.2018 11:21,,75,1000,Buffet
Salg,2000,29.10.2018 12:44,,75,3000,Buffet
Salg,1000,29.10.2018 12:45,,75,4000,Buffet
Salg,1000,29.10.2018 13:07,,75,5000,Buffet
Salg,1400,29.10.2018 13:12,,75,6400,Buffet
Salg,1600,29.10.2018 13:17,,75,8000,Buffet
Salg,500,29.10.2018 13:20,,75,8500,Buffet
Salg,900,29.10.2018 13:21,,75,9400,Buffet
Salg,1800,29.10.2018 14:19,,75,11200,Buffet
Salg,600,29.10.2018 15:34,,75,11800,Buffet
Salg,600,29.10.2018 15:34,,75,12400,Buffet
Salg,1000,29.10.2018 15:57,,75,13400,Buffet
Salg,1200,29.10.2018 16:08,,75,14600,Buffet
Salg,900,29.10.2018 16:43,,75,15500,Buffet
Salg,5000,29.10.2018 16:44,,75,20500,Buffet
Salg,500,29.10.2018 16:44,,75,21000,Buffet
Salg,1500,29.10.2018 16:48,,75,22500,Buffet
Salg,1500,29.10.2018 17:44,,75,24000,Buffet
Salg,500,30.10.2018 00:19,,75,24500,Buffet
Gebyr,1425,30.10.2018 03:02,Gebyr,,23075,Gebyrer
Overførsel,23075,30.10.2018 03:02,Udbetaling til konto,1425,0,Overførsel
Salg,500,30.10.2018 07:58,,75,500,Buffet
Salg,500,30.10.2018 10:15,,75,1000,Buffet
Salg,500,30.10.2018 10:37,,75,1500,Buffet
Salg,600,30.10.2018 11:31,,75,2100,Buffet
Salg,1100,30.10.2018 11:40,,75,3200,Buffet
Salg,500,30.10.2018 13:02,,75,3700,Buffet
Salg,300,30.10.2018 13:10,,75,4000,Buffet
Salg,500,30.10.2018 13:20,,75,4500,Buffet
Salg,500,30.10.2018 13:30,,75,5000,Buffet
Salg,500,30.10.2018 14:16,,75,5500,Buffet
Salg,600,30.10.2018 14:40,,75,6100,Buffet
Salg,500,30.10.2018 15:04,,75,6600,Buffet
Salg,500,30.10.2018 15:15,,75,7100,Buffet
Salg,1000,30.10.2018 15:41,,75,8100,Buffet
Salg,500,30.10.2018 16:02,,75,8600,Buffet
Salg,500,30.10.2018 16:18,,75,9100,Buffet
Salg,1200,30.10.2018 16:25,,75,10300,Buffet
Salg,500,30.10.2018 16:37,,75,10800,Buffet
Salg,300,30.10.2018 17:02,,75,11100,Buffet
Salg,1200,30.10.2018 18:16,,75,12300,Buffet
Gebyr,1500,31.10.2018 03:02,Gebyr,,10800,Gebyrer
Overførsel,10800,31.10.2018 03:02,Udbetaling til konto,1500,0,Overførsel
Salg,1500,31.10.2018 10:23,,75,1500,Buffet
Salg,1000,31.10.2018 10:33,,75,2500,Buffet
Salg,500,31.10.2018 11:00,,75,3000,Buffet
Salg,500,31.10.2018 11:58,,75,3500,Buffet
Salg,1000,31.10.2018 14:05,,75,4500,Buffet
Salg,500,31.10.2018 22:34,,75,5000,Buffet
