kind,amount,dt,msg,fee,balance,category
Salg,500,12.09.2018 10:56,,75,500,Buffet
Salg,500,12.09.2018 10:56,,75,1000,Buffet
Salg,1400,12.09.2018 12:10,,75,2400,Buffet
Salg,1900,12.09.2018 14:24,,75,4300,Buffet
Salg,500,12.09.2018 14:40,Toast,75,4800,Buffet
Salg,1000,12.09.2018 17:51,,75,5800,Buffet
Salg,1400,12.09.2018 17:54,,75,7200,Buffet
Gebyr,525,13.09.2018 03:09,Gebyr,,6675,Gebyrer
Overførsel,6675,13.09.2018 03:09,Udbetaling til konto,525,0,Overførsel
Salg,500,13.09.2018 10:09,,75,500,Buffet
Salg,1400,13.09.2018 10:50,,75,1900,Buffet
Salg,500,13.09.2018 11:00,,75,2400,Buffet
Salg,1400,13.09.2018 11:14,,75,3800,Buffet
Salg,1400,13.09.2018 12:35,,75,5200,Buffet
Salg,1400,13.09.2018 12:35,,75,6600,Buffet
Salg,500,13.09.2018 12:37,,75,7100,Buffet
Salg,1500,13.09.2018 13:29,,75,8600,Buffet
Salg,1400,13.09.2018 17:55,,75,10000,Buffet
Salg,1400,13.09.2018 17:55,,75,11400,Buffet
Gebyr,750,14.09.2018 03:09,Gebyr,,10650,Gebyrer
Overførsel,10650,14.09.2018 03:09,Udbetaling til konto,750,0,Overførsel
Salg,1300,14.09.2018 10:11,,75,1300,Buffet
Salg,1050,14.09.2018 13:09,,75,2350,Buffet
Salg,1400,14.09.2018 21:58,,75,3750,Buffet
Gebyr,225,15.09.2018 03:11,Gebyr,,3525,Gebyrer
Overførsel,3525,15.09.2018 03:11,Udbetaling til konto,225,0,Overførsel
Salg,2800,15.09.2018 14:16,,75,2800,Buffet
Gebyr,75,16.09.2018 03:11,Gebyr,,2725,Gebyrer
Overførsel,2725,16.09.2018 03:11,Udbetaling til konto,75,0,Overførsel
Salg,1000,17.09.2018 07:57,,75,1000,Buffet
Salg,500,17.09.2018 10:13,,75,1500,Buffet
Salg,1400,17.09.2018 10:32,,75,2900,Buffet
Salg,600,17.09.2018 12:07,,75,3500,Buffet
Salg,500,17.09.2018 12:15,Toast,75,4000,Buffet
Salg,550,17.09.2018 12:16,,75,4550,Buffet
Salg,1000,17.09.2018 12:22,,75,5550,Buffet
Salg,2000,17.09.2018 13:42,,75,7550,Buffet
Salg,300,17.09.2018 14:07,,75,7850,Buffet
Salg,300,17.09.2018 16:06,,75,8150,Buffet
Salg,700,17.09.2018 18:33,,75,8850,Buffet
Salg,800,17.09.2018 20:02,,75,9650,Buffet
Gebyr,900,18.09.2018 03:10,Gebyr,,8750,Gebyrer
Overførsel,8750,18.09.2018 03:10,Udbetaling til konto,900,0,Overførsel
Salg,800,18.09.2018 10:10,,75,800,Buffet
Salg,1500,18.09.2018 10:45,,75,2300,Buffet
Salg,500,18.09.2018 11:03,,75,2800,Buffet
Salg,500,18.09.2018 11:04,,75,3300,Buffet
Salg,500,18.09.2018 11:04,,75,3800,Buffet
Salg,500,18.09.2018 11:04,,75,4300,Buffet
Salg,500,18.09.2018 11:05,,75,4800,Buffet
Salg,450,18.09.2018 12:23,Toast,75,5250,Buffet
Salg,800,18.09.2018 12:34,,75,6050,Buffet
Salg,1400,18.09.2018 12:40,,75,7450,Buffet
Salg,500,18.09.2018 12:43,,75,7950,Buffet
Salg,500,18.09.2018 12:46,,75,8450,Buffet
Salg,500,18.09.2018 12:47,,75,8950,Buffet
Salg,1000,18.09.2018 13:35,,75,9950,Buffet
Salg,800,18.09.2018 14:51,Frugt,75,10750,Buffet
Salg,1400,18.09.2018 14:53,Red bull,75,12150,Øl & Vand
Salg,1400,18.09.2018 15:05,,75,13550,Buffet
Salg,1400,18.09.2018 15:06,,75,14950,Buffet
Salg,800,18.09.2018 15:16,,75,15750,Buffet
Salg,800,18.09.2018 16:37,,75,16550,Buffet
Salg,1000,18.09.2018 17:18,,75,17550,Buffet
Salg,5000,18.09.2018 18:08,,75,22550,Buffet
Salg,3600,18.09.2018 18:55,øl,75,26150,Øl & Vand
Salg,2400,18.09.2018 18:56,,75,28550,Buffet
Salg,1200,18.09.2018 18:58,,75,29750,Buffet
Gebyr,1875,19.09.2018 03:10,Gebyr,,27875,Gebyrer
Overførsel,27875,19.09.2018 03:10,Udbetaling til konto,1875,0,Overførsel
Salg,1000,19.09.2018 09:49,,75,1000,Buffet
Salg,1400,19.09.2018 09:53,,75,2400,Buffet
Salg,2000,19.09.2018 12:14,,75,4400,Buffet
Salg,500,19.09.2018 12:58,,75,4900,Buffet
Salg,500,19.09.2018 15:07,,75,5400,Buffet
Salg,1000,19.09.2018 15:22,,75,6400,Buffet
Salg,1500,19.09.2018 15:27,,75,7900,Buffet
Salg,3000,19.09.2018 15:27,,75,10900,Buffet
Salg,1500,19.09.2018 15:29,,75,12400,Buffet
Salg,1500,19.09.2018 15:29,,75,13900,Buffet
Salg,1500,19.09.2018 15:29,,75,15400,Buffet
Salg,1500,19.09.2018 15:32,,75,16900,Buffet
Salg,1500,19.09.2018 15:32,,75,18400,Buffet
Salg,1500,19.09.2018 15:32,,75,19900,Buffet
Salg,2000,19.09.2018 15:58,,75,21900,Buffet
Salg,400,19.09.2018 17:55,,75,22300,Buffet
Salg,1500,19.09.2018 19:54,,75,23800,Buffet
Salg,1000,20.09.2018 01:17,,75,24800,Buffet
Gebyr,1350,20.09.2018 03:11,Gebyr,,23450,Gebyrer
Overførsel,23450,20.09.2018 03:11,Udbetaling til konto,1350,0,Overførsel
Salg,500,20.09.2018 09:50,,75,500,Buffet
Salg,1400,20.09.2018 10:04,,75,1900,Buffet
Salg,1400,20.09.2018 10:05,,75,3300,Buffet
Salg,500,20.09.2018 10:09,,75,3800,Buffet
Salg,900,20.09.2018 12:03,,75,4700,Buffet
Salg,600,20.09.2018 12:11,,75,5300,Buffet
Salg,800,20.09.2018 12:12,,75,6100,Buffet
Salg,1500,20.09.2018 12:32,,75,7600,Buffet
Salg,1500,20.09.2018 12:32,,75,9100,Buffet
Salg,1500,20.09.2018 12:46,,75,10600,Buffet
Salg,1500,20.09.2018 12:47,Hehe min ven. Vil gerne komme i aften,75,12100,Øl & Vand
Salg,1000,20.09.2018 12:55,,75,13100,Buffet
Salg,1000,20.09.2018 12:56,,75,14100,Buffet
Salg,1500,20.09.2018 13:22,,75,15600,Buffet
Salg,450,20.09.2018 13:41,,75,16050,Buffet
Salg,1400,20.09.2018 14:09,,75,17450,Buffet
Salg,1000,20.09.2018 14:10,,75,18450,Buffet
Salg,1500,20.09.2018 14:23,,75,19950,Buffet
Salg,2500,20.09.2018 15:02,,75,22450,Buffet
Salg,1000,20.09.2018 15:06,,75,23450,Buffet
Salg,200,20.09.2018 15:09,,75,23650,Buffet
Salg,1000,20.09.2018 15:24,,75,24650,Buffet
Salg,400,20.09.2018 15:25,,75,25050,Buffet
Salg,1500,20.09.2018 15:40,,75,26550,Buffet
Salg,1500,20.09.2018 17:48,,75,28050,Buffet
Salg,1500,20.09.2018 17:48,,75,29550,Buffet
Salg,1500,20.09.2018 17:48,Mathias,75,31050,Øl & Vand
Salg,1500,20.09.2018 17:49,,75,32550,Buffet
Salg,1500,20.09.2018 17:49,,75,34050,Buffet
Salg,1500,20.09.2018 18:01,,75,35550,Buffet
Salg,1500,20.09.2018 18:01,,75,37050,Buffet
Salg,1500,20.09.2018 18:01,,75,38550,Buffet
Salg,1500,20.09.2018 18:01,,75,40050,Buffet
Salg,1500,20.09.2018 18:10,,75,41550,Buffet
Salg,1500,20.09.2018 18:19,,75,43050,Buffet
Salg,1500,20.09.2018 18:19,,75,44550,Buffet
Salg,1500,20.09.2018 18:19,,75,46050,Buffet
Salg,3000,20.09.2018 18:19,,75,49050,Buffet
Salg,1500,20.09.2018 18:20,,75,50550,Buffet
Gebyr,2925,21.09.2018 03:11,Gebyr,,47625,Gebyrer
Overførsel,47625,21.09.2018 03:11,Udbetaling til konto,2925,0,Overførsel
Salg,300,21.09.2018 10:54,,75,300,Buffet
Salg,500,21.09.2018 11:06,,75,800,Buffet
Salg,1000,21.09.2018 11:29,,75,1800,Buffet
Salg,1000,21.09.2018 11:41,,75,2800,Buffet
Salg,300,21.09.2018 12:15,,75,3100,Buffet
Salg,1650,21.09.2018 12:20,,75,4750,Buffet
Salg,300,21.09.2018 13:06,,75,5050,Buffet
Salg,600,21.09.2018 15:02,,75,5650,Buffet
Gebyr,600,22.09.2018 03:11,Gebyr,,5050,Gebyrer
Overførsel,5050,22.09.2018 03:11,Udbetaling til konto,600,0,Overførsel
Salg,1000,23.09.2018 12:41,Tåååst,75,1000,Buffet
Salg,1400,23.09.2018 17:21,,75,2400,Buffet
Gebyr,150,24.09.2018 03:11,Gebyr,,2250,Gebyrer
Overførsel,2250,24.09.2018 03:11,Udbetaling til konto,150,0,Overførsel
Salg,1400,24.09.2018 09:53,,75,1400,Buffet
Salg,1000,24.09.2018 09:55,,75,2400,Buffet
Salg,300,24.09.2018 10:14,,75,2700,Buffet
Salg,1000,24.09.2018 12:03,,75,3700,Buffet
Salg,1000,24.09.2018 12:03,,75,4700,Buffet
Salg,1400,24.09.2018 12:04,,75,6100,Buffet
Salg,400,24.09.2018 12:16,,75,6500,Buffet
Salg,900,24.09.2018 12:28,,75,7400,Buffet
Salg,450,24.09.2018 12:50,,75,7850,Buffet
Salg,1500,24.09.2018 13:17,,75,9350,Buffet
Salg,400,24.09.2018 13:40,,75,9750,Buffet
Salg,1000,24.09.2018 14:39,,75,10750,Buffet
Salg,800,24.09.2018 15:05,Frugt,75,11550,Buffet
Salg,300,24.09.2018 15:20,,75,11850,Buffet
Salg,400,24.09.2018 16:12,,75,12250,Buffet
Salg,1200,24.09.2018 17:10,,75,13450,Buffet
Salg,500,24.09.2018 17:41,,75,13950,Buffet
Salg,500,24.09.2018 17:59,,75,14450,Buffet
Salg,500,24.09.2018 18:00,,75,14950,Buffet
Salg,1000,24.09.2018 19:03,,75,15950,Buffet
Gebyr,1500,25.09.2018 03:12,Gebyr,,14450,Gebyrer
Overførsel,14450,25.09.2018 03:12,Udbetaling til konto,1500,0,Overførsel
Salg,1400,25.09.2018 07:38,,75,1400,Buffet
Salg,1500,25.09.2018 09:11,,75,2900,Buffet
Salg,1500,25.09.2018 09:11,,75,4400,Buffet
Salg,300,25.09.2018 11:13,,75,4700,Buffet
Salg,1000,25.09.2018 11:15,,75,5700,Buffet
Salg,1900,25.09.2018 11:15,,75,7600,Buffet
Salg,900,25.09.2018 12:11,,75,8500,Buffet
Salg,1400,25.09.2018 12:25,,75,9900,Buffet
Salg,1000,25.09.2018 12:31,,75,10900,Buffet
Salg,500,25.09.2018 12:52,,75,11400,Buffet
Salg,500,25.09.2018 13:11,,75,11900,Buffet
Salg,450,25.09.2018 13:33,,75,12350,Buffet
Salg,1500,25.09.2018 13:43,,75,13850,Buffet
Salg,500,25.09.2018 13:53,Toast,75,14350,Buffet
Salg,300,25.09.2018 15:09,,75,14650,Buffet
Salg,450,25.09.2018 15:11,,75,15100,Buffet
Salg,1500,25.09.2018 16:16,,75,16600,Buffet
Salg,400,25.09.2018 17:13,,75,17000,Buffet
Salg,300,25.09.2018 17:51,,75,17300,Buffet
Salg,1500,26.09.2018 01:21,,75,18800,Buffet
Gebyr,1500,26.09.2018 03:12,Gebyr,,17300,Gebyrer
Overførsel,17300,26.09.2018 03:12,Udbetaling til konto,1500,0,Overførsel
Salg,1400,26.09.2018 09:27,,75,1400,Buffet
Salg,300,26.09.2018 10:14,,75,1700,Buffet
Salg,500,26.09.2018 10:15,Tåååååst,75,2200,Buffet
Salg,1000,26.09.2018 10:23,,75,3200,Buffet
Salg,500,26.09.2018 10:25,,75,3700,Buffet
Salg,1000,26.09.2018 10:26,,75,4700,Buffet
Salg,5000,26.09.2018 10:44,,75,9700,Buffet
Salg,500,26.09.2018 11:01,,75,10200,Buffet
Salg,300,26.09.2018 14:39,,75,10500,Buffet
Salg,300,26.09.2018 16:11,,75,10800,Buffet
Salg,1000,26.09.2018 19:46,Tåst,75,11800,Buffet
Salg,500,26.09.2018 20:39,Mere Tåst,75,12300,Buffet
Gebyr,900,27.09.2018 03:11,Gebyr,,11400,Gebyrer
Overførsel,11400,27.09.2018 03:11,Udbetaling til konto,900,0,Overførsel
Salg,1400,27.09.2018 10:04,Risiprutti,75,1400,Buffet
Salg,1400,27.09.2018 10:04,Ritzifrutzi,75,2800,Buffet
Salg,1000,27.09.2018 10:05,,75,3800,Buffet
Salg,1000,27.09.2018 10:08,,75,4800,Buffet
Salg,1000,27.09.2018 10:29,,75,5800,Buffet
Salg,2000,27.09.2018 10:41,,75,7800,Buffet
Salg,500,27.09.2018 10:47,,75,8300,Buffet
Salg,650,27.09.2018 10:59,,75,8950,Buffet
Salg,1000,27.09.2018 11:24,,75,9950,Buffet
Salg,300,27.09.2018 11:26,,75,10250,Buffet
Salg,1400,27.09.2018 11:48,,75,11650,Buffet
Salg,500,27.09.2018 11:53,,75,12150,Buffet
Salg,300,27.09.2018 12:03,,75,12450,Buffet
Salg,1000,27.09.2018 12:18,,75,13450,Buffet
Salg,150,27.09.2018 12:57,,75,13600,Buffet
Salg,150,27.09.2018 13:03,,75,13750,Buffet
Salg,400,27.09.2018 16:15,,75,14150,Buffet
Salg,300,27.09.2018 17:11,,75,14450,Buffet
Salg,1500,27.09.2018 17:36,Kort,75,15950,Kort
Salg,1500,27.09.2018 17:37,Kort,75,17450,Kort
Salg,1500,27.09.2018 17:40,Kort,75,18950,Kort
Salg,1500,27.09.2018 17:42,Kort,75,20450,Kort
Salg,1500,27.09.2018 17:43,koooooooooooort,75,21950,Kort
Salg,1500,27.09.2018 17:43,Kort \ud83d\ude0d,75,23450,Kort
Salg,1500,27.09.2018 23:24,Kort,75,24950,Kort
Gebyr,1875,28.09.2018 03:12,Gebyr,,23075,Gebyrer
Overførsel,23075,28.09.2018 03:12,Udbetaling til konto,1875,0,Overførsel
Salg,1400,28.09.2018 10:10,Rrizifruitzi,75,1400,Buffet
Salg,1000,28.09.2018 11:01,,75,2400,Buffet
Salg,1400,28.09.2018 11:20,,75,3800,Buffet
Salg,900,28.09.2018 12:10,,75,4700,Buffet
Salg,500,28.09.2018 12:27,,75,5200,Buffet
Salg,900,28.09.2018 12:42,,75,6100,Buffet
Salg,1000,28.09.2018 13:26,,75,7100,Buffet
Salg,1400,28.09.2018 13:46,,75,8500,Buffet
Gebyr,600,29.09.2018 03:12,Gebyr,,7900,Gebyrer
Overførsel,7900,29.09.2018 03:12,Udbetaling til konto,600,0,Overførsel
Salg,1000,29.09.2018 16:43,,75,1000,Buffet
Gebyr,75,30.09.2018 03:12,Gebyr,,925,Gebyrer
Overførsel,925,30.09.2018 03:12,Udbetaling til konto,75,0,Overførsel
Salg,1000,30.09.2018 11:09,,75,1000,Buffet
Salg,600,30.09.2018 11:28,,75,1600,Buffet
