"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";
"Salg";10,00;24-04-2019;07:46;"";0,60;
"Salg";10,00;24-04-2019;10:03;"Towst";0,60;
"Salg";15,00;24-04-2019;10:22;"";0,60;
"Salg";16,00;24-04-2019;11:40;"";0,60;
"Salg";8,00;24-04-2019;11:54;"";0,60;
"Salg";9,00;24-04-2019;12:09;"";0,60;
"Salg";8,00;24-04-2019;12:20;"";0,60;
"Salg";6,00;24-04-2019;13:09;"";0,60;
"Salg";8,00;24-04-2019;13:27;"";0,60;
"Salg";8,00;24-04-2019;13:28;"";0,60;
"Salg";66,00;24-04-2019;14:37;"";0,60;
"Salg";8,00;24-04-2019;14:59;"";0,60;
"Salg";3,00;24-04-2019;16:27;"";0,60;
"Salg";12,00;24-04-2019;19:15;"";0,60;
"Salg";10,00;24-04-2019;21:33;"";0,60;
"Salg";20,00;24-04-2019;23:06;"";0,60;
"Gebyr";-9,60;24-04-2019;23:59;"Gebyr";;
"Overførsel";207,40;24-04-2019;23:59;"Udbetaling til konto";9,60;
"Salg";10,00;25-04-2019;08:47;"";0,60;
"Salg";10,00;25-04-2019;08:53;"";0,60;
"Salg";8,00;25-04-2019;10:11;"";0,60;
"Salg";18,00;25-04-2019;10:33;"";0,60;
"Salg";8,00;25-04-2019;10:36;"";0,60;
"Salg";10,00;25-04-2019;11:59;"";0,60;
"Salg";14,00;25-04-2019;12:32;"";0,60;
"Salg";10,00;25-04-2019;12:38;"To toast";0,60;
"Salg";8,00;25-04-2019;14:00;"";0,60;
"Salg";24,00;25-04-2019;15:49;"";0,60;
"Salg";10,00;25-04-2019;16:19;"";0,60;
"Gebyr";-6,60;25-04-2019;23:59;"Gebyr";;
"Overførsel";123,40;25-04-2019;23:59;"Udbetaling til konto";6,60;
"Salg";13,00;26-04-2019;09:17;"";0,60;
"Salg";23,00;26-04-2019;09:39;"";0,60;
"Salg";5,00;26-04-2019;09:43;"";0,60;
"Salg";5,00;26-04-2019;14:40;"";0,60;
"Salg";15,00;26-04-2019;23:29;"";0,60;
"Gebyr";-3,00;26-04-2019;23:59;"Gebyr";;
"Overførsel";58,00;26-04-2019;23:59;"Udbetaling til konto";3,00;
"Salg";20,00;29-04-2019;09:09;"";0,60;
"Salg";5,00;29-04-2019;10:28;"";0,60;
"Salg";13,00;29-04-2019;12:13;"";0,60;
"Salg";13,00;29-04-2019;12:23;"";0,60;
"Salg";4,00;29-04-2019;15:02;"";0,60;
"Salg";5,00;29-04-2019;15:06;"";0,60;
"Salg";6,00;29-04-2019;15:09;"";0,60;
"Salg";16,00;29-04-2019;17:12;"";0,60;
"Gebyr";-4,80;29-04-2019;23:59;"Gebyr";;
"Overførsel";77,20;29-04-2019;23:59;"Udbetaling til konto";4,80;
"Salg";10,00;30-04-2019;09:11;"";0,60;
"Salg";4,00;30-04-2019;10:11;"";0,60;
"Salg";1,50;30-04-2019;11:00;"";0,60;
"Salg";20,00;30-04-2019;11:06;"";0,60;
"Salg";8,00;30-04-2019;11:06;"";0,60;
"Salg";8,00;30-04-2019;11:07;"";0,60;
"Salg";8,00;30-04-2019;11:07;"";0,60;
"Salg";14,00;30-04-2019;11:07;"";0,60;
"Salg";10,00;30-04-2019;11:56;"";0,60;
"Salg";8,00;30-04-2019;12:08;"Pengui";0,60;
"Salg";23,00;30-04-2019;12:14;"";0,60;
"Salg";15,00;30-04-2019;12:41;"";0,60;
"Salg";10,00;30-04-2019;14:08;"";0,60;
"Salg";6,00;30-04-2019;14:16;"";0,60;
"Salg";8,00;30-04-2019;14:41;"";0,60;
"Salg";15,00;30-04-2019;14:57;"";0,60;
"Salg";9,00;30-04-2019;16:56;"";0,60;
"Salg";6,00;30-04-2019;17:25;"";0,60;
"Salg";4,00;30-04-2019;18:01;"";0,60;
"Gebyr";-11,40;30-04-2019;23:59;"Gebyr";;
"Overførsel";176,10;30-04-2019;23:59;"Udbetaling til konto";11,40;
