kind,amount,dt,msg,fee,category
Salg,500,08.02.2019 18:18,,75,Buffet
Salg,1500,08.02.2019 18:44,,75,Buffet
Gebyr,-375,09.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,5725,09.02.2019 00:59,Udbetaling til konto,375,Overførsel
Salg,1500,09.02.2019 02:22,,75,Buffet
Salg,1500,09.02.2019 23:07,,75,Buffet
Gebyr,-150,10.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,2850,10.02.2019 00:59,Udbetaling til konto,150,Overførsel
Salg,500,10.02.2019 16:41,,75,Buffet
Salg,600,10.02.2019 17:44,,75,Buffet
Gebyr,-150,11.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,950,11.02.2019 00:59,Udbetaling til konto,150,Overførsel
Salg,1400,11.02.2019 11:53,,75,Buffet
Salg,300,11.02.2019 12:09,,75,Buffet
Salg,500,11.02.2019 13:04,,75,Buffet
Salg,500,11.02.2019 13:07,,75,Buffet
Salg,1800,11.02.2019 14:51,,75,Buffet
Salg,2000,11.02.2019 14:53,,75,Buffet
Salg,2000,11.02.2019 15:01,,75,Buffet
Salg,500,11.02.2019 15:55,,75,Buffet
Salg,600,11.02.2019 16:10,,75,Buffet
Salg,800,11.02.2019 17:27,,75,Buffet
Salg,1500,11.02.2019 23:48,,75,Buffet
Gebyr,-825,12.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,11075,12.02.2019 00:59,Udbetaling til konto,825,Overførsel
Salg,800,12.02.2019 10:15,,75,Buffet
Salg,800,12.02.2019 11:38,,75,Buffet
Salg,800,12.02.2019 11:54,,75,Buffet
Salg,1500,12.02.2019 13:35,,75,Buffet
Salg,800,12.02.2019 14:08,,75,Buffet
Salg,800,12.02.2019 14:09,,75,Buffet
Salg,1300,12.02.2019 15:54,,75,Buffet
Salg,300,12.02.2019 16:19,,75,Buffet
Salg,600,12.02.2019 16:30,,75,Buffet
Salg,800,12.02.2019 16:49,,75,Buffet
Salg,800,12.02.2019 17:09,,75,Buffet
Salg,800,12.02.2019 17:11,,75,Buffet
Salg,800,12.02.2019 17:13,,75,Buffet
Gebyr,-975,13.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,9925,13.02.2019 00:59,Udbetaling til konto,975,Overførsel
Salg,800,13.02.2019 09:24,,75,Buffet
Salg,800,13.02.2019 12:09,,75,Buffet
Salg,1300,13.02.2019 13:08,,75,Buffet
Salg,1000,13.02.2019 13:15,,75,Buffet
Salg,400,13.02.2019 13:21,,75,Buffet
Salg,500,13.02.2019 13:32,,75,Buffet
Salg,500,13.02.2019 13:44,,75,Buffet
Salg,2600,13.02.2019 13:45,,75,Buffet
Salg,1600,13.02.2019 16:43,,75,Buffet
Salg,800,13.02.2019 17:40,,75,Buffet
Salg,1000,13.02.2019 18:32,,75,Buffet
Salg,1500,13.02.2019 18:33,Tåååst,75,Buffet
Salg,6000,13.02.2019 18:51,,75,Buffet
Salg,500,13.02.2019 19:13,,75,Buffet
Gebyr,-1050,14.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,18250,14.02.2019 00:59,Udbetaling til konto,1050,Overførsel
Salg,800,14.02.2019 09:47,,75,Buffet
Salg,500,14.02.2019 10:48,,75,Buffet
Salg,500,14.02.2019 10:48,,75,Buffet
Salg,500,14.02.2019 13:18,\ud83e\udd6a,75,Buffet
Salg,500,14.02.2019 13:31,,75,Buffet
Salg,1000,14.02.2019 13:40,,75,Buffet
Salg,1500,14.02.2019 13:49,,75,Buffet
Salg,1300,14.02.2019 19:01,,75,Buffet
Gebyr,-600,15.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,6000,15.02.2019 00:59,Udbetaling til konto,600,Overførsel
Salg,800,15.02.2019 09:49,,75,Buffet
Salg,1500,15.02.2019 13:28,,75,Buffet
Salg,500,15.02.2019 13:35,,75,Buffet
Salg,2600,15.02.2019 13:41,,75,Buffet
Salg,1000,15.02.2019 13:50,,75,Buffet
Salg,800,15.02.2019 14:16,,75,Buffet
Salg,500,15.02.2019 15:31,,75,Buffet
Gebyr,-525,16.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,7175,16.02.2019 00:59,Udbetaling til konto,525,Overførsel
Salg,900,16.02.2019 15:49,,75,Buffet
Gebyr,-75,17.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,825,17.02.2019 00:59,Udbetaling til konto,75,Overførsel
Salg,500,18.02.2019 09:33,,75,Buffet
Salg,500,18.02.2019 13:33,,75,Buffet
Salg,1000,18.02.2019 15:31,,75,Buffet
Salg,1200,18.02.2019 16:29,,75,Buffet
Salg,1300,18.02.2019 17:10,,75,Buffet
Salg,1500,18.02.2019 17:15,,75,Buffet
Salg,500,18.02.2019 17:26,,75,Buffet
Salg,1500,18.02.2019 18:04,,75,Buffet
Salg,800,18.02.2019 18:38,,75,Buffet
Gebyr,-675,19.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,8125,19.02.2019 00:59,Udbetaling til konto,675,Overførsel
Salg,800,19.02.2019 10:59,,75,Buffet
Salg,1300,19.02.2019 11:52,,75,Buffet
Salg,500,19.02.2019 12:03,,75,Buffet
Salg,800,19.02.2019 12:04,,75,Buffet
Salg,300,19.02.2019 12:40,,75,Buffet
Salg,500,19.02.2019 13:18,,75,Buffet
Salg,1300,19.02.2019 15:32,,75,Buffet
Salg,500,19.02.2019 15:59,,75,Buffet
Salg,500,19.02.2019 16:05,,75,Buffet
Salg,500,19.02.2019 16:10,,75,Buffet
Salg,600,19.02.2019 17:13,,75,Buffet
Salg,400,19.02.2019 17:14,,75,Buffet
Salg,800,19.02.2019 17:29,Pengui,75,Buffet
Salg,400,19.02.2019 17:44,,75,Buffet
Salg,1000,19.02.2019 18:53,,75,Buffet
Salg,400,19.02.2019 19:14,,75,Buffet
Salg,400,19.02.2019 21:28,,75,Buffet
Gebyr,-1275,20.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,9725,20.02.2019 00:59,Udbetaling til konto,1275,Overførsel
Salg,800,20.02.2019 09:26,,75,Buffet
Salg,1300,20.02.2019 09:40,,75,Buffet
Salg,1300,20.02.2019 10:45,,75,Buffet
Salg,800,20.02.2019 11:54,,75,Buffet
Salg,800,20.02.2019 12:33,,75,Buffet
Salg,800,20.02.2019 12:33,,75,Buffet
Salg,1000,20.02.2019 13:10,,75,Buffet
Salg,1000,20.02.2019 13:13,,75,Buffet
Salg,1500,20.02.2019 13:25,,75,Buffet
Salg,900,20.02.2019 13:54,,75,Buffet
Salg,1000,20.02.2019 14:08,,75,Buffet
Salg,1600,20.02.2019 14:10,,75,Buffet
Salg,500,20.02.2019 15:47,,75,Buffet
Salg,800,20.02.2019 15:54,,75,Buffet
Salg,600,20.02.2019 16:00,,75,Buffet
Salg,1000,20.02.2019 16:34,,75,Buffet
Salg,2000,20.02.2019 17:01,,75,Buffet
Salg,500,20.02.2019 17:38,,75,Buffet
Gebyr,-1350,21.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,16850,21.02.2019 00:59,Udbetaling til konto,1350,Overførsel
Salg,800,21.02.2019 09:35,,75,Buffet
Salg,800,21.02.2019 10:37,,75,Buffet
Salg,1300,21.02.2019 10:37,,75,Buffet
Salg,500,21.02.2019 10:58,,75,Buffet
Salg,500,21.02.2019 10:59,,75,Buffet
Salg,800,21.02.2019 11:31,,75,Buffet
Salg,800,21.02.2019 11:56,,75,Buffet
Salg,1800,21.02.2019 11:59,,75,Buffet
Salg,800,21.02.2019 13:23,,75,Buffet
Salg,800,21.02.2019 13:39,,75,Buffet
Salg,500,21.02.2019 14:16,,75,Buffet
Salg,800,21.02.2019 15:21,,75,Buffet
Gebyr,-900,22.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,9300,22.02.2019 00:59,Udbetaling til konto,900,Overførsel
Salg,800,22.02.2019 10:18,,75,Buffet
Salg,800,22.02.2019 11:01,,75,Buffet
Salg,800,22.02.2019 11:01,,75,Buffet
Salg,1000,22.02.2019 12:20,,75,Buffet
Salg,800,22.02.2019 12:35,,75,Buffet
Salg,1300,22.02.2019 12:39,,75,Buffet
Salg,300,22.02.2019 13:37,,75,Buffet
Salg,1900,22.02.2019 13:38,,75,Buffet
Salg,500,22.02.2019 14:13,,75,Buffet
Salg,1300,22.02.2019 14:28,,75,Buffet
Salg,1300,22.02.2019 14:28,,75,Buffet
Salg,1100,22.02.2019 15:23,,75,Buffet
Salg,500,22.02.2019 19:23,,75,Buffet
Salg,500,22.02.2019 19:23,,75,Buffet
Salg,3600,22.02.2019 19:37,,75,Buffet
Salg,500,22.02.2019 19:38,,75,Buffet
Salg,500,22.02.2019 23:53,Toaaaaaast,75,Buffet
Gebyr,-1275,23.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,16225,23.02.2019 00:59,Udbetaling til konto,1275,Overførsel
Salg,1300,23.02.2019 13:57,,75,Buffet
Gebyr,-75,24.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,1225,24.02.2019 00:59,Udbetaling til konto,75,Overførsel
Salg,800,25.02.2019 09:21,,75,Buffet
Salg,2000,25.02.2019 12:04,,75,Buffet
Salg,500,25.02.2019 12:58,,75,Buffet
Salg,800,25.02.2019 13:20,,75,Buffet
Salg,1200,25.02.2019 13:28,,75,Buffet
Salg,800,25.02.2019 15:15,,75,Buffet
Salg,300,25.02.2019 15:46,,75,Buffet
Salg,1200,25.02.2019 16:25,,75,Buffet
Salg,1000,25.02.2019 16:32,,75,Buffet
Salg,800,25.02.2019 16:33,,75,Buffet
Salg,2400,25.02.2019 16:35,,75,Buffet
Salg,800,25.02.2019 16:44,,75,Buffet
Salg,800,25.02.2019 17:07,,75,Buffet
Salg,800,25.02.2019 17:07,,75,Buffet
Salg,1600,25.02.2019 17:27,,75,Buffet
Salg,1000,25.02.2019 17:52,,75,Buffet
Salg,500,25.02.2019 17:59,,75,Buffet
Salg,1500,25.02.2019 18:04,,75,Buffet
Salg,1600,25.02.2019 22:12,,75,Buffet
Salg,800,25.02.2019 22:12,,75,Buffet
Gebyr,-1500,26.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,19700,26.02.2019 00:59,Udbetaling til konto,1500,Overførsel
Salg,1300,26.02.2019 10:45,,75,Buffet
Salg,1500,26.02.2019 10:51,,75,Buffet
Salg,500,26.02.2019 12:07,,75,Buffet
Salg,800,26.02.2019 12:29,,75,Buffet
Salg,2800,26.02.2019 12:36,,75,Buffet
Salg,2000,26.02.2019 12:54,,75,Buffet
Salg,1300,26.02.2019 13:19,,75,Buffet
Salg,1200,26.02.2019 13:42,,75,Buffet
Salg,300,26.02.2019 13:51,,75,Buffet
Salg,1500,26.02.2019 14:32,,75,Buffet
Salg,1000,26.02.2019 14:39,,75,Buffet
Salg,800,26.02.2019 15:02,,75,Buffet
Salg,800,26.02.2019 15:05,,75,Buffet
Salg,800,26.02.2019 15:37,,75,Buffet
Salg,1600,26.02.2019 15:37,,75,Buffet
Salg,800,26.02.2019 15:44,Snitte,75,Buffet
Salg,1200,26.02.2019 15:48,,75,Buffet
Salg,2300,26.02.2019 15:54,,75,Buffet
Salg,1500,26.02.2019 16:19,,75,Buffet
Salg,800,26.02.2019 16:40,,75,Buffet
Salg,300,26.02.2019 18:48,,75,Buffet
Salg,400,26.02.2019 20:25,,75,Buffet
Gebyr,-1650,27.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,23850,27.02.2019 00:59,Udbetaling til konto,1650,Overførsel
Salg,800,27.02.2019 01:43,,75,Buffet
Salg,800,27.02.2019 09:25,,75,Buffet
Salg,950,27.02.2019 11:25,,75,Buffet
Salg,500,27.02.2019 14:59,,75,Buffet
Salg,1600,27.02.2019 15:20,,75,Buffet
Salg,1000,27.02.2019 15:53,,75,Buffet
Gebyr,-450,28.02.2019 00:59,Gebyr,,Gebyrer
Overførsel,5200,28.02.2019 00:59,Udbetaling til konto,450,Overførsel
Salg,300,28.02.2019 10:42,,75,Buffet
Salg,1300,28.02.2019 10:43,,75,Buffet
Salg,1300,28.02.2019 10:55,,75,Buffet
Salg,500,28.02.2019 10:55,,75,Buffet
Salg,500,28.02.2019 10:55,,75,Buffet
Salg,2000,28.02.2019 13:04,,75,Buffet
Salg,500,28.02.2019 13:32,,75,Buffet
Salg,500,28.02.2019 13:33,\ud83e\udd6a,75,Buffet
Salg,650,28.02.2019 13:55,,75,Buffet
Salg,2400,28.02.2019 16:19,,75,Buffet
Salg,1500,28.02.2019 16:22,,75,Buffet
Salg,1500,28.02.2019 16:52,,75,Buffet
Gebyr,-900,01.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,12050,01.03.2019 00:59,Udbetaling til konto,900,Overførsel
