"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";
"Gebyr";-10,80;06-03-2019;00:59;"Gebyr";;
"Overførsel";198,20;06-03-2019;00:59;"Udbetaling til konto";10,80;
"Salg";8,00;06-03-2019;09:48;"";0,60;
"Salg";8,00;06-03-2019;12:26;"Mælkedreng";0,60;
"Salg";1,50;06-03-2019;12:46;"";0,60;
"Salg";8,00;06-03-2019;13:13;"";0,60;
"Salg";9,00;06-03-2019;13:25;"";0,60;
"Salg";8,00;06-03-2019;13:54;"";0,60;
"Salg";12,00;06-03-2019;14:25;"";0,60;
"Salg";15,00;06-03-2019;15:17;"";0,60;
"Salg";2,00;06-03-2019;16:06;"";0,60;
"Salg";15,00;06-03-2019;16:28;"";0,60;
"Salg";15,00;06-03-2019;16:28;"";0,60;
"Salg";13,50;06-03-2019;17:19;"";0,60;
"Salg";5,00;06-03-2019;18:10;"";0,60;
"Salg";8,00;06-03-2019;19:17;"";0,60;
"Gebyr";-8,40;07-03-2019;00:59;"Gebyr";;
"Overførsel";119,60;07-03-2019;00:59;"Udbetaling til konto";8,40;
"Salg";14,50;07-03-2019;15:17;"";0,60;
"Salg";8,00;07-03-2019;15:22;"";0,60;
"Salg";8,00;07-03-2019;15:43;"";0,60;
"Salg";15,00;07-03-2019;17:15;"";0,60;
"Salg";8,00;07-03-2019;18:54;"";0,60;
"Salg";8,00;07-03-2019;19:52;"";0,60;
"Gebyr";-3,60;08-03-2019;00:59;"Gebyr";;
"Overførsel";57,90;08-03-2019;00:59;"Udbetaling til konto";3,60;
"Salg";8,00;08-03-2019;09:15;"";0,60;
"Salg";13,00;08-03-2019;11:36;"";0,60;
"Salg";16,00;08-03-2019;12:34;"Snittegalore";0,60;
"Salg";21,00;08-03-2019;13:28;"";0,60;
"Salg";10,00;08-03-2019;13:33;"";0,60;
"Salg";6,00;08-03-2019;13:37;"";0,60;
"Salg";8,00;08-03-2019;13:38;"";0,60;
"Salg";10,00;08-03-2019;18:41;"";0,60;
"Salg";13,00;08-03-2019;23:15;"";0,60;
"Gebyr";-5,40;09-03-2019;00:59;"Gebyr";;
"Overførsel";99,60;09-03-2019;00:59;"Udbetaling til konto";5,40;
"Salg";16,00;09-03-2019;13:34;"";0,60;
"Gebyr";-0,60;10-03-2019;00:59;"Gebyr";;
"Overførsel";15,40;10-03-2019;00:59;"Udbetaling til konto";0,60;
"Salg";13,00;10-03-2019;15:21;"";0,60;
"Gebyr";-0,60;11-03-2019;00:59;"Gebyr";;
"Overførsel";12,40;11-03-2019;00:59;"Udbetaling til konto";0,60;
"Salg";8,00;11-03-2019;12:37;"Pingui";0,60;
"Salg";8,00;11-03-2019;12:39;"";0,60;
"Salg";20,00;11-03-2019;12:54;"";0,60;
"Salg";21,00;11-03-2019;13:08;"";0,60;
"Salg";6,00;11-03-2019;14:07;"";0,60;
"Salg";4,00;11-03-2019;14:26;"Frugt";0,60;
"Salg";10,00;11-03-2019;14:48;"";0,60;
"Salg";9,00;11-03-2019;14:54;"";0,60;
"Salg";3,00;11-03-2019;15:13;"";0,60;
"Salg";5,00;11-03-2019;15:54;"";0,60;
"Salg";12,00;11-03-2019;15:57;"";0,60;
"Salg";1,00;11-03-2019;16:05;"";0,60;
"Salg";23,00;11-03-2019;16:28;"";0,60;
"Salg";5,00;11-03-2019;16:56;"";0,60;
"Salg";8,00;11-03-2019;17:04;"";0,60;
"Salg";8,00;11-03-2019;17:04;"";0,60;
"Salg";8,00;11-03-2019;17:05;"";0,60;
"Salg";8,00;11-03-2019;17:20;"";0,60;
"Salg";8,00;11-03-2019;17:24;"";0,60;
"Salg";4,00;11-03-2019;17:26;"";0,60;
"Salg";5,00;11-03-2019;17:53;"";0,60;
"Salg";4,00;11-03-2019;18:02;"";0,60;
"Salg";8,00;11-03-2019;18:08;"";0,60;
"Salg";5,00;11-03-2019;18:14;"";0,60;
"Salg";10,00;11-03-2019;18:50;"";0,60;
"Salg";8,00;11-03-2019;21:23;"";0,60;
"Salg";8,00;11-03-2019;21:42;"";0,60;
"Salg";8,00;11-03-2019;23:20;"";0,60;
"Gebyr";-16,80;12-03-2019;00:59;"Gebyr";;
"Overførsel";218,20;12-03-2019;00:59;"Udbetaling til konto";16,80;
"Salg";6,00;12-03-2019;09:26;"";0,60;
"Salg";4,00;12-03-2019;10:11;"";0,60;
"Salg";10,00;12-03-2019;10:22;"Double trouble toast";0,60;
"Salg";8,00;12-03-2019;11:40;"";0,60;
"Salg";18,00;12-03-2019;12:26;"";0,60;
"Salg";35,00;12-03-2019;13:31;"";0,60;
"Salg";5,00;12-03-2019;13:41;"Toast";0,60;
"Salg";4,00;12-03-2019;14:18;"";0,60;
"Salg";19,00;12-03-2019;14:32;"";0,60;
"Salg";5,00;12-03-2019;14:50;"";0,60;
"Salg";15,00;12-03-2019;15:08;"";0,60;
"Salg";13,00;12-03-2019;15:20;"";0,60;
"Salg";8,00;12-03-2019;15:34;"";0,60;
"Salg";8,00;12-03-2019;15:56;"";0,60;
"Salg";5,00;12-03-2019;15:59;"";0,60;
"Salg";10,00;12-03-2019;16:12;"";0,60;
"Salg";15,00;12-03-2019;16:32;"";0,60;
"Salg";8,00;12-03-2019;16:53;"";0,60;
"Salg";17,00;12-03-2019;17:04;"";0,60;
"Salg";10,00;12-03-2019;17:21;"";0,60;
"Salg";14,00;12-03-2019;20:01;"";0,60;
"Salg";13,00;12-03-2019;20:32;"alpro";0,60;
"Salg";28,00;12-03-2019;21:38;"Øl x 2";0,60;
"Gebyr";-13,80;13-03-2019;00:59;"Gebyr";;
"Overførsel";264,20;13-03-2019;00:59;"Udbetaling til konto";13,80;
"Salg";8,00;13-03-2019;03:28;"";0,60;
"Salg";8,00;13-03-2019;09:22;"";0,60;
"Salg";9,00;13-03-2019;10:24;"";0,60;
"Salg";6,00;13-03-2019;10:29;"";0,60;
"Salg";8,00;13-03-2019;11:01;"";0,60;
"Salg";12,00;13-03-2019;11:32;"";0,60;
"Salg";13,00;13-03-2019;11:34;"";0,60;
"Salg";10,00;13-03-2019;12:26;"";0,60;
"Salg";3,00;13-03-2019;12:54;"";0,60;
"Salg";8,00;13-03-2019;12:56;"Milk slice";0,60;
"Salg";10,00;13-03-2019;13:09;"";0,60;
"Salg";5,00;13-03-2019;13:10;"";0,60;
"Salg";5,00;13-03-2019;13:35;"";0,60;
"Salg";8,00;13-03-2019;13:40;"";0,60;
"Salg";10,00;13-03-2019;14:09;"";0,60;
"Salg";13,00;13-03-2019;14:24;"";0,60;
"Salg";10,00;13-03-2019;15:26;"";0,60;
"Salg";10,00;13-03-2019;16:02;"";0,60;
"Salg";8,00;13-03-2019;16:21;"";0,60;
"Salg";5,00;13-03-2019;16:38;"";0,60;
"Salg";5,00;13-03-2019;16:49;"";0,60;
"Salg";13,00;13-03-2019;16:49;"";0,60;
"Salg";34,00;13-03-2019;19:01;"";0,60;
"Salg";5,00;13-03-2019;19:19;"";0,60;
"Salg";18,00;13-03-2019;21:55;"Kawaii-soda";0,60;
"Gebyr";-15,00;14-03-2019;00:59;"Gebyr";;
"Overførsel";229,00;14-03-2019;00:59;"Udbetaling til konto";15,00;
"Salg";12,50;14-03-2019;10:14;"";0,60;
"Salg";13,00;14-03-2019;10:50;"";0,60;
"Salg";8,00;14-03-2019;11:27;"";0,60;
"Salg";15,00;14-03-2019;12:52;"";0,60;
"Salg";13,00;14-03-2019;13:10;"";0,60;
"Salg";15,00;14-03-2019;18:27;"";0,60;
"Salg";15,00;14-03-2019;18:43;"";0,60;
"Salg";4,00;14-03-2019;21:57;"";0,60;
"Gebyr";-4,80;15-03-2019;00:59;"Gebyr";;
"Overførsel";90,70;15-03-2019;00:59;"Udbetaling til konto";4,80;
"Salg";15,00;15-03-2019;09:42;"";0,60;
"Salg";13,00;15-03-2019;12:13;"";0,60;
"Salg";15,00;15-03-2019;12:41;"";0,60;
"Salg";13,00;15-03-2019;12:49;"";0,60;
"Salg";3,00;15-03-2019;13:03;"2xtoast";0,60;
"Salg";10,00;15-03-2019;16:10;"";0,60;
"Salg";5,00;15-03-2019;17:12;"";0,60;
"Salg";5,00;15-03-2019;17:33;"";0,60;
"Salg";9,00;15-03-2019;18:07;"";0,60;
"Gebyr";-5,40;16-03-2019;00:59;"Gebyr";;
"Overførsel";82,60;16-03-2019;00:59;"Udbetaling til konto";5,40;
"Salg";12,00;16-03-2019;15:57;"";0,60;
"Gebyr";-0,60;17-03-2019;00:59;"Gebyr";;
"Overførsel";11,40;17-03-2019;00:59;"Udbetaling til konto";0,60;
"Salg";8,00;18-03-2019;12:05;"";0,60;
"Salg";12,00;18-03-2019;12:23;"";0,60;
"Salg";6,00;18-03-2019;12:41;"";0,60;
"Salg";15,00;18-03-2019;13:22;"";0,60;
"Salg";9,00;18-03-2019;13:45;"";0,60;
"Salg";32,00;18-03-2019;14:17;"";0,60;
"Salg";13,00;18-03-2019;14:48;"";0,60;
"Salg";13,00;18-03-2019;15:17;"";0,60;
"Salg";8,00;18-03-2019;15:59;"";0,60;
"Salg";8,00;18-03-2019;17:20;"";0,60;
"Salg";5,00;18-03-2019;18:00;"";0,60;
"Salg";8,00;18-03-2019;18:01;"";0,60;
"Salg";8,00;18-03-2019;23:08;"";0,60;
"Gebyr";-7,80;19-03-2019;00:59;"Gebyr";;
"Overførsel";137,20;19-03-2019;00:59;"Udbetaling til konto";7,80;
"Salg";16,00;19-03-2019;01:18;"";0,60;
"Salg";8,00;19-03-2019;01:20;"";0,60;
"Salg";4,00;19-03-2019;11:09;"";0,60;
"Salg";3,00;19-03-2019;13:19;"";0,60;
"Salg";10,00;19-03-2019;14:38;"";0,60;
"Salg";8,00;19-03-2019;15:00;"";0,60;
"Salg";8,00;19-03-2019;15:00;"";0,60;
"Salg";14,00;19-03-2019;15:02;"";0,60;
"Salg";8,00;19-03-2019;15:16;"";0,60;
"Salg";8,00;19-03-2019;15:17;"";0,60;
"Salg";15,00;19-03-2019;15:20;"";0,60;
"Salg";8,00;19-03-2019;15:23;"Snitsnit";0,60;
"Salg";15,00;19-03-2019;15:26;"";0,60;
"Salg";5,00;19-03-2019;15:59;"";0,60;
"Salg";16,00;19-03-2019;16:26;"";0,60;
"Salg";13,00;19-03-2019;16:27;"";0,60;
"Salg";12,00;19-03-2019;16:33;"";0,60;
"Salg";5,00;19-03-2019;17:00;"";0,60;
"Salg";13,00;19-03-2019;17:11;"";0,60;
"Salg";8,00;19-03-2019;17:14;"";0,60;
"Salg";20,00;19-03-2019;17:15;"";0,60;
"Salg";12,00;19-03-2019;17:19;"";0,60;
"Salg";16,00;19-03-2019;18:12;"";0,60;
"Salg";32,00;19-03-2019;18:29;"";0,60;
"Salg";5,00;19-03-2019;19:44;"";0,60;
"Salg";10,00;19-03-2019;19:44;"";0,60;
"Salg";8,00;19-03-2019;22:10;"";0,60;
"Gebyr";-16,20;20-03-2019;00:59;"Gebyr";;
"Overførsel";283,80;20-03-2019;00:59;"Udbetaling til konto";16,20;
"Salg";8,00;20-03-2019;11:59;"";0,60;
"Salg";8,00;20-03-2019;12:06;"";0,60;
"Salg";10,00;20-03-2019;13:10;"";0,60;
"Salg";13,00;20-03-2019;13:11;"";0,60;
"Salg";5,00;20-03-2019;13:27;"";0,60;
"Salg";6,00;20-03-2019;13:34;"";0,60;
"Salg";10,00;20-03-2019;13:37;"Frokost";0,60;
"Salg";12,00;20-03-2019;13:50;"";0,60;
"Salg";15,00;20-03-2019;14:03;"";0,60;
"Salg";4,00;20-03-2019;14:49;"";0,60;
"Salg";4,00;20-03-2019;15:04;"";0,60;
"Salg";5,00;20-03-2019;15:34;"";0,60;
"Salg";4,00;20-03-2019;15:59;"";0,60;
"Salg";8,00;20-03-2019;16:33;"";0,60;
"Salg";8,00;20-03-2019;16:35;"";0,60;
"Salg";15,00;20-03-2019;16:37;"";0,60;
"Salg";8,00;20-03-2019;17:19;"Snit";0,60;
"Salg";8,00;20-03-2019;17:30;"";0,60;
"Salg";8,00;20-03-2019;18:39;"";0,60;
"Gebyr";-11,40;21-03-2019;00:59;"Gebyr";;
"Overførsel";147,60;21-03-2019;00:59;"Udbetaling til konto";11,40;
"Salg";20,00;22-03-2019;17:14;"Øl";0,60;
"Salg";20,00;22-03-2019;17:14;"Øl";0,60;
"Salg";14,00;22-03-2019;17:22;"Øl";0,60;
"Salg";14,00;22-03-2019;17:22;"";0,60;
"Salg";14,00;22-03-2019;17:23;"";0,60;
"Salg";20,00;22-03-2019;17:23;"";0,60;
"Salg";20,00;22-03-2019;17:24;"";0,60;
"Salg";15,00;22-03-2019;17:25;"";0,60;
"Salg";20,00;22-03-2019;17:25;"";0,60;
"Salg";25,00;22-03-2019;17:27;"";0,60;
"Salg";20,00;22-03-2019;17:29;"Øl";0,60;
"Salg";20,00;22-03-2019;17:35;"";0,60;
"Salg";20,00;22-03-2019;17:35;"";0,60;
"Salg";25,00;22-03-2019;17:36;"";0,60;
"Salg";20,00;22-03-2019;17:41;"";0,60;
"Salg";25,00;22-03-2019;17:45;"";0,60;
"Salg";14,00;22-03-2019;17:46;"";0,60;
"Salg";14,00;22-03-2019;17:46;"";0,60;
"Salg";20,00;22-03-2019;17:47;"";0,60;
"Salg";40,00;22-03-2019;17:47;"";0,60;
"Salg";14,00;22-03-2019;17:50;"";0,60;
"Salg";25,00;22-03-2019;17:50;"";0,60;
"Salg";14,00;22-03-2019;17:52;"";0,60;
"Salg";20,00;22-03-2019;17:53;"";0,60;
"Salg";14,00;22-03-2019;17:54;"";0,60;
"Salg";15,00;22-03-2019;17:55;"";0,60;
"Salg";20,00;22-03-2019;17:55;"Øl";0,60;
"Salg";20,00;22-03-2019;17:56;"";0,60;
"Salg";20,00;22-03-2019;18:02;"";0,60;
"Salg";15,00;22-03-2019;18:03;"";0,60;
"Salg";20,00;22-03-2019;18:03;"";0,60;
"Salg";25,00;22-03-2019;18:05;"";0,60;
"Salg";14,00;22-03-2019;18:05;"";0,60;
"Salg";36,00;22-03-2019;18:07;"";0,60;
"Salg";14,00;22-03-2019;18:09;"";0,60;
"Salg";50,00;22-03-2019;18:11;"";0,60;
"Salg";20,00;22-03-2019;18:13;"";0,60;
"Salg";25,00;22-03-2019;18:18;"";0,60;
"Salg";20,00;22-03-2019;18:19;"Øl";0,60;
"Salg";40,00;22-03-2019;18:19;"";0,60;
"Salg";20,00;22-03-2019;18:19;"";0,60;
"Salg";14,00;22-03-2019;18:23;"";0,60;
"Salg";40,00;22-03-2019;18:24;"";0,60;
"Salg";14,00;22-03-2019;18:24;"";0,60;
"Salg";25,00;22-03-2019;18:25;"";0,60;
"Salg";25,00;22-03-2019;18:29;"";0,60;
"Salg";14,00;22-03-2019;18:29;"";0,60;
"Salg";28,00;22-03-2019;18:30;"";0,60;
"Salg";20,00;22-03-2019;18:30;"";0,60;
"Salg";20,00;22-03-2019;18:31;"";0,60;
"Salg";25,00;22-03-2019;18:32;"";0,60;
"Salg";25,00;22-03-2019;18:33;"";0,60;
"Salg";15,00;22-03-2019;18:33;"";0,60;
"Salg";66,00;22-03-2019;18:34;"";0,60;
"Salg";28,00;22-03-2019;18:34;"";0,60;
"Salg";25,00;22-03-2019;18:34;"";0,60;
"Salg";10,00;22-03-2019;18:35;"";0,60;
"Salg";15,00;22-03-2019;18:37;"";0,60;
"Salg";25,00;22-03-2019;18:37;"";0,60;
"Salg";20,00;22-03-2019;18:38;"";0,60;
"Salg";20,00;22-03-2019;18:48;"";0,60;
"Salg";15,00;22-03-2019;18:50;"";0,60;
"Salg";14,00;22-03-2019;18:51;"";0,60;
"Salg";15,00;22-03-2019;18:51;"";0,60;
"Salg";15,00;22-03-2019;18:51;"";0,60;
"Salg";50,00;22-03-2019;18:53;"";0,60;
"Salg";25,00;22-03-2019;18:55;"";0,60;
"Salg";25,00;22-03-2019;18:55;"";0,60;
"Salg";10,00;22-03-2019;18:56;"";0,60;
"Salg";14,00;22-03-2019;18:57;"";0,60;
"Salg";20,00;22-03-2019;18:58;"";0,60;
"Salg";40,00;22-03-2019;18:58;"";0,60;
"Salg";14,00;22-03-2019;19:00;"";0,60;
"Salg";25,00;22-03-2019;19:01;"";0,60;
"Salg";20,00;22-03-2019;19:03;"";0,60;
"Salg";40,00;22-03-2019;19:04;"";0,60;
"Salg";20,00;22-03-2019;19:08;"";0,60;
"Salg";14,00;22-03-2019;19:08;"";0,60;
"Salg";28,00;22-03-2019;19:08;"";0,60;
"Salg";25,00;22-03-2019;19:15;"";0,60;
"Salg";14,00;22-03-2019;19:17;"";0,60;
"Salg";14,00;22-03-2019;19:18;"";0,60;
"Salg";25,00;22-03-2019;19:18;"";0,60;
"Salg";25,00;22-03-2019;19:18;"";0,60;
"Salg";14,00;22-03-2019;19:19;"";0,60;
"Salg";50,00;22-03-2019;19:20;"";0,60;
"Salg";25,00;22-03-2019;19:22;"";0,60;
"Salg";14,00;22-03-2019;19:22;"";0,60;
"Salg";14,00;22-03-2019;19:23;"";0,60;
"Salg";14,00;22-03-2019;19:24;"";0,60;
"Salg";34,00;22-03-2019;19:28;"";0,60;
"Salg";20,00;22-03-2019;19:29;"";0,60;
"Salg";50,00;22-03-2019;19:29;"";0,60;
"Salg";20,00;22-03-2019;19:30;"";0,60;
"Salg";60,00;22-03-2019;19:37;"";0,60;
"Salg";42,00;22-03-2019;19:39;"";0,60;
"Salg";10,00;22-03-2019;19:40;"";0,60;
"Salg";42,00;22-03-2019;19:41;"";0,60;
"Salg";25,00;22-03-2019;19:41;"";0,60;
"Salg";14,00;22-03-2019;19:46;"";0,60;
"Salg";28,00;22-03-2019;19:50;"";0,60;
"Salg";15,00;22-03-2019;19:50;"";0,60;
"Salg";10,00;22-03-2019;19:52;"";0,60;
"Salg";34,00;22-03-2019;19:54;"";0,60;
"Salg";40,00;22-03-2019;19:55;"";0,60;
"Salg";98,00;22-03-2019;19:58;"";0,60;
"Salg";14,00;22-03-2019;19:59;"";0,60;
"Salg";20,00;22-03-2019;20:00;"";0,60;
"Salg";40,00;22-03-2019;20:01;"";0,60;
"Salg";28,00;22-03-2019;20:03;"";0,60;
"Salg";14,00;22-03-2019;20:03;"";0,60;
"Salg";28,00;22-03-2019;20:04;"";0,60;
"Salg";15,00;22-03-2019;20:05;"";0,60;
"Salg";20,00;22-03-2019;20:06;"";0,60;
"Salg";42,00;22-03-2019;20:07;"";0,60;
"Salg";10,00;22-03-2019;20:07;"";0,60;
"Salg";14,00;22-03-2019;20:09;"";0,60;
"Salg";25,00;22-03-2019;20:09;"";0,60;
"Salg";14,00;22-03-2019;20:10;"";0,60;
"Salg";25,00;22-03-2019;20:14;"Drink";0,60;
"Salg";14,00;22-03-2019;20:14;"";0,60;
"Salg";28,00;22-03-2019;20:15;"";0,60;
"Salg";14,00;22-03-2019;20:18;"";0,60;
"Salg";25,00;22-03-2019;20:20;"";0,60;
"Salg";25,00;22-03-2019;20:21;"";0,60;
"Salg";14,00;22-03-2019;20:22;"";0,60;
"Salg";78,00;22-03-2019;20:26;"";0,60;
"Salg";45,00;22-03-2019;20:28;"";0,60;
"Salg";14,00;22-03-2019;20:28;"";0,60;
"Salg";25,00;22-03-2019;20:28;"";0,60;
"Salg";45,00;22-03-2019;20:29;"";0,60;
"Salg";14,00;22-03-2019;20:32;"";0,60;
"Salg";35,00;22-03-2019;20:33;"";0,60;
"Salg";14,00;22-03-2019;20:34;"";0,60;
"Salg";20,00;22-03-2019;20:34;"";0,60;
"Salg";14,00;22-03-2019;20:37;"";0,60;
"Salg";14,00;22-03-2019;20:38;"";0,60;
"Salg";28,00;22-03-2019;20:39;"";0,60;
"Salg";20,00;22-03-2019;20:39;"";0,60;
"Salg";75,00;22-03-2019;20:41;"";0,60;
"Salg";20,00;22-03-2019;20:42;"";0,60;
"Salg";25,00;22-03-2019;20:44;"";0,60;
"Salg";28,00;22-03-2019;20:45;"";0,60;
"Salg";50,00;22-03-2019;20:45;"";0,60;
"Salg";56,00;22-03-2019;20:46;"";0,60;
"Salg";20,00;22-03-2019;20:47;"";0,60;
"Salg";25,00;22-03-2019;20:48;"";0,60;
"Salg";28,00;22-03-2019;20:51;"";0,60;
"Salg";28,00;22-03-2019;20:55;"";0,60;
"Salg";20,00;22-03-2019;20:55;"";0,60;
"Salg";15,00;22-03-2019;20:56;"";0,60;
"Salg";25,00;22-03-2019;20:57;"";0,60;
"Salg";14,00;22-03-2019;20:58;"";0,60;
"Salg";14,00;22-03-2019;20:58;"";0,60;
"Salg";14,00;22-03-2019;20:58;"";0,60;
"Salg";28,00;22-03-2019;20:59;"Øl";0,60;
"Salg";28,00;22-03-2019;21:00;"";0,60;
"Salg";30,00;22-03-2019;21:03;"";0,60;
"Salg";28,00;22-03-2019;21:03;"";0,60;
"Salg";25,00;22-03-2019;21:05;"";0,60;
"Salg";14,00;22-03-2019;21:07;"";0,60;
"Salg";2,00;22-03-2019;21:07;"";0,60;
"Salg";28,00;22-03-2019;21:08;"";0,60;
"Salg";14,00;22-03-2019;21:09;"";0,60;
"Salg";29,00;22-03-2019;21:11;"";0,60;
"Salg";14,00;22-03-2019;21:15;"Øl";0,60;
"Salg";14,00;22-03-2019;21:16;"";0,60;
"Salg";25,00;22-03-2019;21:17;"";0,60;
"Salg";29,00;22-03-2019;21:17;"";0,60;
"Salg";18,00;22-03-2019;21:19;"";0,60;
"Salg";28,00;22-03-2019;21:19;"";0,60;
"Salg";10,00;22-03-2019;21:19;"";0,60;
"Salg";14,00;22-03-2019;21:23;"";0,60;
"Salg";20,00;22-03-2019;21:25;"";0,60;
"Salg";20,00;22-03-2019;21:26;"";0,60;
"Salg";50,00;22-03-2019;21:27;"";0,60;
"Salg";50,00;22-03-2019;21:27;"";0,60;
"Salg";14,00;22-03-2019;21:29;"";0,60;
"Salg";14,00;22-03-2019;21:29;"";0,60;
"Salg";90,00;22-03-2019;21:30;"";0,60;
"Salg";42,00;22-03-2019;21:33;"";0,60;
"Salg";90,00;22-03-2019;21:33;"";0,60;
"Salg";25,00;22-03-2019;21:34;"";0,60;
"Salg";14,00;22-03-2019;21:34;"";0,60;
"Salg";14,00;22-03-2019;21:35;"";0,60;
"Salg";30,00;22-03-2019;21:37;"";0,60;
"Salg";28,00;22-03-2019;21:38;"";0,60;
"Salg";14,00;22-03-2019;21:38;"Øl";0,60;
"Salg";15,00;22-03-2019;21:38;"";0,60;
"Salg";28,00;22-03-2019;21:39;"";0,60;
"Salg";14,00;22-03-2019;21:40;"";0,60;
"Salg";14,00;22-03-2019;21:41;"";0,60;
"Salg";14,00;22-03-2019;21:41;"";0,60;
"Salg";14,00;22-03-2019;21:41;"";0,60;
"Salg";25,00;22-03-2019;21:42;"";0,60;
"Salg";90,00;22-03-2019;21:42;"";0,60;
"Salg";28,00;22-03-2019;21:43;"Øl";0,60;
"Salg";14,00;22-03-2019;21:43;"";0,60;
"Salg";25,00;22-03-2019;21:43;"";0,60;
"Salg";14,00;22-03-2019;21:46;"";0,60;
"Salg";20,00;22-03-2019;21:49;"";0,60;
"Salg";14,00;22-03-2019;21:52;"";0,60;
"Salg";50,00;22-03-2019;21:57;"";0,60;
"Salg";6,00;22-03-2019;21:58;"";0,60;
"Salg";20,00;22-03-2019;21:59;"";0,60;
"Salg";14,00;22-03-2019;21:59;"";0,60;
"Salg";10,00;22-03-2019;22:05;"";0,60;
"Salg";10,00;22-03-2019;22:05;"";0,60;
"Salg";76,00;22-03-2019;22:08;"";0,60;
"Salg";30,00;22-03-2019;22:09;"";0,60;
"Salg";14,00;22-03-2019;22:10;"";0,60;
"Salg";15,00;22-03-2019;22:10;"";0,60;
"Salg";30,00;22-03-2019;22:14;"";0,60;
"Salg";14,00;22-03-2019;22:15;"";0,60;
"Salg";14,00;22-03-2019;22:17;"";0,60;
"Salg";25,00;22-03-2019;22:17;"";0,60;
"Salg";14,00;22-03-2019;22:19;"";0,60;
"Salg";14,00;22-03-2019;22:20;"";0,60;
"Salg";14,00;22-03-2019;22:24;"";0,60;
"Salg";28,00;22-03-2019;22:28;"";0,60;
"Salg";14,00;22-03-2019;22:32;"Øl";0,60;
"Salg";28,00;22-03-2019;22:32;"";0,60;
"Salg";28,00;22-03-2019;22:32;"";0,60;
"Salg";14,00;22-03-2019;22:36;"";0,60;
"Salg";20,00;22-03-2019;22:37;"";0,60;
"Salg";25,00;22-03-2019;22:38;"";0,60;
"Salg";25,00;22-03-2019;22:39;"";0,60;
"Salg";14,00;22-03-2019;22:40;"";0,60;
"Salg";28,00;22-03-2019;22:44;"";0,60;
"Salg";25,00;22-03-2019;22:46;"";0,60;
"Salg";14,00;22-03-2019;22:47;"";0,60;
"Salg";12,00;22-03-2019;22:50;"";0,60;
"Salg";50,00;22-03-2019;22:51;"";0,60;
"Salg";42,00;22-03-2019;22:53;"";0,60;
"Salg";25,00;22-03-2019;22:53;"";0,60;
"Salg";40,00;22-03-2019;22:54;"";0,60;
"Salg";25,00;22-03-2019;22:55;"";0,60;
"Salg";42,00;22-03-2019;22:57;"3 øl";0,60;
"Salg";125,00;22-03-2019;22:58;"";0,60;
"Salg";25,00;22-03-2019;23:04;"";0,60;
"Salg";14,00;22-03-2019;23:08;"";0,60;
"Salg";14,00;22-03-2019;23:09;"";0,60;
