"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";
"Salg";2,00;08-01-2019;17:09;"";0,75;
"Salg";5,00;08-01-2019;17:12;"";0,75;
"Salg";5,00;08-01-2019;17:14;"";0,75;
"Salg";8,00;08-01-2019;17:40;"";0,75;
"Salg";10,00;08-01-2019;18:05;"";0,75;
"Gebyr";-11,25;09-01-2019;00:59;"Gebyr";;
"Overførsel";149,75;09-01-2019;00:59;"Udbetaling til konto";11,25;
"Salg";10,00;09-01-2019;12:41;"";0,75;
"Salg";5,00;09-01-2019;13:19;"";0,75;
"Salg";10,00;09-01-2019;13:22;"";0,75;
"Salg";15,00;09-01-2019;13:39;"";0,75;
"Salg";10,00;09-01-2019;14:04;"";0,75;
"Salg";10,00;09-01-2019;14:07;"";0,75;
"Salg";10,00;09-01-2019;14:40;"";0,75;
"Salg";14,00;09-01-2019;15:43;"";0,75;
"Salg";10,50;09-01-2019;16:21;"";0,75;
"Salg";10,00;09-01-2019;18:29;"Snitte og yuggi";0,75;
"Salg";15,00;09-01-2019;18:51;"";0,75;
"Salg";10,00;09-01-2019;19:10;"";0,75;
"Salg";5,00;09-01-2019;20:06;"";0,75;
"Salg";5,00;09-01-2019;20:11;"";0,75;
"Salg";20,00;10-01-2019;00:48;"";0,75;
"Gebyr";-11,25;10-01-2019;00:59;"Gebyr";;
"Overførsel";148,25;10-01-2019;00:59;"Udbetaling til konto";11,25;
"Salg";16,00;10-01-2019;10:48;"Toast";0,75;
"Salg";5,00;10-01-2019;11:28;"";0,75;
"Salg";5,00;10-01-2019;12:11;"";0,75;
"Salg";5,00;10-01-2019;12:12;"";0,75;
"Salg";10,00;10-01-2019;13:03;"";0,75;
"Salg";6,00;10-01-2019;13:19;"3x brød";0,75;
"Salg";14,00;10-01-2019;13:37;"";0,75;
"Salg";30,00;10-01-2019;17:39;"";0,75;
"Salg";5,00;10-01-2019;20:05;"";0,75;
"Gebyr";-6,75;11-01-2019;00:59;"Gebyr";;
"Overførsel";89,25;11-01-2019;00:59;"Udbetaling til konto";6,75;
"Salg";8,00;11-01-2019;11:15;"";0,75;
"Salg";13,00;11-01-2019;11:45;"";0,75;
"Salg";15,00;11-01-2019;12:27;"";0,75;
"Salg";10,00;11-01-2019;13:20;"";0,75;
"Salg";10,00;11-01-2019;13:34;"";0,75;
"Salg";10,00;11-01-2019;18:01;"";0,75;
"Salg";14,00;11-01-2019;19:29;"";0,75;
"Salg";14,00;11-01-2019;21:04;"";0,75;
"Gebyr";-6,00;12-01-2019;00:59;"Gebyr";;
"Overførsel";88,00;12-01-2019;00:59;"Udbetaling til konto";6,00;
"Salg";10,00;12-01-2019;12:57;"";0,75;
"Salg";4,50;12-01-2019;13:06;"3 slices of bread";0,75;
"Salg";13,00;12-01-2019;13:42;"";0,75;
"Salg";5,00;12-01-2019;16:47;"";0,75;
"Salg";13,00;12-01-2019;16:58;"";0,75;
"Salg";14,00;12-01-2019;21:44;"";0,75;
"Salg";14,00;12-01-2019;21:44;"";0,75;
"Gebyr";-5,25;13-01-2019;00:59;"Gebyr";;
"Overførsel";68,25;13-01-2019;00:59;"Udbetaling til konto";5,25;
"Salg";8,00;13-01-2019;10:52;"";0,75;
"Salg";10,00;13-01-2019;13:45;"";0,75;
"Salg";24,00;13-01-2019;14:28;"";0,75;
"Salg";5,00;13-01-2019;14:30;"Tååååst";0,75;
"Gebyr";-3,00;14-01-2019;00:59;"Gebyr";;
"Overførsel";44,00;14-01-2019;00:59;"Udbetaling til konto";3,00;
"Salg";8,00;14-01-2019;11:53;"";0,75;
"Salg";16,00;14-01-2019;11:54;"";0,75;
"Salg";13,00;14-01-2019;12:45;"";0,75;
"Salg";7,00;14-01-2019;13:01;"";0,75;
"Salg";6,50;14-01-2019;13:30;"";0,75;
"Salg";5,00;14-01-2019;13:30;"";0,75;
"Salg";14,00;14-01-2019;13:55;"";0,75;
"Salg";13,00;14-01-2019;14:29;"";0,75;
"Salg";14,00;14-01-2019;15:02;"";0,75;
"Salg";16,00;14-01-2019;15:17;"";0,75;
"Salg";10,00;14-01-2019;16:02;"";0,75;
"Salg";5,00;14-01-2019;16:04;"";0,75;
"Salg";14,00;14-01-2019;16:28;"";0,75;
"Salg";5,00;14-01-2019;17:32;"Toast";0,75;
"Salg";5,00;14-01-2019;17:32;"";0,75;
"Salg";10,00;14-01-2019;19:36;"";0,75;
"Salg";8,00;14-01-2019;22:15;"";0,75;
"Salg";8,00;14-01-2019;22:17;"";0,75;
"Salg";5,00;14-01-2019;23:22;"";0,75;
"Gebyr";-14,25;15-01-2019;00:59;"Gebyr";;
"Overførsel";168,25;15-01-2019;00:59;"Udbetaling til konto";14,25;
"Salg";8,00;15-01-2019;03:06;"";0,75;
"Salg";8,00;15-01-2019;03:51;"";0,75;
"Salg";4,00;15-01-2019;04:14;"Banan";0,75;
"Salg";4,00;15-01-2019;04:15;"";0,75;
"Salg";8,00;15-01-2019;09:31;"";0,75;
"Salg";13,00;15-01-2019;10:45;"";0,75;
"Salg";6,00;15-01-2019;11:37;"";0,75;
"Salg";13,00;15-01-2019;12:01;"";0,75;
"Salg";6,00;15-01-2019;12:38;"";0,75;
"Salg";8,00;15-01-2019;12:46;"";0,75;
"Salg";15,00;15-01-2019;12:46;"";0,75;
"Salg";13,00;15-01-2019;13:48;"";0,75;
"Salg";14,00;15-01-2019;14:08;"";0,75;
"Salg";8,00;15-01-2019;15:08;"";0,75;
"Salg";15,00;15-01-2019;15:54;"";0,75;
"Salg";50,00;15-01-2019;16:28;"";0,75;
"Salg";14,00;15-01-2019;17:17;"";0,75;
"Salg";20,00;15-01-2019;17:20;"";0,75;
"Salg";8,00;15-01-2019;20:23;"";0,75;
"Salg";14,00;15-01-2019;23:25;"";0,75;
"Gebyr";-15,00;16-01-2019;00:59;"Gebyr";;
"Overførsel";234,00;16-01-2019;00:59;"Udbetaling til konto";15,00;
"Salg";8,00;16-01-2019;11:46;"";0,75;
"Salg";14,00;16-01-2019;14:16;"";0,75;
"Salg";8,00;16-01-2019;15:18;"";0,75;
"Salg";14,00;16-01-2019;15:43;"";0,75;
"Salg";14,00;16-01-2019;15:53;"";0,75;
"Salg";24,00;16-01-2019;16:13;"";0,75;
"Salg";8,00;16-01-2019;17:33;"";0,75;
"Salg";14,00;16-01-2019;19:30;"";0,75;
"Salg";14,00;16-01-2019;20:11;"";0,75;
"Salg";38,00;16-01-2019;20:47;"";0,75;
"Salg";33,00;16-01-2019;20:48;"";0,75;
"Salg";4,00;16-01-2019;21:01;"";0,75;
"Salg";10,00;16-01-2019;22:40;"";0,75;
"Gebyr";-9,75;17-01-2019;00:59;"Gebyr";;
"Overførsel";193,25;17-01-2019;00:59;"Udbetaling til konto";9,75;
"Salg";15,00;17-01-2019;03:05;"";0,75;
"Salg";13,00;17-01-2019;10:57;"";0,75;
"Salg";8,00;17-01-2019;13:06;"";0,75;
"Salg";10,00;17-01-2019;13:14;"";0,75;
"Salg";10,00;17-01-2019;13:16;"";0,75;
"Salg";50,00;17-01-2019;13:26;"";0,75;
"Salg";14,00;17-01-2019;13:36;"";0,75;
"Salg";29,00;17-01-2019;13:48;"";0,75;
"Salg";14,00;17-01-2019;15:10;"";0,75;
"Salg";12,00;17-01-2019;15:58;"Øl";0,75;
"Salg";6,00;17-01-2019;16:16;"";0,75;
"Salg";5,00;17-01-2019;16:56;"";0,75;
"Salg";24,00;17-01-2019;17:10;"";0,75;
"Salg";24,00;17-01-2019;17:47;"";0,75;
"Salg";14,00;17-01-2019;18:11;"";0,75;
"Salg";14,00;17-01-2019;19:13;"";0,75;
"Salg";15,00;17-01-2019;19:57;"";0,75;
"Salg";28,00;17-01-2019;21:18;"";0,75;
"Gebyr";-13,50;18-01-2019;00:59;"Gebyr";;
"Overførsel";291,50;18-01-2019;00:59;"Udbetaling til konto";13,50;
"Salg";14,00;18-01-2019;01:05;"";0,75;
"Salg";13,00;18-01-2019;10:49;"";0,75;
"Salg";14,00;18-01-2019;11:22;"";0,75;
"Salg";6,00;18-01-2019;13:32;"";0,75;
"Salg";6,00;18-01-2019;14:16;"";0,75;
"Salg";13,00;18-01-2019;15:04;"";0,75;
"Salg";14,00;18-01-2019;15:25;"";0,75;
"Salg";15,00;18-01-2019;17:17;"";0,75;
"Gebyr";-6,00;19-01-2019;00:59;"Gebyr";;
"Overførsel";89,00;19-01-2019;00:59;"Udbetaling til konto";6,00;
"Salg";15,00;19-01-2019;11:13;"";0,75;
"Gebyr";-0,75;20-01-2019;00:59;"Gebyr";;
"Overførsel";14,25;20-01-2019;00:59;"Udbetaling til konto";0,75;
"Salg";8,00;20-01-2019;12:10;"";0,75;
"Gebyr";-0,75;21-01-2019;00:59;"Gebyr";;
"Overførsel";7,25;21-01-2019;00:59;"Udbetaling til konto";0,75;
"Salg";12,00;21-01-2019;11:04;"Pålæg";0,75;
"Salg";15,00;21-01-2019;14:07;"";0,75;
"Salg";15,00;21-01-2019;14:17;"";0,75;
"Salg";15,00;21-01-2019;16:32;"";0,75;
"Salg";13,00;21-01-2019;18:03;"";0,75;
"Gebyr";-3,75;22-01-2019;00:59;"Gebyr";;
"Overførsel";66,25;22-01-2019;00:59;"Udbetaling til konto";3,75;
"Salg";12,00;22-01-2019;16:27;"";0,75;
"Salg";13,00;22-01-2019;18:03;"";0,75;
"Gebyr";-1,50;23-01-2019;00:59;"Gebyr";;
"Overførsel";23,50;23-01-2019;00:59;"Udbetaling til konto";1,50;
"Salg";14,00;24-01-2019;21:55;"";0,75;
"Gebyr";-0,75;25-01-2019;00:59;"Gebyr";;
"Overførsel";13,25;25-01-2019;00:59;"Udbetaling til konto";0,75;
"Salg";13,00;25-01-2019;17:04;"";0,75;
"Gebyr";-0,75;26-01-2019;00:59;"Gebyr";;
"Overførsel";12,25;26-01-2019;00:59;"Udbetaling til konto";0,75;
