"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";
"Salg";14,00;11-02-2019;11:53;"";0,75;
"Salg";3,00;11-02-2019;12:09;"";0,75;
"Salg";5,00;11-02-2019;13:04;"";0,75;
"Salg";5,00;11-02-2019;13:07;"";0,75;
"Salg";18,00;11-02-2019;14:51;"";0,75;
"Salg";20,00;11-02-2019;14:53;"";0,75;
"Salg";20,00;11-02-2019;15:01;"";0,75;
"Salg";5,00;11-02-2019;15:55;"";0,75;
"Salg";6,00;11-02-2019;16:10;"";0,75;
"Salg";8,00;11-02-2019;17:27;"";0,75;
"Salg";15,00;11-02-2019;23:48;"";0,75;
"Gebyr";-8,25;12-02-2019;00:59;"Gebyr";;
"Overførsel";110,75;12-02-2019;00:59;"Udbetaling til konto";8,25;
"Salg";8,00;12-02-2019;10:15;"";0,75;
"Salg";8,00;12-02-2019;11:38;"";0,75;
"Salg";8,00;12-02-2019;11:54;"";0,75;
"Salg";15,00;12-02-2019;13:35;"";0,75;
"Salg";8,00;12-02-2019;14:08;"";0,75;
"Salg";8,00;12-02-2019;14:09;"";0,75;
"Salg";13,00;12-02-2019;15:54;"";0,75;
"Salg";3,00;12-02-2019;16:19;"";0,75;
"Salg";6,00;12-02-2019;16:30;"";0,75;
"Salg";8,00;12-02-2019;16:49;"";0,75;
"Salg";8,00;12-02-2019;17:09;"";0,75;
"Salg";8,00;12-02-2019;17:11;"";0,75;
"Salg";8,00;12-02-2019;17:13;"";0,75;
"Gebyr";-9,75;13-02-2019;00:59;"Gebyr";;
"Overførsel";99,25;13-02-2019;00:59;"Udbetaling til konto";9,75;
"Salg";8,00;13-02-2019;09:24;"";0,75;
"Salg";8,00;13-02-2019;12:09;"";0,75;
"Salg";13,00;13-02-2019;13:08;"";0,75;
"Salg";10,00;13-02-2019;13:15;"";0,75;
"Salg";4,00;13-02-2019;13:21;"";0,75;
"Salg";5,00;13-02-2019;13:32;"";0,75;
"Salg";5,00;13-02-2019;13:44;"";0,75;
"Salg";26,00;13-02-2019;13:45;"";0,75;
"Salg";16,00;13-02-2019;16:43;"";0,75;
"Salg";8,00;13-02-2019;17:40;"";0,75;
"Salg";10,00;13-02-2019;18:32;"";0,75;
"Salg";15,00;13-02-2019;18:33;"Tåååst";0,75;
"Salg";60,00;13-02-2019;18:51;"";0,75;
"Salg";5,00;13-02-2019;19:13;"";0,75;
"Gebyr";-10,50;14-02-2019;00:59;"Gebyr";;
"Overførsel";182,50;14-02-2019;00:59;"Udbetaling til konto";10,50;
"Salg";8,00;14-02-2019;09:47;"";0,75;
"Salg";5,00;14-02-2019;10:48;"";0,75;
"Salg";5,00;14-02-2019;10:48;"";0,75;
"Salg";5,00;14-02-2019;13:18;"\ud83e\udd6a";0,75;
"Salg";5,00;14-02-2019;13:31;"";0,75;
"Salg";10,00;14-02-2019;13:40;"";0,75;
"Salg";15,00;14-02-2019;13:49;"";0,75;
"Salg";13,00;14-02-2019;19:01;"";0,75;
"Gebyr";-6,00;15-02-2019;00:59;"Gebyr";;
"Overførsel";60,00;15-02-2019;00:59;"Udbetaling til konto";6,00;
"Salg";8,00;15-02-2019;09:49;"";0,75;
"Salg";15,00;15-02-2019;13:28;"";0,75;
"Salg";5,00;15-02-2019;13:35;"";0,75;
"Salg";26,00;15-02-2019;13:41;"";0,75;
"Salg";10,00;15-02-2019;13:50;"";0,75;
"Salg";8,00;15-02-2019;14:16;"";0,75;
"Salg";5,00;15-02-2019;15:31;"";0,75;
"Gebyr";-5,25;16-02-2019;00:59;"Gebyr";;
"Overførsel";71,75;16-02-2019;00:59;"Udbetaling til konto";5,25;
"Salg";9,00;16-02-2019;15:49;"";0,75;
"Gebyr";-0,75;17-02-2019;00:59;"Gebyr";;
"Overførsel";8,25;17-02-2019;00:59;"Udbetaling til konto";0,75;
"Salg";5,00;18-02-2019;09:33;"";0,75;
"Salg";5,00;18-02-2019;13:33;"";0,75;
"Salg";10,00;18-02-2019;15:31;"";0,75;
"Salg";12,00;18-02-2019;16:29;"";0,75;
"Salg";13,00;18-02-2019;17:10;"";0,75;
"Salg";15,00;18-02-2019;17:15;"";0,75;
"Salg";5,00;18-02-2019;17:26;"";0,75;
"Salg";15,00;18-02-2019;18:04;"";0,75;
"Salg";8,00;18-02-2019;18:38;"";0,75;
"Gebyr";-6,75;19-02-2019;00:59;"Gebyr";;
"Overførsel";81,25;19-02-2019;00:59;"Udbetaling til konto";6,75;
"Salg";8,00;19-02-2019;10:59;"";0,75;
"Salg";13,00;19-02-2019;11:52;"";0,75;
"Salg";5,00;19-02-2019;12:03;"";0,75;
"Salg";8,00;19-02-2019;12:04;"";0,75;
"Salg";3,00;19-02-2019;12:40;"";0,75;
"Salg";5,00;19-02-2019;13:18;"";0,75;
"Salg";13,00;19-02-2019;15:32;"";0,75;
"Salg";5,00;19-02-2019;15:59;"";0,75;
"Salg";5,00;19-02-2019;16:05;"";0,75;
"Salg";5,00;19-02-2019;16:10;"";0,75;
"Salg";6,00;19-02-2019;17:13;"";0,75;
"Salg";4,00;19-02-2019;17:14;"";0,75;
"Salg";8,00;19-02-2019;17:29;"Pengui";0,75;
"Salg";4,00;19-02-2019;17:44;"";0,75;
"Salg";10,00;19-02-2019;18:53;"";0,75;
"Salg";4,00;19-02-2019;19:14;"";0,75;
"Salg";4,00;19-02-2019;21:28;"";0,75;
"Gebyr";-12,75;20-02-2019;00:59;"Gebyr";;
"Overførsel";97,25;20-02-2019;00:59;"Udbetaling til konto";12,75;
"Salg";8,00;20-02-2019;09:26;"";0,75;
"Salg";13,00;20-02-2019;09:40;"";0,75;
"Salg";13,00;20-02-2019;10:45;"";0,75;
"Salg";8,00;20-02-2019;11:54;"";0,75;
"Salg";8,00;20-02-2019;12:33;"";0,75;
"Salg";8,00;20-02-2019;12:33;"";0,75;
"Salg";10,00;20-02-2019;13:10;"";0,75;
"Salg";10,00;20-02-2019;13:13;"";0,75;
"Salg";15,00;20-02-2019;13:25;"";0,75;
"Salg";9,00;20-02-2019;13:54;"";0,75;
"Salg";10,00;20-02-2019;14:08;"";0,75;
"Salg";16,00;20-02-2019;14:10;"";0,75;
"Salg";5,00;20-02-2019;15:47;"";0,75;
"Salg";8,00;20-02-2019;15:54;"";0,75;
"Salg";6,00;20-02-2019;16:00;"";0,75;
"Salg";10,00;20-02-2019;16:34;"";0,75;
"Salg";20,00;20-02-2019;17:01;"";0,75;
"Salg";5,00;20-02-2019;17:38;"";0,75;
"Gebyr";-13,50;21-02-2019;00:59;"Gebyr";;
"Overførsel";168,50;21-02-2019;00:59;"Udbetaling til konto";13,50;
"Salg";8,00;21-02-2019;09:35;"";0,75;
"Salg";8,00;21-02-2019;10:37;"";0,75;
"Salg";13,00;21-02-2019;10:37;"";0,75;
"Salg";5,00;21-02-2019;10:58;"";0,75;
"Salg";5,00;21-02-2019;10:59;"";0,75;
"Salg";8,00;21-02-2019;11:31;"";0,75;
"Salg";8,00;21-02-2019;11:56;"";0,75;
"Salg";18,00;21-02-2019;11:59;"";0,75;
"Salg";8,00;21-02-2019;13:23;"";0,75;
"Salg";8,00;21-02-2019;13:39;"";0,75;
"Salg";5,00;21-02-2019;14:16;"";0,75;
"Salg";8,00;21-02-2019;15:21;"";0,75;
"Gebyr";-9,00;22-02-2019;00:59;"Gebyr";;
"Overførsel";93,00;22-02-2019;00:59;"Udbetaling til konto";9,00;
"Salg";8,00;22-02-2019;10:18;"";0,75;
"Salg";8,00;22-02-2019;11:01;"";0,75;
"Salg";8,00;22-02-2019;11:01;"";0,75;
"Salg";10,00;22-02-2019;12:20;"";0,75;
"Salg";8,00;22-02-2019;12:35;"";0,75;
"Salg";13,00;22-02-2019;12:39;"";0,75;
"Salg";3,00;22-02-2019;13:37;"";0,75;
"Salg";19,00;22-02-2019;13:38;"";0,75;
"Salg";5,00;22-02-2019;14:13;"";0,75;
"Salg";13,00;22-02-2019;14:28;"";0,75;
"Salg";13,00;22-02-2019;14:28;"";0,75;
"Salg";11,00;22-02-2019;15:23;"";0,75;
"Salg";5,00;22-02-2019;19:23;"";0,75;
"Salg";5,00;22-02-2019;19:23;"";0,75;
"Salg";36,00;22-02-2019;19:37;"";0,75;
"Salg";5,00;22-02-2019;19:38;"";0,75;
"Salg";5,00;22-02-2019;23:53;"Toaaaaaast";0,75;
"Gebyr";-12,75;23-02-2019;00:59;"Gebyr";;
"Overførsel";162,25;23-02-2019;00:59;"Udbetaling til konto";12,75;
"Salg";13,00;23-02-2019;13:57;"";0,75;
"Gebyr";-0,75;24-02-2019;00:59;"Gebyr";;
"Overførsel";12,25;24-02-2019;00:59;"Udbetaling til konto";0,75;
"Salg";8,00;25-02-2019;09:21;"";0,75;
"Salg";20,00;25-02-2019;12:04;"";0,75;
"Salg";5,00;25-02-2019;12:58;"";0,75;
"Salg";8,00;25-02-2019;13:20;"";0,75;
"Salg";12,00;25-02-2019;13:28;"";0,75;
"Salg";8,00;25-02-2019;15:15;"";0,75;
"Salg";3,00;25-02-2019;15:46;"";0,75;
"Salg";12,00;25-02-2019;16:25;"";0,75;
"Salg";10,00;25-02-2019;16:32;"";0,75;
"Salg";8,00;25-02-2019;16:33;"";0,75;
"Salg";24,00;25-02-2019;16:35;"";0,75;
"Salg";8,00;25-02-2019;16:44;"";0,75;
"Salg";8,00;25-02-2019;17:07;"";0,75;
"Salg";8,00;25-02-2019;17:07;"";0,75;
"Salg";16,00;25-02-2019;17:27;"";0,75;
"Salg";10,00;25-02-2019;17:52;"";0,75;
"Salg";5,00;25-02-2019;17:59;"";0,75;
"Salg";15,00;25-02-2019;18:04;"";0,75;
"Salg";16,00;25-02-2019;22:12;"";0,75;
"Salg";8,00;25-02-2019;22:12;"";0,75;
"Gebyr";-15,00;26-02-2019;00:59;"Gebyr";;
"Overførsel";197,00;26-02-2019;00:59;"Udbetaling til konto";15,00;
"Salg";13,00;26-02-2019;10:45;"";0,75;
"Salg";15,00;26-02-2019;10:51;"";0,75;
"Salg";5,00;26-02-2019;12:07;"";0,75;
"Salg";8,00;26-02-2019;12:29;"";0,75;
"Salg";28,00;26-02-2019;12:36;"";0,75;
"Salg";20,00;26-02-2019;12:54;"";0,75;
"Salg";13,00;26-02-2019;13:19;"";0,75;
"Salg";12,00;26-02-2019;13:42;"";0,75;
"Salg";3,00;26-02-2019;13:51;"";0,75;
"Salg";15,00;26-02-2019;14:32;"";0,75;
"Salg";10,00;26-02-2019;14:39;"";0,75;
"Salg";8,00;26-02-2019;15:02;"";0,75;
"Salg";8,00;26-02-2019;15:05;"";0,75;
"Salg";8,00;26-02-2019;15:37;"";0,75;
"Salg";16,00;26-02-2019;15:37;"";0,75;
"Salg";8,00;26-02-2019;15:44;"Snitte";0,75;
"Salg";12,00;26-02-2019;15:48;"";0,75;
"Salg";23,00;26-02-2019;15:54;"";0,75;
"Salg";15,00;26-02-2019;16:19;"";0,75;
"Salg";8,00;26-02-2019;16:40;"";0,75;
"Salg";3,00;26-02-2019;18:48;"";0,75;
"Salg";4,00;26-02-2019;20:25;"";0,75;
"Gebyr";-16,50;27-02-2019;00:59;"Gebyr";;
"Overførsel";238,50;27-02-2019;00:59;"Udbetaling til konto";16,50;
"Salg";8,00;27-02-2019;01:43;"";0,75;
"Salg";8,00;27-02-2019;09:25;"";0,75;
"Salg";9,50;27-02-2019;11:25;"";0,75;
"Salg";5,00;27-02-2019;14:59;"";0,75;
"Salg";16,00;27-02-2019;15:20;"";0,75;
"Salg";10,00;27-02-2019;15:53;"";0,75;
"Gebyr";-4,50;28-02-2019;00:59;"Gebyr";;
"Overførsel";52,00;28-02-2019;00:59;"Udbetaling til konto";4,50;
"Salg";3,00;28-02-2019;10:42;"";0,75;
"Salg";13,00;28-02-2019;10:43;"";0,75;
"Salg";13,00;28-02-2019;10:55;"";0,75;
"Salg";5,00;28-02-2019;10:55;"";0,75;
"Salg";5,00;28-02-2019;10:55;"";0,75;
"Salg";20,00;28-02-2019;13:04;"";0,75;
"Salg";5,00;28-02-2019;13:32;"";0,75;
"Salg";5,00;28-02-2019;13:33;"\ud83e\udd6a";0,75;
"Salg";6,50;28-02-2019;13:55;"";0,75;
"Salg";24,00;28-02-2019;16:19;"";0,75;
"Salg";15,00;28-02-2019;16:22;"";0,75;
"Salg";15,00;28-02-2019;16:52;"";0,75;
"Gebyr";-9,00;01-03-2019;00:59;"Gebyr";;
"Overførsel";120,50;01-03-2019;00:59;"Udbetaling til konto";9,00;
