kind,amount,dt,msg,fee,category
Salg,200,11.06.2019 12:43,,60,Buffet
Salg,1200,11.06.2019 12:48,,60,Buffet
Salg,1400,11.06.2019 15:15,,60,Buffet
Salg,800,11.06.2019 15:44,Sssssssssnit,60,Buffet
Salg,800,11.06.2019 15:44,Kinder boiii,60,Buffet
Salg,1400,11.06.2019 15:48,,60,Buffet
Salg,1000,11.06.2019 15:52,,60,Buffet
Salg,1300,11.06.2019 15:55,,60,Buffet
Salg,400,11.06.2019 20:48,,60,Buffet
Gebyr,-780,11.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,12320,11.06.2019 23:59,Udbetaling til konto,780,Overførsel
Salg,400,12.06.2019 08:39,,60,Buffet
Salg,1300,12.06.2019 09:15,,60,Buffet
Salg,1600,12.06.2019 10:25,,60,Buffet
Salg,1600,12.06.2019 10:53,,60,Buffet
Salg,800,12.06.2019 10:56,,60,Buffet
Salg,1900,12.06.2019 12:13,,60,Buffet
Salg,1400,12.06.2019 13:13,,60,Buffet
Salg,1400,12.06.2019 13:14,,60,Buffet
Salg,400,12.06.2019 15:00,,60,Buffet
Salg,1400,12.06.2019 15:16,,60,Buffet
Salg,1400,12.06.2019 15:32,,60,Buffet
Salg,1000,12.06.2019 15:44,Toust,60,Buffet
Salg,3300,12.06.2019 15:56,,60,Buffet
Salg,1500,12.06.2019 18:00,Tak Netcompany,60,Buffet
Gebyr,-840,12.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,18560,12.06.2019 23:59,Udbetaling til konto,840,Overførsel
Salg,1000,13.06.2019 09:41,,60,Buffet
Salg,1500,13.06.2019 12:38,,60,Buffet
Salg,1500,13.06.2019 12:54,,60,Buffet
Salg,1300,13.06.2019 14:11,,60,Buffet
Salg,3500,13.06.2019 17:35,,60,Buffet
Salg,1500,13.06.2019 18:03,,60,Buffet
Salg,1000,13.06.2019 20:00,,60,Buffet
Gebyr,-420,13.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,10880,13.06.2019 23:59,Udbetaling til konto,420,Overførsel
Salg,1500,14.06.2019 01:44,,60,Buffet
Salg,800,14.06.2019 12:22,,60,Buffet
Salg,1400,14.06.2019 14:47,,60,Buffet
Salg,1400,14.06.2019 15:18,,60,Buffet
Salg,1350,14.06.2019 15:20,,60,Buffet
Gebyr,-300,14.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,6150,14.06.2019 23:59,Udbetaling til konto,300,Overførsel
Salg,1500,15.06.2019 10:53,,60,Buffet
Salg,300,15.06.2019 13:28,,60,Buffet
Gebyr,-120,15.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,1680,15.06.2019 23:59,Udbetaling til konto,120,Overførsel
Salg,2800,16.06.2019 20:05,2 ale 16,60,Buffet
Gebyr,-60,16.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,2740,16.06.2019 23:59,Udbetaling til konto,60,Overførsel
Salg,4200,17.06.2019 11:07,3x GT,60,Buffet
Salg,1400,17.06.2019 13:09,,60,Buffet
Salg,1400,17.06.2019 14:40,,60,Buffet
Salg,1400,17.06.2019 14:42,,60,Buffet
Salg,1300,17.06.2019 15:41,,60,Buffet
Salg,4200,17.06.2019 16:58,3 ale 16,60,Buffet
Gebyr,-360,17.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,13540,17.06.2019 23:59,Udbetaling til konto,360,Overførsel
Salg,1000,18.06.2019 12:50,,60,Buffet
Gebyr,-60,18.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,940,18.06.2019 23:59,Udbetaling til konto,60,Overførsel
Salg,6000,19.06.2019 23:26,,60,Buffet
Gebyr,-60,19.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,5940,19.06.2019 23:59,Udbetaling til konto,60,Overførsel
Salg,1500,20.06.2019 16:53,,60,Buffet
Gebyr,-60,20.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,1440,20.06.2019 23:59,Udbetaling til konto,60,Overførsel
Salg,1200,21.06.2019 22:37,,60,Buffet
Gebyr,-60,21.06.2019 23:59,Gebyr,,Gebyrer
Overførsel,1140,21.06.2019 23:59,Udbetaling til konto,60,Overførsel
