Report Type,Total Sales,Total Transactions
1,307,25
2,294,24
3,50,2
4,11,1
5,584,44
6,110,9
7,204,12
8,511,42
9,60,5
10,36,3
11,52,5
12,375,29
13,334,28
14,313,25
15,0,0
16,0,0
17,12,1
18,75,3
19,724,56
20,458,36
21,209,12
22,144,12
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,402,18
29,0,0
30,10,1
31,25,1
Total,5300,394
