"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";"Saldo"
"Overførsel";28,20;06-01-2018;03:03;"Udbetaling til konto";1,80;0,00
"Salg";5,00;06-01-2018;12:55;"";0,60;5,00
"Salg";18,00;06-01-2018;19:13;"";0,60;23,00
"Gebyr";1,20;07-01-2018;03:03;"Gebyr";;21,80
"Overførsel";21,80;07-01-2018;03:03;"Udbetaling til konto";1,20;0,00
"Salg";4,50;08-01-2018;10:04;"";0,60;4,50
"Salg";4,00;08-01-2018;14:15;"";0,60;8,50
"Salg";9,00;08-01-2018;14:21;"Toast";0,60;17,50
"Salg";9,00;08-01-2018;14:23;"";0,60;26,50
"Salg";4,50;08-01-2018;15:12;"";0,60;31,00
"Salg";8,00;08-01-2018;15:56;"";0,60;39,00
"Salg";4,00;08-01-2018;15:57;"";0,60;43,00
"Salg";4,00;08-01-2018;15:57;"";0,60;47,00
"Salg";9,00;08-01-2018;21:20;"";0,60;56,00
"Salg";5,00;08-01-2018;23:25;"";0,60;61,00
"Salg";5,00;09-01-2018;00:33;"";0,60;66,00
"Salg";15,00;09-01-2018;03:02;"";0,60;81,00
"Gebyr";7,20;09-01-2018;03:03;"Gebyr";;73,80
"Overførsel";73,80;09-01-2018;03:03;"Udbetaling til konto";7,20;0,00
"Salg";5,00;09-01-2018;05:40;"";0,60;5,00
"Salg";10,00;09-01-2018;11:02;"";0,60;15,00
"Salg";10,00;09-01-2018;12:15;"";0,60;25,00
"Salg";14,00;09-01-2018;12:58;"";0,60;39,00
"Salg";10,00;09-01-2018;13:08;"Mælkesnitter JATAK";0,60;49,00
"Salg";18,00;09-01-2018;13:10;"";0,60;67,00
"Salg";10,00;09-01-2018;13:12;"";0,60;77,00
"Salg";10,00;09-01-2018;13:15;"";0,60;87,00
"Salg";3,00;09-01-2018;13:26;"";0,60;90,00
"Salg";14,00;09-01-2018;14:00;"";0,60;104,00
"Salg";10,00;09-01-2018;14:18;"";0,60;114,00
"Salg";10,00;09-01-2018;14:19;"";0,60;124,00
"Salg";20,00;09-01-2018;14:56;"";0,60;144,00
"Salg";10,00;09-01-2018;14:59;"";0,60;154,00
"Salg";10,00;09-01-2018;15:55;"";0,60;164,00
"Salg";4,00;09-01-2018;16:17;"";0,60;168,00
"Salg";10,00;09-01-2018;17:45;"";0,60;178,00
"Salg";10,00;09-01-2018;17:49;"";0,60;188,00
"Salg";5,00;09-01-2018;18:52;"";0,60;193,00
"Salg";5,00;09-01-2018;18:52;"";0,60;198,00
"Salg";5,00;09-01-2018;18:53;"";0,60;203,00
"Salg";10,00;09-01-2018;18:54;"";0,60;213,00
"Salg";5,00;09-01-2018;19:02;"";0,60;218,00
"Salg";5,00;09-01-2018;19:06;"";0,60;223,00
"Salg";20,00;09-01-2018;22:39;"";0,60;243,00
"Salg";5,00;10-01-2018;00:04;"";0,60;248,00
"Salg";5,00;10-01-2018;00:05;"";0,60;253,00
"Salg";10,00;10-01-2018;02:30;"";0,60;263,00
"Gebyr";16,80;10-01-2018;03:04;"Gebyr";;246,20
"Overførsel";246,20;10-01-2018;03:04;"Udbetaling til konto";16,80;0,00
"Salg";8,00;10-01-2018;15:46;"";0,60;8,00
"Salg";9,00;10-01-2018;22:35;"";0,60;17,00
"Gebyr";1,20;11-01-2018;03:04;"Gebyr";;15,80
"Overførsel";15,80;11-01-2018;03:04;"Udbetaling til konto";1,20;0,00
"Salg";6,00;11-01-2018;13:08;"";0,60;6,00
"Salg";12,00;11-01-2018;13:10;"";0,60;18,00
"Salg";9,00;11-01-2018;14:40;"";0,60;27,00
"Gebyr";1,80;12-01-2018;03:04;"Gebyr";;25,20
"Overførsel";25,20;12-01-2018;03:04;"Udbetaling til konto";1,80;0,00
"Salg";9,00;12-01-2018;14:35;"";0,60;9,00
"Salg";5,00;12-01-2018;14:45;"";0,60;14,00
"Salg";4,00;12-01-2018;18:37;"";0,60;18,00
"Gebyr";1,80;13-01-2018;03:04;"Gebyr";;16,20
"Overførsel";16,20;13-01-2018;03:04;"Udbetaling til konto";1,80;0,00
"Salg";5,00;13-01-2018;20:26;"";0,60;5,00
"Salg";6,00;13-01-2018;22:34;"";0,60;11,00
"Gebyr";1,20;14-01-2018;03:04;"Gebyr";;9,80
"Overførsel";9,80;14-01-2018;03:04;"Udbetaling til konto";1,20;0,00
"Salg";10,00;15-01-2018;14:36;"";0,60;10,00
"Salg";6,00;15-01-2018;17:05;"";0,60;16,00
"Salg";9,00;15-01-2018;19:16;"";0,60;25,00
"Gebyr";1,80;16-01-2018;03:05;"Gebyr";;23,20
"Overførsel";23,20;16-01-2018;03:05;"Udbetaling til konto";1,80;0,00
"Salg";3,00;17-01-2018;15:32;"";0,60;3,00
"Salg";9,00;17-01-2018;18:22;"";0,60;12,00
"Salg";5,00;17-01-2018;19:04;"";0,60;17,00
"Salg";10,00;17-01-2018;19:07;"";0,60;27,00
"Salg";5,00;17-01-2018;19:10;"";0,60;32,00
"Gebyr";3,00;18-01-2018;03:06;"Gebyr";;29,00
"Overførsel";29,00;18-01-2018;03:06;"Udbetaling til konto";3,00;0,00
"Salg";5,00;18-01-2018;09:51;"";0,60;5,00
"Salg";5,00;18-01-2018;13:25;"Mælkesnitte";0,60;10,00
"Salg";20,00;18-01-2018;13:27;"";0,60;30,00
"Salg";400,00;18-01-2018;14:17;"";0,60;430,00
"Salg";5,00;18-01-2018;15:25;"";0,60;435,00
"Refundering";400,00;18-01-2018;16:07;"";0,00;35,00
"Salg";16,00;18-01-2018;17:09;"Slik";0,60;51,00
"Salg";10,00;18-01-2018;18:33;"";0,60;61,00
"Salg";4,00;18-01-2018;18:39;"";0,60;65,00
"Gebyr";4,80;19-01-2018;03:04;"Gebyr";;60,20
"Overførsel";60,20;19-01-2018;03:04;"Udbetaling til konto";4,80;0,00
"Salg";100,00;19-01-2018;13:53;"";0,60;100,00
"Gebyr";0,60;20-01-2018;03:04;"Gebyr";;99,40
"Overførsel";99,40;20-01-2018;03:04;"Udbetaling til konto";0,60;0,00
"Salg";9,00;20-01-2018;04:33;"";0,60;9,00
"Gebyr";0,60;21-01-2018;03:03;"Gebyr";;8,40
"Overførsel";8,40;21-01-2018;03:03;"Udbetaling til konto";0,60;0,00
"Salg";5,00;23-01-2018;12:12;"";0,60;5,00
"Gebyr";0,60;24-01-2018;03:05;"Gebyr";;4,40
"Overførsel";4,40;24-01-2018;03:05;"Udbetaling til konto";0,60;0,00
"Salg";10,00;24-01-2018;14:04;"";0,60;10,00
"Salg";10,00;24-01-2018;14:04;"";0,60;20,00
"Salg";5,00;24-01-2018;17:30;"";0,60;25,00
"Gebyr";1,80;25-01-2018;03:05;"Gebyr";;23,20
"Overførsel";23,20;25-01-2018;03:05;"Udbetaling til konto";1,80;0,00
"Salg";3,00;25-01-2018;21:08;"";0,60;3,00
"Salg";8,00;25-01-2018;21:09;"";0,60;11,00
"Gebyr";1,20;26-01-2018;03:04;"Gebyr";;9,80
"Overførsel";9,80;26-01-2018;03:04;"Udbetaling til konto";1,20;0,00
"Salg";3,00;26-01-2018;13:57;"";0,60;3,00
"Gebyr";0,60;27-01-2018;03:05;"Gebyr";;2,40
"Overførsel";2,40;27-01-2018;03:05;"Udbetaling til konto";0,60;0,00
"Salg";50,00;29-01-2018;03:54;"";0,60;50,00
"Gebyr";0,60;30-01-2018;03:04;"Gebyr";;49,40
"Overførsel";49,40;30-01-2018;03:04;"Udbetaling til konto";0,60;0,00
