Report Type,Total Sales,Total Transactions
1,112,7
2,192,13
3,491,34
4,508,34
5,242,17
6,152,8
7,58,3
8,132,8
9,0,0
10,0,0
11,0,0
12,100,5
13,0,0
14,9,1
15,18,1
16,0,0
17,130,9
18,56,4
19,0,0
20,18,1
21,190,13
22,60,4
23,451,33
24,60,4
25,281,19
26,505,29
27,0,0
28,18,1
29,156,9
30,453,31
Total,4392,288
